freq,c_dest,purpose,duration,age,unit,geo,TIME_PERIOD,OBS_VALUE
A,DOM,PER,N1-3,Y15-24,NR,AL,2017,487441
A,DOM,PER,N1-3,Y15-24,NR,AL,2019,496224
A,DOM,PER,N1-3,Y15-24,NR,AL,2020,328952
A,DOM,PER,N1-3,Y15-24,NR,AT,2012,924452
A,DOM,PER,N1-3,Y15-24,NR,AT,2013,1005968
A,DOM,PER,N1-3,Y15-24,NR,AT,2014,938634
A,DOM,PER,N1-3,Y15-24,NR,AT,2015,840699
A,DOM,PER,N1-3,Y15-24,NR,AT,2016,1031529
A,DOM,PER,N1-3,Y15-24,NR,AT,2017,962762
A,DOM,PER,N1-3,Y15-24,NR,AT,2018,1029287
A,DOM,PER,N1-3,Y15-24,NR,AT,2019,1139875
A,DOM,PER,N1-3,Y15-24,NR,AT,2020,820655
A,DOM,PER,N1-3,Y15-24,NR,AT,2021,986180
A,DOM,PER,N1-3,Y15-24,NR,AT,2022,1187785
A,DOM,PER,N1-3,Y15-24,NR,BE,2012,89749
A,DOM,PER,N1-3,Y15-24,NR,BE,2013,139055
A,DOM,PER,N1-3,Y15-24,NR,BE,2014,101649
A,DOM,PER,N1-3,Y15-24,NR,BE,2015,200244
A,DOM,PER,N1-3,Y15-24,NR,BE,2016,125204
A,DOM,PER,N1-3,Y15-24,NR,BE,2017,194151
A,DOM,PER,N1-3,Y15-24,NR,BE,2018,267397
A,DOM,PER,N1-3,Y15-24,NR,BE,2019,262978
A,DOM,PER,N1-3,Y15-24,NR,BE,2020,267092
A,DOM,PER,N1-3,Y15-24,NR,BE,2021,327484
A,DOM,PER,N1-3,Y15-24,NR,BE,2022,319547
A,DOM,PER,N1-3,Y15-24,NR,BG,2012,494603
A,DOM,PER,N1-3,Y15-24,NR,BG,2013,402483
A,DOM,PER,N1-3,Y15-24,NR,BG,2014,324053
A,DOM,PER,N1-3,Y15-24,NR,BG,2015,218620
A,DOM,PER,N1-3,Y15-24,NR,BG,2016,221639
A,DOM,PER,N1-3,Y15-24,NR,BG,2017,435863
A,DOM,PER,N1-3,Y15-24,NR,BG,2018,334099
A,DOM,PER,N1-3,Y15-24,NR,BG,2019,283653
A,DOM,PER,N1-3,Y15-24,NR,BG,2020,166648
A,DOM,PER,N1-3,Y15-24,NR,BG,2021,200697
A,DOM,PER,N1-3,Y15-24,NR,BG,2022,251519
A,DOM,PER,N1-3,Y15-24,NR,CH,2012,551049
A,DOM,PER,N1-3,Y15-24,NR,CH,2013,512775
A,DOM,PER,N1-3,Y15-24,NR,CH,2014,384071
A,DOM,PER,N1-3,Y15-24,NR,CH,2015,533942
A,DOM,PER,N1-3,Y15-24,NR,CH,2016,596317
A,DOM,PER,N1-3,Y15-24,NR,CH,2017,361587
A,DOM,PER,N1-3,Y15-24,NR,CH,2018,286452
A,DOM,PER,N1-3,Y15-24,NR,CH,2019,456196
A,DOM,PER,N1-3,Y15-24,NR,CH,2020,609773
A,DOM,PER,N1-3,Y15-24,NR,CH,2021,771266
A,DOM,PER,N1-3,Y15-24,NR,CY,2012,138938
A,DOM,PER,N1-3,Y15-24,NR,CY,2013,95784
A,DOM,PER,N1-3,Y15-24,NR,CY,2014,95547
A,DOM,PER,N1-3,Y15-24,NR,CY,2015,77727
A,DOM,PER,N1-3,Y15-24,NR,CY,2016,93922
A,DOM,PER,N1-3,Y15-24,NR,CY,2017,78287
A,DOM,PER,N1-3,Y15-24,NR,CY,2018,62863
A,DOM,PER,N1-3,Y15-24,NR,CY,2019,79627
A,DOM,PER,N1-3,Y15-24,NR,CY,2020,105274
A,DOM,PER,N1-3,Y15-24,NR,CY,2021,82568
A,DOM,PER,N1-3,Y15-24,NR,CY,2022,86947
A,DOM,PER,N1-3,Y15-24,NR,CZ,2012,2341692
A,DOM,PER,N1-3,Y15-24,NR,CZ,2013,2048283
A,DOM,PER,N1-3,Y15-24,NR,CZ,2014,2114427
A,DOM,PER,N1-3,Y15-24,NR,CZ,2015,1599804
A,DOM,PER,N1-3,Y15-24,NR,CZ,2016,1699468
A,DOM,PER,N1-3,Y15-24,NR,CZ,2017,2024967
A,DOM,PER,N1-3,Y15-24,NR,CZ,2018,1679162
A,DOM,PER,N1-3,Y15-24,NR,CZ,2019,1656381
A,DOM,PER,N1-3,Y15-24,NR,CZ,2020,1099707
A,DOM,PER,N1-3,Y15-24,NR,CZ,2021,1284557
A,DOM,PER,N1-3,Y15-24,NR,CZ,2022,2109012
A,DOM,PER,N1-3,Y15-24,NR,DE,2012,14588013
A,DOM,PER,N1-3,Y15-24,NR,DE,2013,17407784
A,DOM,PER,N1-3,Y15-24,NR,DE,2014,14845297
A,DOM,PER,N1-3,Y15-24,NR,DE,2015,18170393
A,DOM,PER,N1-3,Y15-24,NR,DE,2016,15562722
A,DOM,PER,N1-3,Y15-24,NR,DE,2017,14555180
A,DOM,PER,N1-3,Y15-24,NR,DE,2018,13253592
A,DOM,PER,N1-3,Y15-24,NR,DE,2019,15328439
A,DOM,PER,N1-3,Y15-24,NR,DE,2020,9659945
A,DOM,PER,N1-3,Y15-24,NR,DE,2021,13361196
A,DOM,PER,N1-3,Y15-24,NR,DE,2022,9362526
A,DOM,PER,N1-3,Y15-24,NR,DK,2012,5195659
A,DOM,PER,N1-3,Y15-24,NR,DK,2013,4819249
A,DOM,PER,N1-3,Y15-24,NR,DK,2014,5115683
A,DOM,PER,N1-3,Y15-24,NR,DK,2015,3500948
A,DOM,PER,N1-3,Y15-24,NR,DK,2016,4657129
A,DOM,PER,N1-3,Y15-24,NR,DK,2017,3306844
A,DOM,PER,N1-3,Y15-24,NR,DK,2018,973951
A,DOM,PER,N1-3,Y15-24,NR,DK,2019,2444145
A,DOM,PER,N1-3,Y15-24,NR,DK,2020,2398719
A,DOM,PER,N1-3,Y15-24,NR,DK,2021,1418564
A,DOM,PER,N1-3,Y15-24,NR,EA20,2012,55387706
A,DOM,PER,N1-3,Y15-24,NR,EA20,2013,56061448
A,DOM,PER,N1-3,Y15-24,NR,EA20,2014,52054821
A,DOM,PER,N1-3,Y15-24,NR,EA20,2015,49521969
A,DOM,PER,N1-3,Y15-24,NR,EA20,2016,49805719
A,DOM,PER,N1-3,Y15-24,NR,EA20,2017,56132990
A,DOM,PER,N1-3,Y15-24,NR,EA20,2018,53976374
A,DOM,PER,N1-3,Y15-24,NR,EA20,2019,55477621
A,DOM,PER,N1-3,Y15-24,NR,EA20,2020,34674020
A,DOM,PER,N1-3,Y15-24,NR,EA20,2021,45450714
A,DOM,PER,N1-3,Y15-24,NR,EA20,2022,39209546
A,DOM,PER,N1-3,Y15-24,NR,EE,2012,294146
A,DOM,PER,N1-3,Y15-24,NR,EE,2013,276695
A,DOM,PER,N1-3,Y15-24,NR,EE,2014,487867
A,DOM,PER,N1-3,Y15-24,NR,EE,2015,404778
A,DOM,PER,N1-3,Y15-24,NR,EE,2016,535400
A,DOM,PER,N1-3,Y15-24,NR,EE,2017,551354
A,DOM,PER,N1-3,Y15-24,NR,EE,2018,673226
A,DOM,PER,N1-3,Y15-24,NR,EE,2019,572776
A,DOM,PER,N1-3,Y15-24,NR,EE,2020,266681
A,DOM,PER,N1-3,Y15-24,NR,EE,2021,332783
A,DOM,PER,N1-3,Y15-24,NR,EE,2022,378496
A,DOM,PER,N1-3,Y15-24,NR,EL,2012,292667
A,DOM,PER,N1-3,Y15-24,NR,EL,2013,131396
A,DOM,PER,N1-3,Y15-24,NR,EL,2014,188725
A,DOM,PER,N1-3,Y15-24,NR,EL,2015,157183
A,DOM,PER,N1-3,Y15-24,NR,EL,2016,137123
A,DOM,PER,N1-3,Y15-24,NR,EL,2017,148168
A,DOM,PER,N1-3,Y15-24,NR,EL,2018,165449
A,DOM,PER,N1-3,Y15-24,NR,EL,2019,148977
A,DOM,PER,N1-3,Y15-24,NR,EL,2020,121136
A,DOM,PER,N1-3,Y15-24,NR,EL,2021,143892
A,DOM,PER,N1-3,Y15-24,NR,EL,2022,154543
A,DOM,PER,N1-3,Y15-24,NR,ES,2012,8313369
A,DOM,PER,N1-3,Y15-24,NR,ES,2013,8808179
A,DOM,PER,N1-3,Y15-24,NR,ES,2014,7449185
A,DOM,PER,N1-3,Y15-24,NR,ES,2015,10339765
A,DOM,PER,N1-3,Y15-24,NR,ES,2016,12325340
A,DOM,PER,N1-3,Y15-24,NR,ES,2017,13255021
A,DOM,PER,N1-3,Y15-24,NR,ES,2018,13218962
A,DOM,PER,N1-3,Y15-24,NR,ES,2019,12692621
A,DOM,PER,N1-3,Y15-24,NR,ES,2020,8437998
A,DOM,PER,N1-3,Y15-24,NR,ES,2021,12082101
A,DOM,PER,N1-3,Y15-24,NR,ES,2022,9744861
A,DOM,PER,N1-3,Y15-24,NR,EU27_2020,2012,74559294
A,DOM,PER,N1-3,Y15-24,NR,EU27_2020,2013,73334394
A,DOM,PER,N1-3,Y15-24,NR,EU27_2020,2014,69446161
A,DOM,PER,N1-3,Y15-24,NR,EU27_2020,2015,64812680
A,DOM,PER,N1-3,Y15-24,NR,EU27_2020,2016,66217074
A,DOM,PER,N1-3,Y15-24,NR,EU27_2020,2017,71138036
A,DOM,PER,N1-3,Y15-24,NR,EU27_2020,2018,66458180
A,DOM,PER,N1-3,Y15-24,NR,EU27_2020,2019,69819373
A,DOM,PER,N1-3,Y15-24,NR,EU27_2020,2020,47916989
A,DOM,PER,N1-3,Y15-24,NR,EU27_2020,2021,57379895
A,DOM,PER,N1-3,Y15-24,NR,EU27_2020,2022,54445738
A,DOM,PER,N1-3,Y15-24,NR,FI,2012,4620963
A,DOM,PER,N1-3,Y15-24,NR,FI,2013,4288212
A,DOM,PER,N1-3,Y15-24,NR,FI,2014,4124096
A,DOM,PER,N1-3,Y15-24,NR,FI,2015,4036624
A,DOM,PER,N1-3,Y15-24,NR,FI,2016,3921852
A,DOM,PER,N1-3,Y15-24,NR,FI,2017,4209425
A,DOM,PER,N1-3,Y15-24,NR,FI,2018,3630808
A,DOM,PER,N1-3,Y15-24,NR,FI,2019,3283777
A,DOM,PER,N1-3,Y15-24,NR,FI,2020,2362349
A,DOM,PER,N1-3,Y15-24,NR,FI,2021,3678502
A,DOM,PER,N1-3,Y15-24,NR,FI,2022,2983656
A,DOM,PER,N1-3,Y15-24,NR,FR,2012,15026138
A,DOM,PER,N1-3,Y15-24,NR,FR,2013,15008069
A,DOM,PER,N1-3,Y15-24,NR,FR,2014,15224064
A,DOM,PER,N1-3,Y15-24,NR,FR,2015,7966481
A,DOM,PER,N1-3,Y15-24,NR,FR,2016,8126721
A,DOM,PER,N1-3,Y15-24,NR,FR,2017,13783011
A,DOM,PER,N1-3,Y15-24,NR,FR,2018,13246925
A,DOM,PER,N1-3,Y15-24,NR,FR,2019,13057354
A,DOM,PER,N1-3,Y15-24,NR,FR,2020,6352253
A,DOM,PER,N1-3,Y15-24,NR,FR,2021,6373975
A,DOM,PER,N1-3,Y15-24,NR,FR,2022,7654220
A,DOM,PER,N1-3,Y15-24,NR,HR,2012,779745
A,DOM,PER,N1-3,Y15-24,NR,HR,2013,735402
A,DOM,PER,N1-3,Y15-24,NR,HR,2014,687873
A,DOM,PER,N1-3,Y15-24,NR,HR,2015,373679
A,DOM,PER,N1-3,Y15-24,NR,HR,2016,247045
A,DOM,PER,N1-3,Y15-24,NR,HR,2017,262004
A,DOM,PER,N1-3,Y15-24,NR,HR,2018,194512
A,DOM,PER,N1-3,Y15-24,NR,HR,2019,277015
A,DOM,PER,N1-3,Y15-24,NR,HR,2020,200839
A,DOM,PER,N1-3,Y15-24,NR,HR,2021,231303
A,DOM,PER,N1-3,Y15-24,NR,HR,2022,209089
A,DOM,PER,N1-3,Y15-24,NR,HU,2012,1555979
A,DOM,PER,N1-3,Y15-24,NR,HU,2013,1095646
A,DOM,PER,N1-3,Y15-24,NR,HU,2014,1268799
A,DOM,PER,N1-3,Y15-24,NR,HU,2015,1417059
A,DOM,PER,N1-3,Y15-24,NR,HU,2016,1161995
A,DOM,PER,N1-3,Y15-24,NR,HU,2017,1073754
A,DOM,PER,N1-3,Y15-24,NR,HU,2018,1084767
A,DOM,PER,N1-3,Y15-24,NR,HU,2019,1220465
A,DOM,PER,N1-3,Y15-24,NR,HU,2020,627563
A,DOM,PER,N1-3,Y15-24,NR,HU,2021,721884
A,DOM,PER,N1-3,Y15-24,NR,HU,2022,849147
A,DOM,PER,N1-3,Y15-24,NR,IE,2012,437422
A,DOM,PER,N1-3,Y15-24,NR,IE,2013,464746
A,DOM,PER,N1-3,Y15-24,NR,IE,2014,421156
A,DOM,PER,N1-3,Y15-24,NR,IE,2015,425929
A,DOM,PER,N1-3,Y15-24,NR,IE,2016,524322
A,DOM,PER,N1-3,Y15-24,NR,IE,2017,585054
A,DOM,PER,N1-3,Y15-24,NR,IE,2018,727115
A,DOM,PER,N1-3,Y15-24,NR,IE,2019,734946
A,DOM,PER,N1-3,Y15-24,NR,IE,2020,527160
A,DOM,PER,N1-3,Y15-24,NR,IE,2021,319155
A,DOM,PER,N1-3,Y15-24,NR,IE,2022,817479
A,DOM,PER,N1-3,Y15-24,NR,IT,2012,3071602
A,DOM,PER,N1-3,Y15-24,NR,IT,2013,1539326
A,DOM,PER,N1-3,Y15-24,NR,IT,2014,2000473
A,DOM,PER,N1-3,Y15-24,NR,IT,2015,1406203
A,DOM,PER,N1-3,Y15-24,NR,IT,2016,2005336
A,DOM,PER,N1-3,Y15-24,NR,IT,2017,1917402
A,DOM,PER,N1-3,Y15-24,NR,IT,2018,2691654
A,DOM,PER,N1-3,Y15-24,NR,IT,2019,2443793
A,DOM,PER,N1-3,Y15-24,NR,IT,2020,1521795
A,DOM,PER,N1-3,Y15-24,NR,IT,2021,1151167
A,DOM,PER,N1-3,Y15-24,NR,IT,2022,1525425
A,DOM,PER,N1-3,Y15-24,NR,LT,2012,327485
A,DOM,PER,N1-3,Y15-24,NR,LT,2013,313477
A,DOM,PER,N1-3,Y15-24,NR,LT,2014,322217
A,DOM,PER,N1-3,Y15-24,NR,LT,2015,328388
A,DOM,PER,N1-3,Y15-24,NR,LT,2016,316686
A,DOM,PER,N1-3,Y15-24,NR,LT,2017,313415
A,DOM,PER,N1-3,Y15-24,NR,LT,2018,318606
A,DOM,PER,N1-3,Y15-24,NR,LT,2019,374138
A,DOM,PER,N1-3,Y15-24,NR,LT,2020,326662
A,DOM,PER,N1-3,Y15-24,NR,LT,2021,388307
A,DOM,PER,N1-3,Y15-24,NR,LT,2022,421129
A,DOM,PER,N1-3,Y15-24,NR,LU,2012,23414
A,DOM,PER,N1-3,Y15-24,NR,LU,2013,32376
A,DOM,PER,N1-3,Y15-24,NR,LU,2014,
A,DOM,PER,N1-3,Y15-24,NR,LU,2015,
A,DOM,PER,N1-3,Y15-24,NR,LU,2016,
A,DOM,PER,N1-3,Y15-24,NR,LU,2017,
A,DOM,PER,N1-3,Y15-24,NR,LU,2018,9697
A,DOM,PER,N1-3,Y15-24,NR,LU,2019,
A,DOM,PER,N1-3,Y15-24,NR,LU,2020,25344
A,DOM,PER,N1-3,Y15-24,NR,LU,2021,27162
A,DOM,PER,N1-3,Y15-24,NR,LU,2022,21275
A,DOM,PER,N1-3,Y15-24,NR,LV,2012,561363
A,DOM,PER,N1-3,Y15-24,NR,LV,2013,446866
A,DOM,PER,N1-3,Y15-24,NR,LV,2014,452843
A,DOM,PER,N1-3,Y15-24,NR,LV,2015,389628
A,DOM,PER,N1-3,Y15-24,NR,LV,2016,441972
A,DOM,PER,N1-3,Y15-24,NR,LV,2017,340887
A,DOM,PER,N1-3,Y15-24,NR,LV,2018,312328
A,DOM,PER,N1-3,Y15-24,NR,LV,2019,257975
A,DOM,PER,N1-3,Y15-24,NR,LV,2020,83518
A,DOM,PER,N1-3,Y15-24,NR,LV,2021,273302
A,DOM,PER,N1-3,Y15-24,NR,LV,2022,270448
A,DOM,PER,N1-3,Y15-24,NR,ME,2016,94215
A,DOM,PER,N1-3,Y15-24,NR,ME,2017,86370
A,DOM,PER,N1-3,Y15-24,NR,MK,2019,10585
A,DOM,PER,N1-3,Y15-24,NR,MK,2020,17715
A,DOM,PER,N1-3,Y15-24,NR,MK,2021,17586
A,DOM,PER,N1-3,Y15-24,NR,MT,2012,30838
A,DOM,PER,N1-3,Y15-24,NR,MT,2013,35844
A,DOM,PER,N1-3,Y15-24,NR,MT,2014,36391
A,DOM,PER,N1-3,Y15-24,NR,MT,2015,30323
A,DOM,PER,N1-3,Y15-24,NR,MT,2016,89146
A,DOM,PER,N1-3,Y15-24,NR,MT,2017,30552
A,DOM,PER,N1-3,Y15-24,NR,MT,2018,31967
A,DOM,PER,N1-3,Y15-24,NR,MT,2019,34633
A,DOM,PER,N1-3,Y15-24,NR,MT,2020,50135
A,DOM,PER,N1-3,Y15-24,NR,MT,2021,39320
A,DOM,PER,N1-3,Y15-24,NR,MT,2022,38864
A,DOM,PER,N1-3,Y15-24,NR,NL,2012,4237237
A,DOM,PER,N1-3,Y15-24,NR,NL,2013,3728004
A,DOM,PER,N1-3,Y15-24,NR,NL,2014,3277756
A,DOM,PER,N1-3,Y15-24,NR,NL,2015,2815389
A,DOM,PER,N1-3,Y15-24,NR,NL,2016,2726049
A,DOM,PER,N1-3,Y15-24,NR,NL,2017,3129517
A,DOM,PER,N1-3,Y15-24,NR,NL,2018,2572049
A,DOM,PER,N1-3,Y15-24,NR,NL,2019,2934312
A,DOM,PER,N1-3,Y15-24,NR,NL,2020,2317433
A,DOM,PER,N1-3,Y15-24,NR,NL,2021,4055263
A,DOM,PER,N1-3,Y15-24,NR,NL,2022,2206470
A,DOM,PER,N1-3,Y15-24,NR,NO,2013,954635
A,DOM,PER,N1-3,Y15-24,NR,NO,2014,1215476
A,DOM,PER,N1-3,Y15-24,NR,NO,2015,964073
A,DOM,PER,N1-3,Y15-24,NR,NO,2016,786400
A,DOM,PER,N1-3,Y15-24,NR,NO,2017,1011269
A,DOM,PER,N1-3,Y15-24,NR,NO,2018,1555589
A,DOM,PER,N1-3,Y15-24,NR,NO,2021,1389828
A,DOM,PER,N1-3,Y15-24,NR,PL,2012,4489178
A,DOM,PER,N1-3,Y15-24,NR,PL,2013,3884672
A,DOM,PER,N1-3,Y15-24,NR,PL,2014,3576958
A,DOM,PER,N1-3,Y15-24,NR,PL,2015,3324824
A,DOM,PER,N1-3,Y15-24,NR,PL,2016,3767550
A,DOM,PER,N1-3,Y15-24,NR,PL,2017,3944104
A,DOM,PER,N1-3,Y15-24,NR,PL,2018,4096764
A,DOM,PER,N1-3,Y15-24,NR,PL,2019,3971325
A,DOM,PER,N1-3,Y15-24,NR,PL,2020,2314821
A,DOM,PER,N1-3,Y15-24,NR,PL,2021,2652564
A,DOM,PER,N1-3,Y15-24,NR,PL,2022,3447290
A,DOM,PER,N1-3,Y15-24,NR,PT,2012,955189
A,DOM,PER,N1-3,Y15-24,NR,PT,2013,1038729
A,DOM,PER,N1-3,Y15-24,NR,PT,2014,1004078
A,DOM,PER,N1-3,Y15-24,NR,PT,2015,1023652
A,DOM,PER,N1-3,Y15-24,NR,PT,2016,970982
A,DOM,PER,N1-3,Y15-24,NR,PT,2017,1227987
A,DOM,PER,N1-3,Y15-24,NR,PT,2018,1200028
A,DOM,PER,N1-3,Y15-24,NR,PT,2019,1376195
A,DOM,PER,N1-3,Y15-24,NR,PT,2020,942524
A,DOM,PER,N1-3,Y15-24,NR,PT,2021,1035303
A,DOM,PER,N1-3,Y15-24,NR,PT,2022,1268551
A,DOM,PER,N1-3,Y15-24,NR,RO,2012,1586448
A,DOM,PER,N1-3,Y15-24,NR,RO,2013,1584718
A,DOM,PER,N1-3,Y15-24,NR,RO,2014,1600686
A,DOM,PER,N1-3,Y15-24,NR,RO,2015,1564703
A,DOM,PER,N1-3,Y15-24,NR,RO,2016,1612040
A,DOM,PER,N1-3,Y15-24,NR,RO,2017,1721900
A,DOM,PER,N1-3,Y15-24,NR,RO,2018,1737781
A,DOM,PER,N1-3,Y15-24,NR,RO,2019,1660835
A,DOM,PER,N1-3,Y15-24,NR,RO,2020,1022330
A,DOM,PER,N1-3,Y15-24,NR,RO,2021,1700527
A,DOM,PER,N1-3,Y15-24,NR,RO,2022,1563339
A,DOM,PER,N1-3,Y15-24,NR,RS,2018,
A,DOM,PER,N1-3,Y15-24,NR,SE,2014,3390733
A,DOM,PER,N1-3,Y15-24,NR,SE,2015,3664754
A,DOM,PER,N1-3,Y15-24,NR,SE,2016,3291534
A,DOM,PER,N1-3,Y15-24,NR,SE,2017,2497615
A,DOM,PER,N1-3,Y15-24,NR,SE,2018,2575282
A,DOM,PER,N1-3,Y15-24,NR,SE,2019,3104949
A,DOM,PER,N1-3,Y15-24,NR,SE,2020,5613181
A,DOM,PER,N1-3,Y15-24,NR,SE,2021,3950387
A,DOM,PER,N1-3,Y15-24,NR,SE,2022,5269931
A,DOM,PER,N1-3,Y15-24,NR,SI,2012,243036
A,DOM,PER,N1-3,Y15-24,NR,SI,2013,243438
A,DOM,PER,N1-3,Y15-24,NR,SI,2014,218050
A,DOM,PER,N1-3,Y15-24,NR,SI,2015,106415
A,DOM,PER,N1-3,Y15-24,NR,SI,2016,190208
A,DOM,PER,N1-3,Y15-24,NR,SI,2017,199131
A,DOM,PER,N1-3,Y15-24,NR,SI,2018,161037
A,DOM,PER,N1-3,Y15-24,NR,SI,2019,206897
A,DOM,PER,N1-3,Y15-24,NR,SI,2020,143223
A,DOM,PER,N1-3,Y15-24,NR,SI,2021,374435
A,DOM,PER,N1-3,Y15-24,NR,SI,2022,308022
A,DOM,PER,N1-3,Y15-24,NR,SK,2012,431938
A,DOM,PER,N1-3,Y15-24,NR,SK,2013,322100
A,DOM,PER,N1-3,Y15-24,NR,SK,2014,
A,DOM,PER,N1-3,Y15-24,NR,SK,2015,427408
A,DOM,PER,N1-3,Y15-24,NR,SK,2016,429665
A,DOM,PER,N1-3,Y15-24,NR,SK,2017,379337
A,DOM,PER,N1-3,Y15-24,NR,SK,2018,208872
A,DOM,PER,N1-3,Y15-24,NR,SK,2019,264374
A,DOM,PER,N1-3,Y15-24,NR,SK,2020,142003
A,DOM,PER,N1-3,Y15-24,NR,SK,2021,187314
A,DOM,PER,N1-3,Y15-24,NR,SK,2022,250213
A,DOM,PER,N1-3,Y15-24,NR,UK,2012,9803762
A,DOM,PER,N1-3,Y15-24,NR,UK,2013,9729739
A,DOM,PER,N1-3,Y25-34,NR,AL,2017,486809
A,DOM,PER,N1-3,Y25-34,NR,AL,2019,529437
A,DOM,PER,N1-3,Y25-34,NR,AL,2020,454332
A,DOM,PER,N1-3,Y25-34,NR,AT,2012,936669
A,DOM,PER,N1-3,Y25-34,NR,AT,2013,1122620
A,DOM,PER,N1-3,Y25-34,NR,AT,2014,1260576
A,DOM,PER,N1-3,Y25-34,NR,AT,2015,1107842
A,DOM,PER,N1-3,Y25-34,NR,AT,2016,1309745
A,DOM,PER,N1-3,Y25-34,NR,AT,2017,1195060
A,DOM,PER,N1-3,Y25-34,NR,AT,2018,1331288
A,DOM,PER,N1-3,Y25-34,NR,AT,2019,1546073
A,DOM,PER,N1-3,Y25-34,NR,AT,2020,1439661
A,DOM,PER,N1-3,Y25-34,NR,AT,2021,1469496
A,DOM,PER,N1-3,Y25-34,NR,AT,2022,1771820
A,DOM,PER,N1-3,Y25-34,NR,BE,2012,264339
A,DOM,PER,N1-3,Y25-34,NR,BE,2013,417016
A,DOM,PER,N1-3,Y25-34,NR,BE,2014,293078
A,DOM,PER,N1-3,Y25-34,NR,BE,2015,491483
A,DOM,PER,N1-3,Y25-34,NR,BE,2016,290360
A,DOM,PER,N1-3,Y25-34,NR,BE,2017,444491
A,DOM,PER,N1-3,Y25-34,NR,BE,2018,529785
A,DOM,PER,N1-3,Y25-34,NR,BE,2019,693294
A,DOM,PER,N1-3,Y25-34,NR,BE,2020,538306
A,DOM,PER,N1-3,Y25-34,NR,BE,2021,859197
A,DOM,PER,N1-3,Y25-34,NR,BE,2022,677034
A,DOM,PER,N1-3,Y25-34,NR,BG,2012,396620
A,DOM,PER,N1-3,Y25-34,NR,BG,2013,334372
A,DOM,PER,N1-3,Y25-34,NR,BG,2014,474285
A,DOM,PER,N1-3,Y25-34,NR,BG,2015,359127
A,DOM,PER,N1-3,Y25-34,NR,BG,2016,337282
A,DOM,PER,N1-3,Y25-34,NR,BG,2017,526947
A,DOM,PER,N1-3,Y25-34,NR,BG,2018,404269
A,DOM,PER,N1-3,Y25-34,NR,BG,2019,511550
A,DOM,PER,N1-3,Y25-34,NR,BG,2020,275339
A,DOM,PER,N1-3,Y25-34,NR,BG,2021,370636
A,DOM,PER,N1-3,Y25-34,NR,BG,2022,397523
A,DOM,PER,N1-3,Y25-34,NR,CH,2012,840421
A,DOM,PER,N1-3,Y25-34,NR,CH,2013,715087
A,DOM,PER,N1-3,Y25-34,NR,CH,2014,660129
A,DOM,PER,N1-3,Y25-34,NR,CH,2015,711804
A,DOM,PER,N1-3,Y25-34,NR,CH,2016,765940
A,DOM,PER,N1-3,Y25-34,NR,CH,2017,607301
A,DOM,PER,N1-3,Y25-34,NR,CH,2018,648782
A,DOM,PER,N1-3,Y25-34,NR,CH,2019,942133
A,DOM,PER,N1-3,Y25-34,NR,CH,2020,925792
A,DOM,PER,N1-3,Y25-34,NR,CH,2021,1085216
A,DOM,PER,N1-3,Y25-34,NR,CY,2012,316163
A,DOM,PER,N1-3,Y25-34,NR,CY,2013,208695
A,DOM,PER,N1-3,Y25-34,NR,CY,2014,242987
A,DOM,PER,N1-3,Y25-34,NR,CY,2015,219220
A,DOM,PER,N1-3,Y25-34,NR,CY,2016,168810
A,DOM,PER,N1-3,Y25-34,NR,CY,2017,150917
A,DOM,PER,N1-3,Y25-34,NR,CY,2018,156372
A,DOM,PER,N1-3,Y25-34,NR,CY,2019,160498
A,DOM,PER,N1-3,Y25-34,NR,CY,2020,136844
A,DOM,PER,N1-3,Y25-34,NR,CY,2021,138090
A,DOM,PER,N1-3,Y25-34,NR,CY,2022,121378
A,DOM,PER,N1-3,Y25-34,NR,CZ,2012,3937815
A,DOM,PER,N1-3,Y25-34,NR,CZ,2013,3817589
A,DOM,PER,N1-3,Y25-34,NR,CZ,2014,3527391
A,DOM,PER,N1-3,Y25-34,NR,CZ,2015,3158657
A,DOM,PER,N1-3,Y25-34,NR,CZ,2016,3777207
A,DOM,PER,N1-3,Y25-34,NR,CZ,2017,3968337
A,DOM,PER,N1-3,Y25-34,NR,CZ,2018,3408125
A,DOM,PER,N1-3,Y25-34,NR,CZ,2019,3594886
A,DOM,PER,N1-3,Y25-34,NR,CZ,2020,2392985
A,DOM,PER,N1-3,Y25-34,NR,CZ,2021,2347156
A,DOM,PER,N1-3,Y25-34,NR,CZ,2022,2634821
A,DOM,PER,N1-3,Y25-34,NR,DE,2012,16307509
A,DOM,PER,N1-3,Y25-34,NR,DE,2013,17287009
A,DOM,PER,N1-3,Y25-34,NR,DE,2014,15181633
A,DOM,PER,N1-3,Y25-34,NR,DE,2015,17510599
A,DOM,PER,N1-3,Y25-34,NR,DE,2016,19108197
A,DOM,PER,N1-3,Y25-34,NR,DE,2017,15542191
A,DOM,PER,N1-3,Y25-34,NR,DE,2018,17528186
A,DOM,PER,N1-3,Y25-34,NR,DE,2019,16588422
A,DOM,PER,N1-3,Y25-34,NR,DE,2020,13406794
A,DOM,PER,N1-3,Y25-34,NR,DE,2021,15790841
A,DOM,PER,N1-3,Y25-34,NR,DE,2022,17276646
A,DOM,PER,N1-3,Y25-34,NR,DK,2012,2778121
A,DOM,PER,N1-3,Y25-34,NR,DK,2013,2653361
A,DOM,PER,N1-3,Y25-34,NR,DK,2014,2919433
A,DOM,PER,N1-3,Y25-34,NR,DK,2015,2708359
