DATAFLOW,LAST UPDATE,freq,dest,c_dest,purpose,duration,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,AT,2013,1980318,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,AT,2014,2093171,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,AT,2015,1937464,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,AT,2016,2206555,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,AT,2017,2238373,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,AT,2019,2879296,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,AT,2020,723812,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,AT,2022,3140967,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,BE,2013,529775,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,BE,2016,542444,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,BE,2019,583664,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,BE,2022,941586,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,BG,2013,934996,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,BG,2015,635597,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,BG,2016,813761,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,BG,2019,1193082,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,BG,2022,719832,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CH,2012,357730,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CH,2013,296535,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CH,2014,248135,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CH,2015,208441,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CH,2016,200686,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CH,2017,307795,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CH,2018,223553,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CH,2019,305616,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CH,2020,321187,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CH,2021,439215,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CY,2013,71366,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CY,2016,218458,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CY,2019,441518,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CY,2022,316558,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CZ,2013,7529409,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CZ,2015,7597471,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CZ,2016,7541931,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CZ,2019,7666842,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,CZ,2022,7417241,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,DE,2013,53469114,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,DE,2016,57446482,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,DE,2019,49421797,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,DE,2022,38291783,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,DK,2013,12522800,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,DK,2016,88747,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,DK,2019,979405,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,DK,2020,1055750,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,DK,2021,888433,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EA20,2012,186473129,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EA20,2013,182896842,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EA20,2016,183526314,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EA20,2019,166015654,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EA20,2022,156553558,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EE,2013,776835,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EE,2016,1104832,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EE,2019,836244,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EE,2022,731792,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EL,2013,561366,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EL,2016,715753,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EL,2019,673931,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EL,2022,780899,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,ES,2013,31750107,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,ES,2016,39950293,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,ES,2019,40724541,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,ES,2022,37250673,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EU27_2020,2012,234588953,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EU27_2020,2013,229089910,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EU27_2020,2016,222442250,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EU27_2020,2019,209459153,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,EU27_2020,2022,197891903,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FI,2013,12435006,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FI,2016,12740262,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FI,2019,12512305,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FI,2022,9098692,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FR,2013,53827428,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FR,2014,54722977,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FR,2015,47008334,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FR,2016,45909551,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FR,2017,52677808,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FR,2018,35479246,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FR,2019,35120969,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FR,2020,27393846,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FR,2021,37127077,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,FR,2022,40728044,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HR,2013,2021689,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HR,2014,428532,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HR,2016,433905,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HR,2019,328445,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HR,2022,354830,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HU,2012,6076163,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HU,2013,4991678,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HU,2014,5407035,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HU,2015,5756167,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HU,2016,5497057,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HU,2017,5412619,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HU,2018,5292424,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HU,2019,5171798,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,HU,2022,4282467,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,IE,2013,3181924,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,IE,2016,3431727,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,IE,2019,4360283,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,IE,2022,5417915,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,IT,2013,8320432,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,IT,2016,5775054,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,IT,2019,7681307,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,IT,2022,5256496,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LT,2013,1042936,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LT,2016,1479479,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LT,2019,1621498,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LT,2022,2332516,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LU,2013,24712,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LU,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LU,2019,5687,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LU,2020,30263,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LU,2021,41623,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LU,2022,47778,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LV,2013,1503774,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LV,2016,403077,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LV,2019,253993,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,LV,2022,319381,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,ME,2016,79361,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,MK,2019,37607,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,MK,2020,47596,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,MK,2021,27659,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,MT,2016,135861,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,MT,2019,133141,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,MT,2022,208096,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,NL,2013,6802782,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,NL,2016,5651281,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,NL,2019,1753611,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,NL,2021,7702312,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,NL,2022,4528391,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,NO,2013,445089,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,NO,2014,544831,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,NO,2015,583490,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,NO,2016,515165,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,NO,2017,519197,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,NO,2018,713270,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,NO,2021,732351,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,PL,2013,12278260,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,PL,2016,16906446,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,PL,2019,18831083,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,PL,2020,12727003,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,PL,2022,17695468,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,PT,2013,2634902,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,PT,2014,107494,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,PT,2016,2793156,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,PT,2019,3757573,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,PT,2022,3790687,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,RO,2013,3947789,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,RO,2014,3935581,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,RO,2015,3782063,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,RO,2016,4056796,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,RO,2017,4432873,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,RO,2018,4080971,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,RO,2019,4208571,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,RO,2020,2312706,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,RO,2021,3434848,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,RO,2022,3664454,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,SE,2016,4011196,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,SE,2019,5392718,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,SE,2022,6465409,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,SI,2013,453453,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,SI,2016,411709,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,SI,2019,369057,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,SI,2022,402550,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,SK,2013,1357181,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,SK,2016,2174284,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,SK,2019,2556795,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,SK,2022,2613925,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N1-3,NR,UK,2013,27941815,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,AT,2013,2476967,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,AT,2014,2592303,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,AT,2015,2450444,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,AT,2016,2771280,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,AT,2017,2741838,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,AT,2019,3588125,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,AT,2020,892114,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,AT,2022,3787269,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,BE,2013,634411,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,BE,2016,737223,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,BE,2019,688848,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,BE,2022,1122960,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,BG,2013,1346698,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,BG,2015,926904,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,BG,2016,1138384,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,BG,2019,1573385,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,BG,2022,983945,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CH,2012,433244,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CH,2013,391075,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CH,2014,354043,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CH,2015,280504,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CH,2016,268777,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CH,2017,402284,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CH,2018,316658,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CH,2019,385317,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CH,2020,522927,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CH,2021,597085,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CY,2013,114804,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CY,2016,251891,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CY,2019,530931,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CY,2022,397940,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CZ,2013,9902077,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CZ,2015,10093654,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CZ,2016,10211239,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CZ,2019,10207828,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,CZ,2022,9930188,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,DE,2013,73936543,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,DE,2016,80747477,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CITY,DOM,PER,N_GE1,NR,DE,2019,68640415,
