DATAFLOW,LAST UPDATE,freq,dest,c_dest,purpose,duration,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,CZ,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,DE,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,DE,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,DE,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,DE,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,DK,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,DK,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,DK,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,DK,2020,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,DK,2021,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,EA20,2012,1885471,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,EA20,2013,1920558,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,EA20,2019,4816796,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,EA20,2022,2446242,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,EL,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,EL,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,EL,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,EL,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,ES,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,ES,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,ES,2019,3959066,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,ES,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,EU27_2020,2012,2125671,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,EU27_2020,2013,2150578,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,EU27_2020,2019,5090311,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,EU27_2020,2022,2703134,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FI,2013,70033,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FI,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FI,2019,75995,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FI,2022,75336,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FR,2013,312022,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FR,2014,131613,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FR,2015,131025,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FR,2016,157591,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FR,2017,257242,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FR,2018,225789,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FR,2019,186627,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FR,2020,148881,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FR,2021,117209,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,FR,2022,131141,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,HR,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,HR,2014,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,HR,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,HR,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,IE,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,IE,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,IE,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,IT,2013,293171,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,IT,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,IT,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,IT,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,NL,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,NL,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,NL,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,NL,2021,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,NL,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,NO,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,NO,2014,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,NO,2015,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,NO,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,NO,2017,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,NO,2018,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,NO,2021,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,PL,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,PL,2016,134333,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,PL,2019,75370,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,PL,2020,62164,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,PL,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,PT,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,PT,2014,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,PT,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,PT,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,RO,2013,59033,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,RO,2014,23302,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,RO,2015,30702,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,RO,2016,21784,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,RO,2017,20677,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,RO,2018,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,RO,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,RO,2020,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,RO,2021,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,RO,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,SE,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,SE,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,SE,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,SI,2022,40985,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,SK,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,DOM,PER,N_GE4,NR,UK,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,AT,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,AT,2014,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,AT,2015,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,AT,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,AT,2017,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,AT,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,AT,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,BE,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,BE,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,BE,2019,33801,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,BE,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,CH,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,CH,2014,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,CH,2015,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,CH,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,CY,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,CY,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,CY,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,CZ,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,CZ,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,CZ,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,DE,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,DE,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,DE,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,DE,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,DK,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,DK,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,DK,2020,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,DK,2021,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EA20,2012,1977553,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EA20,2013,2027617,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EA20,2016,2527984,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EA20,2019,2164603,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EA20,2022,1078735,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EE,2013,36013,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EE,2016,34617,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EE,2019,56236,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EE,2022,31328,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,ES,2013,63863,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,ES,2019,991548,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,ES,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EU27_2020,2012,2485399,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EU27_2020,2013,2755922,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EU27_2020,2016,3212785,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EU27_2020,2019,2746458,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,EU27_2020,2022,1596661,e
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FI,2013,1641919,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FI,2016,1494890,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FI,2019,679074,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FI,2022,449448,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FR,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FR,2014,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FR,2015,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FR,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FR,2017,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FR,2018,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FR,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FR,2020,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FR,2021,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,FR,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,HR,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,HR,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,HR,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,HU,2012,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,HU,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,HU,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,HU,2017,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,HU,2018,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,HU,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,HU,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,IE,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,IE,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,IE,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,IT,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,IT,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,IT,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,LT,2016,4187,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,LT,2019,7096,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,LT,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,LU,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,LU,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,LU,2020,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,LU,2021,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,LU,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,LV,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,LV,2016,35707,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,LV,2019,52425,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,LV,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,MT,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,MT,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,MT,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,MT,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,NL,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,NL,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,NL,2019,39691,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,NL,2022,24006,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,NO,2013,127704,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,NO,2014,106258,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,NO,2015,92806,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,NO,2016,107280,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,NO,2017,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,NO,2018,87746,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,NO,2021,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,PL,2016,39563,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,PL,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,PL,2020,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,PL,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,PT,2022,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,RO,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,RO,2015,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,RO,2016,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,RO,2017,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,RO,2018,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,RO,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,SE,2016,480570,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,SE,2019,516864,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,SE,2022,449690,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,SI,2019,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,SI,2022,57092,
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N1-3,NR,UK,2013,,u
ESTAT:TOUR_DEM_TTHD(1.0),26/10/2023 23:00,A,CRS,FOR,PER,N_GE1,NR,AT,2013,132727,
