c_dest,purpose,duration,wstatus,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
DOM,PER,N1-3,ACT_INAC,AL,2017,2447366,
DOM,PER,N1-3,ACT_INAC,AL,2019,2816246,
DOM,PER,N1-3,ACT_INAC,AL,2020,1856588,
DOM,PER,N1-3,ACT_INAC,AT,2012,5777112,
DOM,PER,N1-3,ACT_INAC,AT,2013,6314809,
DOM,PER,N1-3,ACT_INAC,AT,2014,6709183,
DOM,PER,N1-3,ACT_INAC,AT,2015,6351613,
DOM,PER,N1-3,ACT_INAC,AT,2016,6882323,
DOM,PER,N1-3,ACT_INAC,AT,2017,6764655,
DOM,PER,N1-3,ACT_INAC,AT,2018,7361385,
DOM,PER,N1-3,ACT_INAC,AT,2019,7909105,
DOM,PER,N1-3,ACT_INAC,AT,2020,6288046,
DOM,PER,N1-3,ACT_INAC,AT,2021,6677951,
DOM,PER,N1-3,ACT_INAC,AT,2022,8407853,
DOM,PER,N1-3,ACT_INAC,BE,2012,1489881,
DOM,PER,N1-3,ACT_INAC,BE,2013,1670786,
DOM,PER,N1-3,ACT_INAC,BE,2014,1435782,
DOM,PER,N1-3,ACT_INAC,BE,2015,2235671,
DOM,PER,N1-3,ACT_INAC,BE,2016,1698476,
DOM,PER,N1-3,ACT_INAC,BE,2017,2175530,b
DOM,PER,N1-3,ACT_INAC,BE,2018,2469676,
DOM,PER,N1-3,ACT_INAC,BE,2019,2782431,
DOM,PER,N1-3,ACT_INAC,BE,2020,2219809,
DOM,PER,N1-3,ACT_INAC,BE,2021,3606225,
DOM,PER,N1-3,ACT_INAC,BE,2022,3316240,
DOM,PER,N1-3,ACT_INAC,BG,2012,1941286,
DOM,PER,N1-3,ACT_INAC,BG,2013,1877711,
DOM,PER,N1-3,ACT_INAC,BG,2014,1855864,
DOM,PER,N1-3,ACT_INAC,BG,2015,1424295,
DOM,PER,N1-3,ACT_INAC,BG,2016,1596173,
DOM,PER,N1-3,ACT_INAC,BG,2017,2736847,
DOM,PER,N1-3,ACT_INAC,BG,2018,2335183,
DOM,PER,N1-3,ACT_INAC,BG,2019,2204807,
DOM,PER,N1-3,ACT_INAC,BG,2020,1208155,
DOM,PER,N1-3,ACT_INAC,BG,2021,1677700,
DOM,PER,N1-3,ACT_INAC,BG,2022,1967127,
DOM,PER,N1-3,ACT_INAC,CH,2012,3905121,
DOM,PER,N1-3,ACT_INAC,CH,2013,4450442,
DOM,PER,N1-3,ACT_INAC,CH,2014,3993011,
DOM,PER,N1-3,ACT_INAC,CH,2015,4058296,
DOM,PER,N1-3,ACT_INAC,CH,2016,3836856,
DOM,PER,N1-3,ACT_INAC,CH,2017,3968361,
DOM,PER,N1-3,ACT_INAC,CH,2018,3733290,
DOM,PER,N1-3,ACT_INAC,CH,2019,4014110,
DOM,PER,N1-3,ACT_INAC,CH,2020,4074610,
DOM,PER,N1-3,ACT_INAC,CH,2021,4555362,
DOM,PER,N1-3,ACT_INAC,CY,2012,1074564,
DOM,PER,N1-3,ACT_INAC,CY,2013,879804,
DOM,PER,N1-3,ACT_INAC,CY,2014,962785,
DOM,PER,N1-3,ACT_INAC,CY,2015,1082593,
DOM,PER,N1-3,ACT_INAC,CY,2016,1114113,
DOM,PER,N1-3,ACT_INAC,CY,2017,1167110,
DOM,PER,N1-3,ACT_INAC,CY,2018,1329479,
DOM,PER,N1-3,ACT_INAC,CY,2019,1365000,
DOM,PER,N1-3,ACT_INAC,CY,2020,1444892,
DOM,PER,N1-3,ACT_INAC,CY,2021,1586491,
DOM,PER,N1-3,ACT_INAC,CY,2022,1349181,
DOM,PER,N1-3,ACT_INAC,CZ,2012,18628902,
DOM,PER,N1-3,ACT_INAC,CZ,2013,17215083,
DOM,PER,N1-3,ACT_INAC,CZ,2014,18528217,
DOM,PER,N1-3,ACT_INAC,CZ,2015,16203332,
DOM,PER,N1-3,ACT_INAC,CZ,2016,17702092,
DOM,PER,N1-3,ACT_INAC,CZ,2017,20061639,
DOM,PER,N1-3,ACT_INAC,CZ,2018,18498367,
DOM,PER,N1-3,ACT_INAC,CZ,2019,18301424,
DOM,PER,N1-3,ACT_INAC,CZ,2020,12774637,
DOM,PER,N1-3,ACT_INAC,CZ,2021,14492600,
DOM,PER,N1-3,ACT_INAC,CZ,2022,17453952,
DOM,PER,N1-3,ACT_INAC,DE,2012,84908064,
DOM,PER,N1-3,ACT_INAC,DE,2013,87350273,
DOM,PER,N1-3,ACT_INAC,DE,2014,80109555,
DOM,PER,N1-3,ACT_INAC,DE,2015,89534444,
DOM,PER,N1-3,ACT_INAC,DE,2016,87104335,
DOM,PER,N1-3,ACT_INAC,DE,2017,79063521,
DOM,PER,N1-3,ACT_INAC,DE,2018,82390597,
DOM,PER,N1-3,ACT_INAC,DE,2019,84381050,
DOM,PER,N1-3,ACT_INAC,DE,2020,57445754,
DOM,PER,N1-3,ACT_INAC,DE,2021,70272824,
DOM,PER,N1-3,ACT_INAC,DE,2022,67283380,
DOM,PER,N1-3,ACT_INAC,DK,2012,17342909,
DOM,PER,N1-3,ACT_INAC,DK,2013,19196406,b
DOM,PER,N1-3,ACT_INAC,DK,2014,19511192,
DOM,PER,N1-3,ACT_INAC,DK,2015,19496387,
DOM,PER,N1-3,ACT_INAC,DK,2016,17400216,
DOM,PER,N1-3,ACT_INAC,DK,2017,13838114,
DOM,PER,N1-3,ACT_INAC,DK,2018,6588550,
DOM,PER,N1-3,ACT_INAC,DK,2019,12339753,
DOM,PER,N1-3,ACT_INAC,DK,2020,11990566,
DOM,PER,N1-3,ACT_INAC,DK,2021,8744466,
DOM,PER,N1-3,ACT_INAC,EE,2012,1353968,
DOM,PER,N1-3,ACT_INAC,EE,2013,1386473,
DOM,PER,N1-3,ACT_INAC,EE,2014,2048022,
DOM,PER,N1-3,ACT_INAC,EE,2015,2147737,
DOM,PER,N1-3,ACT_INAC,EE,2016,2598912,
DOM,PER,N1-3,ACT_INAC,EE,2017,2599066,
DOM,PER,N1-3,ACT_INAC,EE,2018,3684154,
DOM,PER,N1-3,ACT_INAC,EE,2019,2792391,
DOM,PER,N1-3,ACT_INAC,EE,2020,1731058,
DOM,PER,N1-3,ACT_INAC,EE,2021,1784187,
DOM,PER,N1-3,ACT_INAC,EE,2022,2157881,
DOM,PER,N1-3,ACT_INAC,EL,2012,2658927,
DOM,PER,N1-3,ACT_INAC,EL,2013,1357457,
DOM,PER,N1-3,ACT_INAC,EL,2014,1596409,
DOM,PER,N1-3,ACT_INAC,EL,2015,1472529,
DOM,PER,N1-3,ACT_INAC,EL,2016,1337167,
DOM,PER,N1-3,ACT_INAC,EL,2017,1446538,
DOM,PER,N1-3,ACT_INAC,EL,2018,1521486,
DOM,PER,N1-3,ACT_INAC,EL,2019,1300699,
DOM,PER,N1-3,ACT_INAC,EL,2020,1162815,
DOM,PER,N1-3,ACT_INAC,EL,2021,1220626,
DOM,PER,N1-3,ACT_INAC,EL,2022,1642427,
DOM,PER,N1-3,ACT_INAC,ES,2012,83539578,
DOM,PER,N1-3,ACT_INAC,ES,2013,82058291,
DOM,PER,N1-3,ACT_INAC,ES,2014,80180124,
DOM,PER,N1-3,ACT_INAC,ES,2015,87944959,b
DOM,PER,N1-3,ACT_INAC,ES,2016,92415804,
DOM,PER,N1-3,ACT_INAC,ES,2017,98440678,
DOM,PER,N1-3,ACT_INAC,ES,2018,98481278,
DOM,PER,N1-3,ACT_INAC,ES,2019,96098994,
DOM,PER,N1-3,ACT_INAC,ES,2020,50824968,
DOM,PER,N1-3,ACT_INAC,ES,2021,73548911,
DOM,PER,N1-3,ACT_INAC,ES,2022,85395637,
DOM,PER,N1-3,ACT_INAC,FI,2012,21483338,
DOM,PER,N1-3,ACT_INAC,FI,2013,21219881,
DOM,PER,N1-3,ACT_INAC,FI,2014,20069650,
DOM,PER,N1-3,ACT_INAC,FI,2015,20500670,
DOM,PER,N1-3,ACT_INAC,FI,2016,20638135,
DOM,PER,N1-3,ACT_INAC,FI,2017,21196262,
DOM,PER,N1-3,ACT_INAC,FI,2018,20280352,
DOM,PER,N1-3,ACT_INAC,FI,2019,20631549,
DOM,PER,N1-3,ACT_INAC,FI,2020,14751971,
DOM,PER,N1-3,ACT_INAC,FI,2021,19653912,
DOM,PER,N1-3,ACT_INAC,FI,2022,17605819,
DOM,PER,N1-3,ACT_INAC,FR,2012,101090835,
DOM,PER,N1-3,ACT_INAC,FR,2013,99691398,
DOM,PER,N1-3,ACT_INAC,FR,2014,100199550,
DOM,PER,N1-3,ACT_INAC,FR,2015,88733645,
DOM,PER,N1-3,ACT_INAC,FR,2016,87141181,
DOM,PER,N1-3,ACT_INAC,FR,2017,99012103,
DOM,PER,N1-3,ACT_INAC,FR,2018,96705160,
DOM,PER,N1-3,ACT_INAC,FR,2019,98083414,
DOM,PER,N1-3,ACT_INAC,FR,2020,76759964,
DOM,PER,N1-3,ACT_INAC,FR,2021,99745216,
DOM,PER,N1-3,ACT_INAC,FR,2022,109412243,
DOM,PER,N1-3,ACT_INAC,HR,2012,3028091,
DOM,PER,N1-3,ACT_INAC,HR,2013,3169156,
DOM,PER,N1-3,ACT_INAC,HR,2014,2862996,
DOM,PER,N1-3,ACT_INAC,HR,2015,1858851,
DOM,PER,N1-3,ACT_INAC,HR,2016,1318717,
DOM,PER,N1-3,ACT_INAC,HR,2017,1232553,
DOM,PER,N1-3,ACT_INAC,HR,2018,1381835,
DOM,PER,N1-3,ACT_INAC,HR,2019,1753025,
DOM,PER,N1-3,ACT_INAC,HR,2020,1246294,
DOM,PER,N1-3,ACT_INAC,HR,2021,1504046,
DOM,PER,N1-3,ACT_INAC,HR,2022,1446080,
DOM,PER,N1-3,ACT_INAC,HU,2012,10404311,
DOM,PER,N1-3,ACT_INAC,HU,2013,8283007,
DOM,PER,N1-3,ACT_INAC,HU,2014,9005826,
DOM,PER,N1-3,ACT_INAC,HU,2015,9178335,
DOM,PER,N1-3,ACT_INAC,HU,2016,8787343,
DOM,PER,N1-3,ACT_INAC,HU,2017,8967808,
DOM,PER,N1-3,ACT_INAC,HU,2018,8667609,
DOM,PER,N1-3,ACT_INAC,HU,2019,8715121,
DOM,PER,N1-3,ACT_INAC,HU,2020,5314714,
DOM,PER,N1-3,ACT_INAC,HU,2021,6036837,
DOM,PER,N1-3,ACT_INAC,HU,2022,8005428,
DOM,PER,N1-3,ACT_INAC,IE,2012,4989593,
DOM,PER,N1-3,ACT_INAC,IE,2013,4985981,
DOM,PER,N1-3,ACT_INAC,IE,2014,5301522,
DOM,PER,N1-3,ACT_INAC,IE,2015,5412039,
DOM,PER,N1-3,ACT_INAC,IE,2016,5655671,
DOM,PER,N1-3,ACT_INAC,IE,2017,5987283,
DOM,PER,N1-3,ACT_INAC,IE,2018,6883462,
DOM,PER,N1-3,ACT_INAC,IE,2019,7206159,
DOM,PER,N1-3,ACT_INAC,IE,2020,4500025,
DOM,PER,N1-3,ACT_INAC,IE,2021,3249162,
DOM,PER,N1-3,ACT_INAC,IE,2022,8286955,
DOM,PER,N1-3,ACT_INAC,IT,2012,22914818,
DOM,PER,N1-3,ACT_INAC,IT,2013,17616095,
DOM,PER,N1-3,ACT_INAC,IT,2014,19635800,b
DOM,PER,N1-3,ACT_INAC,IT,2015,18822480,
DOM,PER,N1-3,ACT_INAC,IT,2016,22957185,
DOM,PER,N1-3,ACT_INAC,IT,2017,20992374,
DOM,PER,N1-3,ACT_INAC,IT,2018,25693619,
DOM,PER,N1-3,ACT_INAC,IT,2019,21583168,
DOM,PER,N1-3,ACT_INAC,IT,2020,12639567,
DOM,PER,N1-3,ACT_INAC,IT,2021,11956283,
DOM,PER,N1-3,ACT_INAC,IT,2022,16535282,
DOM,PER,N1-3,ACT_INAC,LT,2012,1800988,
DOM,PER,N1-3,ACT_INAC,LT,2013,1772756,
DOM,PER,N1-3,ACT_INAC,LT,2014,1859041,
DOM,PER,N1-3,ACT_INAC,LT,2015,1894224,
DOM,PER,N1-3,ACT_INAC,LT,2016,1809246,
DOM,PER,N1-3,ACT_INAC,LT,2017,1801918,
DOM,PER,N1-3,ACT_INAC,LT,2018,1892208,
DOM,PER,N1-3,ACT_INAC,LT,2019,2040226,
DOM,PER,N1-3,ACT_INAC,LT,2020,1759632,
DOM,PER,N1-3,ACT_INAC,LT,2021,2329937,
DOM,PER,N1-3,ACT_INAC,LT,2022,2751614,
DOM,PER,N1-3,ACT_INAC,LU,2012,38128,
DOM,PER,N1-3,ACT_INAC,LU,2013,48074,
DOM,PER,N1-3,ACT_INAC,LU,2014,20175,
DOM,PER,N1-3,ACT_INAC,LU,2015,11722,u
DOM,PER,N1-3,ACT_INAC,LU,2016,11417,u
DOM,PER,N1-3,ACT_INAC,LU,2017,22540,
DOM,PER,N1-3,ACT_INAC,LU,2018,28005,
DOM,PER,N1-3,ACT_INAC,LU,2019,23425,
DOM,PER,N1-3,ACT_INAC,LU,2020,111457,
DOM,PER,N1-3,ACT_INAC,LU,2021,116073,
DOM,PER,N1-3,ACT_INAC,LU,2022,118096,
DOM,PER,N1-3,ACT_INAC,LV,2012,3269376,
DOM,PER,N1-3,ACT_INAC,LV,2013,2709534,
DOM,PER,N1-3,ACT_INAC,LV,2014,2719511,
DOM,PER,N1-3,ACT_INAC,LV,2015,2576756,
DOM,PER,N1-3,ACT_INAC,LV,2016,2727693,
DOM,PER,N1-3,ACT_INAC,LV,2017,2589575,
DOM,PER,N1-3,ACT_INAC,LV,2018,2270410,
DOM,PER,N1-3,ACT_INAC,LV,2019,2161385,
DOM,PER,N1-3,ACT_INAC,LV,2020,1073253,
DOM,PER,N1-3,ACT_INAC,LV,2021,2024280,
DOM,PER,N1-3,ACT_INAC,LV,2022,2476484,
DOM,PER,N1-3,ACT_INAC,ME,2016,527043,
DOM,PER,N1-3,ACT_INAC,ME,2017,542721,
DOM,PER,N1-3,ACT_INAC,MK,2019,83307,
DOM,PER,N1-3,ACT_INAC,MK,2020,146164,
DOM,PER,N1-3,ACT_INAC,MK,2021,125247,
DOM,PER,N1-3,ACT_INAC,MT,2012,165635,
DOM,PER,N1-3,ACT_INAC,MT,2013,164188,
DOM,PER,N1-3,ACT_INAC,MT,2014,165919,b
DOM,PER,N1-3,ACT_INAC,MT,2015,169306,
DOM,PER,N1-3,ACT_INAC,MT,2016,259064,
DOM,PER,N1-3,ACT_INAC,MT,2017,211062,
DOM,PER,N1-3,ACT_INAC,MT,2018,196795,
DOM,PER,N1-3,ACT_INAC,MT,2019,189763,
DOM,PER,N1-3,ACT_INAC,MT,2020,281538,
DOM,PER,N1-3,ACT_INAC,MT,2021,295777,
DOM,PER,N1-3,ACT_INAC,MT,2022,288728,
DOM,PER,N1-3,ACT_INAC,NL,2012,19655079,
DOM,PER,N1-3,ACT_INAC,NL,2013,17539840,
DOM,PER,N1-3,ACT_INAC,NL,2014,17024512,
DOM,PER,N1-3,ACT_INAC,NL,2015,16157006,
DOM,PER,N1-3,ACT_INAC,NL,2016,16194798,
DOM,PER,N1-3,ACT_INAC,NL,2017,16171800,
DOM,PER,N1-3,ACT_INAC,NL,2018,15301700,
DOM,PER,N1-3,ACT_INAC,NL,2019,15654877,
DOM,PER,N1-3,ACT_INAC,NL,2020,12640948,
DOM,PER,N1-3,ACT_INAC,NL,2021,21041260,
DOM,PER,N1-3,ACT_INAC,NL,2022,14008073,
DOM,PER,N1-3,ACT_INAC,NO,2013,6567323,
DOM,PER,N1-3,ACT_INAC,NO,2014,8174748,
DOM,PER,N1-3,ACT_INAC,NO,2015,7498071,
DOM,PER,N1-3,ACT_INAC,NO,2016,7541954,
DOM,PER,N1-3,ACT_INAC,NO,2017,7834014,
DOM,PER,N1-3,ACT_INAC,NO,2018,11817151,
DOM,PER,N1-3,ACT_INAC,NO,2021,12601211,
DOM,PER,N1-3,ACT_INAC,PL,2012,23553957,
DOM,PER,N1-3,ACT_INAC,PL,2013,22771087,
DOM,PER,N1-3,ACT_INAC,PL,2014,22452085,b
DOM,PER,N1-3,ACT_INAC,PL,2015,23295558,
DOM,PER,N1-3,ACT_INAC,PL,2016,25434026,
DOM,PER,N1-3,ACT_INAC,PL,2017,26732292,
DOM,PER,N1-3,ACT_INAC,PL,2018,27682552,
DOM,PER,N1-3,ACT_INAC,PL,2019,28717731,
DOM,PER,N1-3,ACT_INAC,PL,2020,21599773,
DOM,PER,N1-3,ACT_INAC,PL,2021,25626943,
DOM,PER,N1-3,ACT_INAC,PL,2022,28760173,
DOM,PER,N1-3,ACT_INAC,PT,2012,8657057,
DOM,PER,N1-3,ACT_INAC,PT,2013,8875773,
DOM,PER,N1-3,ACT_INAC,PT,2014,9029729,
DOM,PER,N1-3,ACT_INAC,PT,2015,9457829,
DOM,PER,N1-3,ACT_INAC,PT,2016,9864400,
DOM,PER,N1-3,ACT_INAC,PT,2017,10748717,
DOM,PER,N1-3,ACT_INAC,PT,2018,11160830,
DOM,PER,N1-3,ACT_INAC,PT,2019,12160278,
DOM,PER,N1-3,ACT_INAC,PT,2020,7222409,
DOM,PER,N1-3,ACT_INAC,PT,2021,8668857,
DOM,PER,N1-3,ACT_INAC,PT,2022,11293061,
DOM,PER,N1-3,ACT_INAC,RO,2012,9618923,
DOM,PER,N1-3,ACT_INAC,RO,2013,10284515,
DOM,PER,N1-3,ACT_INAC,RO,2014,10260473,
DOM,PER,N1-3,ACT_INAC,RO,2015,10027943,
DOM,PER,N1-3,ACT_INAC,RO,2016,10451315,
DOM,PER,N1-3,ACT_INAC,RO,2017,11011671,
DOM,PER,N1-3,ACT_INAC,RO,2018,10950951,
DOM,PER,N1-3,ACT_INAC,RO,2019,10928668,
DOM,PER,N1-3,ACT_INAC,RO,2020,6991039,
DOM,PER,N1-3,ACT_INAC,RO,2021,10416599,
DOM,PER,N1-3,ACT_INAC,RO,2022,10732734,
DOM,PER,N1-3,ACT_INAC,RS,2018,460414,
DOM,PER,N1-3,ACT_INAC,SE,2014,17769462,
DOM,PER,N1-3,ACT_INAC,SE,2015,20128632,
DOM,PER,N1-3,ACT_INAC,SE,2016,20044477,
DOM,PER,N1-3,ACT_INAC,SE,2017,20664989,
DOM,PER,N1-3,ACT_INAC,SE,2018,20524562,
DOM,PER,N1-3,ACT_INAC,SE,2019,20742462,
DOM,PER,N1-3,ACT_INAC,SE,2020,32588480,
DOM,PER,N1-3,ACT_INAC,SE,2021,32883658,
DOM,PER,N1-3,ACT_INAC,SE,2022,37488826,
DOM,PER,N1-3,ACT_INAC,SI,2012,1603955,
DOM,PER,N1-3,ACT_INAC,SI,2013,1567992,
DOM,PER,N1-3,ACT_INAC,SI,2014,1472051,
DOM,PER,N1-3,ACT_INAC,SI,2015,1127833,
DOM,PER,N1-3,ACT_INAC,SI,2016,1254837,
DOM,PER,N1-3,ACT_INAC,SI,2017,1416660,
DOM,PER,N1-3,ACT_INAC,SI,2018,1560193,
DOM,PER,N1-3,ACT_INAC,SI,2019,1248643,
DOM,PER,N1-3,ACT_INAC,SI,2020,806440,
DOM,PER,N1-3,ACT_INAC,SI,2021,2410037,
DOM,PER,N1-3,ACT_INAC,SI,2022,2034708,
DOM,PER,N1-3,ACT_INAC,SK,2012,1890993,
DOM,PER,N1-3,ACT_INAC,SK,2013,2666527,b
DOM,PER,N1-3,ACT_INAC,SK,2014,2811721,
DOM,PER,N1-3,ACT_INAC,SK,2015,3317069,
DOM,PER,N1-3,ACT_INAC,SK,2016,4193045,
DOM,PER,N1-3,ACT_INAC,SK,2017,4440135,
DOM,PER,N1-3,ACT_INAC,SK,2018,4879430,
DOM,PER,N1-3,ACT_INAC,SK,2019,5249407,
DOM,PER,N1-3,ACT_INAC,SK,2020,2993088,
DOM,PER,N1-3,ACT_INAC,SK,2021,3199897,
DOM,PER,N1-3,ACT_INAC,SK,2022,5001765,
DOM,PER,N1-3,ACT_INAC,UK,2012,66096023,
DOM,PER,N1-3,ACT_INAC,UK,2013,64927148,
DOM,PER,N1-3,EDUC,AL,2017,286633,
DOM,PER,N1-3,EDUC,AL,2019,283371,
DOM,PER,N1-3,EDUC,AL,2020,198309,
DOM,PER,N1-3,EDUC,AT,2012,673507,
DOM,PER,N1-3,EDUC,AT,2013,812670,
DOM,PER,N1-3,EDUC,AT,2014,711188,
DOM,PER,N1-3,EDUC,AT,2015,620787,
DOM,PER,N1-3,EDUC,AT,2016,821635,
DOM,PER,N1-3,EDUC,AT,2017,740053,
DOM,PER,N1-3,EDUC,AT,2018,772145,
DOM,PER,N1-3,EDUC,AT,2019,974550,
DOM,PER,N1-3,EDUC,AT,2020,601772,
DOM,PER,N1-3,EDUC,AT,2021,767870,
DOM,PER,N1-3,EDUC,AT,2022,861258,
DOM,PER,N1-3,EDUC,BE,2021,285673,
DOM,PER,N1-3,EDUC,BE,2022,259399,
DOM,PER,N1-3,EDUC,BG,2021,173958,
DOM,PER,N1-3,EDUC,BG,2022,204232,
DOM,PER,N1-3,EDUC,DK,2019,2670883,
DOM,PER,N1-3,EDUC,DK,2020,2903833,
DOM,PER,N1-3,EDUC,DK,2021,1828480,
DOM,PER,N1-3,EDUC,EE,2012,106689,
DOM,PER,N1-3,EDUC,EE,2013,138301,
DOM,PER,N1-3,EDUC,EE,2014,305455,
DOM,PER,N1-3,EDUC,EE,2015,197604,
DOM,PER,N1-3,EDUC,EE,2016,230965,
DOM,PER,N1-3,EDUC,EE,2017,305438,
DOM,PER,N1-3,EDUC,EE,2018,430432,
DOM,PER,N1-3,EDUC,EE,2019,332744,
DOM,PER,N1-3,EDUC,EE,2020,158072,
DOM,PER,N1-3,EDUC,EE,2021,204073,
DOM,PER,N1-3,EDUC,EE,2022,233372,
DOM,PER,N1-3,EDUC,ES,2012,7411356,
DOM,PER,N1-3,EDUC,ES,2013,7728073,
DOM,PER,N1-3,EDUC,ES,2014,6880223,
DOM,PER,N1-3,EDUC,ES,2015,7172294,b
DOM,PER,N1-3,EDUC,ES,2016,9627550,
DOM,PER,N1-3,EDUC,ES,2017,10364232,
DOM,PER,N1-3,EDUC,ES,2018,9951209,
DOM,PER,N1-3,EDUC,ES,2019,9343694,
DOM,PER,N1-3,EDUC,ES,2020,6691540,
DOM,PER,N1-3,EDUC,ES,2021,9295620,
DOM,PER,N1-3,EDUC,ES,2022,7403236,
DOM,PER,N1-3,EDUC,FI,2012,3962025,
DOM,PER,N1-3,EDUC,FI,2013,3476055,
DOM,PER,N1-3,EDUC,FI,2014,3431738,
DOM,PER,N1-3,EDUC,FI,2015,3547591,
DOM,PER,N1-3,EDUC,FI,2016,3362109,
DOM,PER,N1-3,EDUC,FI,2017,3507152,
DOM,PER,N1-3,EDUC,FI,2018,3530625,
DOM,PER,N1-3,EDUC,FI,2019,3234464,
DOM,PER,N1-3,EDUC,FI,2020,2268232,
DOM,PER,N1-3,EDUC,FI,2021,3131214,
DOM,PER,N1-3,EDUC,FI,2022,2628660,
DOM,PER,N1-3,EDUC,FR,2020,5413718,
DOM,PER,N1-3,EDUC,FR,2021,6285374,
DOM,PER,N1-3,EDUC,FR,2022,7464577,
DOM,PER,N1-3,EDUC,HR,2014,578448,
DOM,PER,N1-3,EDUC,HR,2015,257054,
DOM,PER,N1-3,EDUC,HR,2017,202536,
DOM,PER,N1-3,EDUC,HR,2019,200608,
DOM,PER,N1-3,EDUC,HR,2020,141247,
DOM,PER,N1-3,EDUC,HU,2015,820628,
DOM,PER,N1-3,EDUC,HU,2016,876602,
DOM,PER,N1-3,EDUC,HU,2017,823782,
DOM,PER,N1-3,EDUC,HU,2018,883931,
DOM,PER,N1-3,EDUC,HU,2019,956633,
DOM,PER,N1-3,EDUC,HU,2020,519345,
DOM,PER,N1-3,EDUC,LU,2012,20049,u
DOM,PER,N1-3,EDUC,LU,2019,,u
DOM,PER,N1-3,EDUC,LV,2012,333944,
DOM,PER,N1-3,EDUC,LV,2013,261799,
DOM,PER,N1-3,EDUC,LV,2014,234524,
DOM,PER,N1-3,EDUC,LV,2015,179112,
DOM,PER,N1-3,EDUC,LV,2016,280839,
DOM,PER,N1-3,EDUC,LV,2017,186545,
DOM,PER,N1-3,EDUC,LV,2018,198093,
DOM,PER,N1-3,EDUC,LV,2019,193265,
DOM,PER,N1-3,EDUC,LV,2020,50176,u
DOM,PER,N1-3,EDUC,LV,2021,202717,
DOM,PER,N1-3,EDUC,LV,2022,173724,
DOM,PER,N1-3,EDUC,MK,2019,8457,u
DOM,PER,N1-3,EDUC,MK,2020,15543,u
DOM,PER,N1-3,EDUC,MK,2021,15119,u
DOM,PER,N1-3,EDUC,MT,2015,19679,
DOM,PER,N1-3,EDUC,MT,2016,57049,
DOM,PER,N1-3,EDUC,MT,2019,18343,
DOM,PER,N1-3,EDUC,MT,2020,28101,
DOM,PER,N1-3,EDUC,MT,2021,20042,
DOM,PER,N1-3,EDUC,MT,2022,15880,
DOM,PER,N1-3,EDUC,NL,2012,2799781,
DOM,PER,N1-3,EDUC,NL,2013,2936703,
DOM,PER,N1-3,EDUC,NL,2014,2534020,
DOM,PER,N1-3,EDUC,NL,2015,2180638,
DOM,PER,N1-3,EDUC,NL,2016,2344525,
DOM,PER,N1-3,EDUC,NL,2017,2618136,
DOM,PER,N1-3,EDUC,NL,2018,1911252,
DOM,PER,N1-3,EDUC,NL,2019,1795414,
DOM,PER,N1-3,EDUC,NL,2020,1547325,
DOM,PER,N1-3,EDUC,NL,2021,3629762,
DOM,PER,N1-3,EDUC,NL,2022,1982724,
DOM,PER,N1-3,EDUC,PT,2012,648779,
DOM,PER,N1-3,EDUC,PT,2013,696095,
DOM,PER,N1-3,EDUC,PT,2015,909754,
DOM,PER,N1-3,EDUC,PT,2016,822620,
DOM,PER,N1-3,EDUC,PT,2017,331543,
DOM,PER,N1-3,EDUC,PT,2018,893397,
DOM,PER,N1-3,EDUC,PT,2019,1122226,
DOM,PER,N1-3,EDUC,PT,2020,708888,
DOM,PER,N1-3,EDUC,PT,2021,733299,
DOM,PER,N1-3,EDUC,PT,2022,1002371,
DOM,PER,N1-3,EDUC,RO,2012,1110164,
DOM,PER,N1-3,EDUC,RO,2013,983480,
DOM,PER,N1-3,EDUC,RO,2014,1050421,
DOM,PER,N1-3,EDUC,RO,2015,959171,
DOM,PER,N1-3,EDUC,RO,2016,976193,
DOM,PER,N1-3,EDUC,RO,2017,1102363,
DOM,PER,N1-3,EDUC,RO,2018,1068624,
DOM,PER,N1-3,EDUC,RO,2019,1037722,
DOM,PER,N1-3,EDUC,RO,2020,638885,
DOM,PER,N1-3,EDUC,RO,2021,1037430,
DOM,PER,N1-3,EDUC,RO,2022,1018137,
DOM,PER,N1-3,EDUC,RS,2018,,u
DOM,PER,N1-3,EDUC,SI,2012,247837,
DOM,PER,N1-3,EDUC,SI,2013,267457,
DOM,PER,N1-3,EDUC,SI,2014,240232,
DOM,PER,N1-3,EDUC,SI,2015,99894,
DOM,PER,N1-3,EDUC,SI,2016,139953,
DOM,PER,N1-3,EDUC,SI,2021,284912,
DOM,PER,N1-3,EDUC,SI,2022,226059,
DOM,PER,N1-3,EMP,AL,2017,1221162,
DOM,PER,N1-3,EMP,AL,2019,1480500,
DOM,PER,N1-3,EMP,AL,2020,925821,
DOM,PER,N1-3,EMP,AT,2012,3669396,
DOM,PER,N1-3,EMP,AT,2013,4111371,
DOM,PER,N1-3,EMP,AT,2014,4556952,
DOM,PER,N1-3,EMP,AT,2015,4126937,
DOM,PER,N1-3,EMP,AT,2016,4452237,
DOM,PER,N1-3,EMP,AT,2017,4497964,
DOM,PER,N1-3,EMP,AT,2018,5071741,
DOM,PER,N1-3,EMP,AT,2019,5049846,
DOM,PER,N1-3,EMP,AT,2020,4430937,
DOM,PER,N1-3,EMP,AT,2021,4620898,
DOM,PER,N1-3,EMP,AT,2022,5688291,
DOM,PER,N1-3,EMP,BE,2021,2584493,
