freq,c_dest,purpose,duration,sex,unit,geo,TIME_PERIOD,OBS_VALUE
A,DOM,PER,N1-3,F,NR,AL,2017,1213286
A,DOM,PER,N1-3,F,NR,AL,2019,1424643
A,DOM,PER,N1-3,F,NR,AL,2020,938050
A,DOM,PER,N1-3,F,NR,AT,2012,3155661
A,DOM,PER,N1-3,F,NR,AT,2013,3417521
A,DOM,PER,N1-3,F,NR,AT,2014,3616832
A,DOM,PER,N1-3,F,NR,AT,2015,3465207
A,DOM,PER,N1-3,F,NR,AT,2016,3716126
A,DOM,PER,N1-3,F,NR,AT,2017,3505223
A,DOM,PER,N1-3,F,NR,AT,2018,3874006
A,DOM,PER,N1-3,F,NR,AT,2019,4113956
A,DOM,PER,N1-3,F,NR,AT,2020,3406028
A,DOM,PER,N1-3,F,NR,AT,2021,3551574
A,DOM,PER,N1-3,F,NR,AT,2022,4360292
A,DOM,PER,N1-3,F,NR,BE,2012,756712
A,DOM,PER,N1-3,F,NR,BE,2013,907695
A,DOM,PER,N1-3,F,NR,BE,2014,742464
A,DOM,PER,N1-3,F,NR,BE,2015,1152356
A,DOM,PER,N1-3,F,NR,BE,2016,938572
A,DOM,PER,N1-3,F,NR,BE,2017,1118499
A,DOM,PER,N1-3,F,NR,BE,2018,1281495
A,DOM,PER,N1-3,F,NR,BE,2019,1487201
A,DOM,PER,N1-3,F,NR,BE,2020,1177284
A,DOM,PER,N1-3,F,NR,BE,2021,1953238
A,DOM,PER,N1-3,F,NR,BE,2022,1735640
A,DOM,PER,N1-3,F,NR,BG,2012,1029215
A,DOM,PER,N1-3,F,NR,BG,2013,953716
A,DOM,PER,N1-3,F,NR,BG,2014,931887
A,DOM,PER,N1-3,F,NR,BG,2015,703343
A,DOM,PER,N1-3,F,NR,BG,2016,832847
A,DOM,PER,N1-3,F,NR,BG,2017,1377737
A,DOM,PER,N1-3,F,NR,BG,2018,1188827
A,DOM,PER,N1-3,F,NR,BG,2019,1101915
A,DOM,PER,N1-3,F,NR,BG,2020,610053
A,DOM,PER,N1-3,F,NR,BG,2021,838263
A,DOM,PER,N1-3,F,NR,BG,2022,1048829
A,DOM,PER,N1-3,F,NR,CH,2012,2156668
A,DOM,PER,N1-3,F,NR,CH,2013,2350827
A,DOM,PER,N1-3,F,NR,CH,2014,2072561
A,DOM,PER,N1-3,F,NR,CH,2015,2415184
A,DOM,PER,N1-3,F,NR,CH,2016,1950026
A,DOM,PER,N1-3,F,NR,CH,2017,2213164
A,DOM,PER,N1-3,F,NR,CH,2018,1973983
A,DOM,PER,N1-3,F,NR,CH,2019,2113764
A,DOM,PER,N1-3,F,NR,CH,2020,2120157
A,DOM,PER,N1-3,F,NR,CH,2021,2734816
A,DOM,PER,N1-3,F,NR,CY,2012,562933
A,DOM,PER,N1-3,F,NR,CY,2013,454782
A,DOM,PER,N1-3,F,NR,CY,2014,503817
A,DOM,PER,N1-3,F,NR,CY,2015,546025
A,DOM,PER,N1-3,F,NR,CY,2016,606797
A,DOM,PER,N1-3,F,NR,CY,2017,584684
A,DOM,PER,N1-3,F,NR,CY,2018,698367
A,DOM,PER,N1-3,F,NR,CY,2019,717918
A,DOM,PER,N1-3,F,NR,CY,2020,743187
A,DOM,PER,N1-3,F,NR,CY,2021,835392
A,DOM,PER,N1-3,F,NR,CY,2022,722564
A,DOM,PER,N1-3,F,NR,CZ,2012,9846620
A,DOM,PER,N1-3,F,NR,CZ,2013,9190860
A,DOM,PER,N1-3,F,NR,CZ,2014,9587139
A,DOM,PER,N1-3,F,NR,CZ,2015,8636065
A,DOM,PER,N1-3,F,NR,CZ,2016,9068171
A,DOM,PER,N1-3,F,NR,CZ,2017,10393999
A,DOM,PER,N1-3,F,NR,CZ,2018,9685218
A,DOM,PER,N1-3,F,NR,CZ,2019,9759743
A,DOM,PER,N1-3,F,NR,CZ,2020,6474900
A,DOM,PER,N1-3,F,NR,CZ,2021,7525466
A,DOM,PER,N1-3,F,NR,CZ,2022,9238655
A,DOM,PER,N1-3,F,NR,DE,2012,43068966
A,DOM,PER,N1-3,F,NR,DE,2013,45427223
A,DOM,PER,N1-3,F,NR,DE,2014,41834181
A,DOM,PER,N1-3,F,NR,DE,2015,47552174
A,DOM,PER,N1-3,F,NR,DE,2016,42673669
A,DOM,PER,N1-3,F,NR,DE,2017,39658140
A,DOM,PER,N1-3,F,NR,DE,2018,41534462
A,DOM,PER,N1-3,F,NR,DE,2019,42823795
A,DOM,PER,N1-3,F,NR,DE,2020,30735330
A,DOM,PER,N1-3,F,NR,DE,2021,35932065
A,DOM,PER,N1-3,F,NR,DE,2022,36794577
A,DOM,PER,N1-3,F,NR,DK,2012,9028459
A,DOM,PER,N1-3,F,NR,DK,2013,10807023
A,DOM,PER,N1-3,F,NR,DK,2014,10928978
A,DOM,PER,N1-3,F,NR,DK,2015,9970093
A,DOM,PER,N1-3,F,NR,DK,2016,9707102
A,DOM,PER,N1-3,F,NR,DK,2017,7100162
A,DOM,PER,N1-3,F,NR,DK,2018,3841654
A,DOM,PER,N1-3,F,NR,DK,2019,7091004
A,DOM,PER,N1-3,F,NR,DK,2020,6965382
A,DOM,PER,N1-3,F,NR,DK,2021,5168258
A,DOM,PER,N1-3,F,NR,EA20,2012,188673711
A,DOM,PER,N1-3,F,NR,EA20,2013,186148591
A,DOM,PER,N1-3,F,NR,EA20,2014,183894375
A,DOM,PER,N1-3,F,NR,EA20,2015,185866653
A,DOM,PER,N1-3,F,NR,EA20,2016,186328259
A,DOM,PER,N1-3,F,NR,EA20,2017,194631452
A,DOM,PER,N1-3,F,NR,EA20,2018,197899589
A,DOM,PER,N1-3,F,NR,EA20,2019,203307198
A,DOM,PER,N1-3,F,NR,EA20,2020,135747936
A,DOM,PER,N1-3,F,NR,EA20,2021,178023648
A,DOM,PER,N1-3,F,NR,EA20,2022,194821460
A,DOM,PER,N1-3,F,NR,EE,2012,778373
A,DOM,PER,N1-3,F,NR,EE,2013,707976
A,DOM,PER,N1-3,F,NR,EE,2014,1096789
A,DOM,PER,N1-3,F,NR,EE,2015,1138618
A,DOM,PER,N1-3,F,NR,EE,2016,1321344
A,DOM,PER,N1-3,F,NR,EE,2017,1407400
A,DOM,PER,N1-3,F,NR,EE,2018,1867883
A,DOM,PER,N1-3,F,NR,EE,2019,1421614
A,DOM,PER,N1-3,F,NR,EE,2020,884322
A,DOM,PER,N1-3,F,NR,EE,2021,973252
A,DOM,PER,N1-3,F,NR,EE,2022,1179985
A,DOM,PER,N1-3,F,NR,EL,2012,1354127
A,DOM,PER,N1-3,F,NR,EL,2013,681366
A,DOM,PER,N1-3,F,NR,EL,2014,839907
A,DOM,PER,N1-3,F,NR,EL,2015,783161
A,DOM,PER,N1-3,F,NR,EL,2016,721322
A,DOM,PER,N1-3,F,NR,EL,2017,765832
A,DOM,PER,N1-3,F,NR,EL,2018,792791
A,DOM,PER,N1-3,F,NR,EL,2019,681733
A,DOM,PER,N1-3,F,NR,EL,2020,596319
A,DOM,PER,N1-3,F,NR,EL,2021,595836
A,DOM,PER,N1-3,F,NR,EL,2022,814707
A,DOM,PER,N1-3,F,NR,ES,2012,42185413
A,DOM,PER,N1-3,F,NR,ES,2013,41661423
A,DOM,PER,N1-3,F,NR,ES,2014,40319810
A,DOM,PER,N1-3,F,NR,ES,2015,43118440
A,DOM,PER,N1-3,F,NR,ES,2016,45693833
A,DOM,PER,N1-3,F,NR,ES,2017,48350432
A,DOM,PER,N1-3,F,NR,ES,2018,48514030
A,DOM,PER,N1-3,F,NR,ES,2019,48438987
A,DOM,PER,N1-3,F,NR,ES,2020,25500017
A,DOM,PER,N1-3,F,NR,ES,2021,35824259
A,DOM,PER,N1-3,F,NR,ES,2022,42864544
A,DOM,PER,N1-3,F,NR,EU27_2020,2012,239929607
A,DOM,PER,N1-3,F,NR,EU27_2020,2013,237539538
A,DOM,PER,N1-3,F,NR,EU27_2020,2014,236334720
A,DOM,PER,N1-3,F,NR,EU27_2020,2015,237543652
A,DOM,PER,N1-3,F,NR,EU27_2020,2016,238837075
A,DOM,PER,N1-3,F,NR,EU27_2020,2017,249132365
A,DOM,PER,N1-3,F,NR,EU27_2020,2018,248714468
A,DOM,PER,N1-3,F,NR,EU27_2020,2019,257226408
A,DOM,PER,N1-3,F,NR,EU27_2020,2020,182290653
A,DOM,PER,N1-3,F,NR,EU27_2020,2021,228863480
A,DOM,PER,N1-3,F,NR,EU27_2020,2022,254566153
A,DOM,PER,N1-3,F,NR,FI,2012,10781557
A,DOM,PER,N1-3,F,NR,FI,2013,10657945
A,DOM,PER,N1-3,F,NR,FI,2014,9975285
A,DOM,PER,N1-3,F,NR,FI,2015,10451988
A,DOM,PER,N1-3,F,NR,FI,2016,10240741
A,DOM,PER,N1-3,F,NR,FI,2017,10619319
A,DOM,PER,N1-3,F,NR,FI,2018,9865975
A,DOM,PER,N1-3,F,NR,FI,2019,11658498
A,DOM,PER,N1-3,F,NR,FI,2020,7695341
A,DOM,PER,N1-3,F,NR,FI,2021,10253141
A,DOM,PER,N1-3,F,NR,FI,2022,9454987
A,DOM,PER,N1-3,F,NR,FR,2012,51077710
A,DOM,PER,N1-3,F,NR,FR,2013,51139276
A,DOM,PER,N1-3,F,NR,FR,2014,52093134
A,DOM,PER,N1-3,F,NR,FR,2015,45753010
A,DOM,PER,N1-3,F,NR,FR,2016,45037427
A,DOM,PER,N1-3,F,NR,FR,2017,54225391
A,DOM,PER,N1-3,F,NR,FR,2018,52329793
A,DOM,PER,N1-3,F,NR,FR,2019,54974343
A,DOM,PER,N1-3,F,NR,FR,2020,41276042
A,DOM,PER,N1-3,F,NR,FR,2021,57236587
A,DOM,PER,N1-3,F,NR,FR,2022,62158927
A,DOM,PER,N1-3,F,NR,HR,2012,1354930
A,DOM,PER,N1-3,F,NR,HR,2013,1403279
A,DOM,PER,N1-3,F,NR,HR,2014,1351575
A,DOM,PER,N1-3,F,NR,HR,2015,910741
A,DOM,PER,N1-3,F,NR,HR,2016,612511
A,DOM,PER,N1-3,F,NR,HR,2017,581996
A,DOM,PER,N1-3,F,NR,HR,2018,654565
A,DOM,PER,N1-3,F,NR,HR,2019,812710
A,DOM,PER,N1-3,F,NR,HR,2020,576200
A,DOM,PER,N1-3,F,NR,HR,2021,734956
A,DOM,PER,N1-3,F,NR,HR,2022,735695
A,DOM,PER,N1-3,F,NR,HU,2012,5552625
A,DOM,PER,N1-3,F,NR,HU,2013,4372732
A,DOM,PER,N1-3,F,NR,HU,2014,4891015
A,DOM,PER,N1-3,F,NR,HU,2015,4942422
A,DOM,PER,N1-3,F,NR,HU,2016,4666790
A,DOM,PER,N1-3,F,NR,HU,2017,4831280
A,DOM,PER,N1-3,F,NR,HU,2018,4711562
A,DOM,PER,N1-3,F,NR,HU,2019,4586411
A,DOM,PER,N1-3,F,NR,HU,2020,2726075
A,DOM,PER,N1-3,F,NR,HU,2021,3156024
A,DOM,PER,N1-3,F,NR,HU,2022,4209250
A,DOM,PER,N1-3,F,NR,IE,2012,2825631
A,DOM,PER,N1-3,F,NR,IE,2013,2795523
A,DOM,PER,N1-3,F,NR,IE,2014,2912686
A,DOM,PER,N1-3,F,NR,IE,2015,3015129
A,DOM,PER,N1-3,F,NR,IE,2016,3228973
A,DOM,PER,N1-3,F,NR,IE,2017,3298297
A,DOM,PER,N1-3,F,NR,IE,2018,3872165
A,DOM,PER,N1-3,F,NR,IE,2019,4051414
A,DOM,PER,N1-3,F,NR,IE,2020,2470599
A,DOM,PER,N1-3,F,NR,IE,2021,1819787
A,DOM,PER,N1-3,F,NR,IE,2022,4700665
A,DOM,PER,N1-3,F,NR,IT,2012,11099479
A,DOM,PER,N1-3,F,NR,IT,2013,8536717
A,DOM,PER,N1-3,F,NR,IT,2014,9729440
A,DOM,PER,N1-3,F,NR,IT,2015,9340477
A,DOM,PER,N1-3,F,NR,IT,2016,11976946
A,DOM,PER,N1-3,F,NR,IT,2017,10918065
A,DOM,PER,N1-3,F,NR,IT,2018,12922347
A,DOM,PER,N1-3,F,NR,IT,2019,10978418
A,DOM,PER,N1-3,F,NR,IT,2020,6482785
A,DOM,PER,N1-3,F,NR,IT,2021,6272079
A,DOM,PER,N1-3,F,NR,IT,2022,8548644
A,DOM,PER,N1-3,F,NR,LT,2012,924391
A,DOM,PER,N1-3,F,NR,LT,2013,900454
A,DOM,PER,N1-3,F,NR,LT,2014,980705
A,DOM,PER,N1-3,F,NR,LT,2015,996894
A,DOM,PER,N1-3,F,NR,LT,2016,945836
A,DOM,PER,N1-3,F,NR,LT,2017,950814
A,DOM,PER,N1-3,F,NR,LT,2018,1020753
A,DOM,PER,N1-3,F,NR,LT,2019,1120681
A,DOM,PER,N1-3,F,NR,LT,2020,955207
A,DOM,PER,N1-3,F,NR,LT,2021,1265910
A,DOM,PER,N1-3,F,NR,LT,2022,1509517
A,DOM,PER,N1-3,F,NR,LU,2012,17357
A,DOM,PER,N1-3,F,NR,LU,2013,18602
A,DOM,PER,N1-3,F,NR,LU,2014,11587
A,DOM,PER,N1-3,F,NR,LU,2015,
A,DOM,PER,N1-3,F,NR,LU,2016,
A,DOM,PER,N1-3,F,NR,LU,2017,6218
A,DOM,PER,N1-3,F,NR,LU,2018,11242
A,DOM,PER,N1-3,F,NR,LU,2019,7671
A,DOM,PER,N1-3,F,NR,LU,2020,62342
A,DOM,PER,N1-3,F,NR,LU,2021,55932
A,DOM,PER,N1-3,F,NR,LU,2022,52400
A,DOM,PER,N1-3,F,NR,LV,2012,1785935
A,DOM,PER,N1-3,F,NR,LV,2013,1483548
A,DOM,PER,N1-3,F,NR,LV,2014,1472571
A,DOM,PER,N1-3,F,NR,LV,2015,1460861
A,DOM,PER,N1-3,F,NR,LV,2016,1476337
A,DOM,PER,N1-3,F,NR,LV,2017,1314985
A,DOM,PER,N1-3,F,NR,LV,2018,1289771
A,DOM,PER,N1-3,F,NR,LV,2019,1222832
A,DOM,PER,N1-3,F,NR,LV,2020,567974
A,DOM,PER,N1-3,F,NR,LV,2021,1114400
A,DOM,PER,N1-3,F,NR,LV,2022,1348249
A,DOM,PER,N1-3,F,NR,ME,2016,235047
A,DOM,PER,N1-3,F,NR,ME,2017,253879
A,DOM,PER,N1-3,F,NR,MK,2019,42390
A,DOM,PER,N1-3,F,NR,MK,2020,73763
A,DOM,PER,N1-3,F,NR,MK,2021,67694
A,DOM,PER,N1-3,F,NR,MT,2012,79812
A,DOM,PER,N1-3,F,NR,MT,2013,84332
A,DOM,PER,N1-3,F,NR,MT,2014,79009
A,DOM,PER,N1-3,F,NR,MT,2015,87689
A,DOM,PER,N1-3,F,NR,MT,2016,124570
A,DOM,PER,N1-3,F,NR,MT,2017,107022
A,DOM,PER,N1-3,F,NR,MT,2018,101604
A,DOM,PER,N1-3,F,NR,MT,2019,91088
A,DOM,PER,N1-3,F,NR,MT,2020,133135
A,DOM,PER,N1-3,F,NR,MT,2021,133387
A,DOM,PER,N1-3,F,NR,MT,2022,146397
A,DOM,PER,N1-3,F,NR,NL,2012,10701192
A,DOM,PER,N1-3,F,NR,NL,2013,9010839
A,DOM,PER,N1-3,F,NR,NL,2014,9092401
A,DOM,PER,N1-3,F,NR,NL,2015,8705655
A,DOM,PER,N1-3,F,NR,NL,2016,8858366
A,DOM,PER,N1-3,F,NR,NL,2017,8560768
A,DOM,PER,N1-3,F,NR,NL,2018,7730933
A,DOM,PER,N1-3,F,NR,NL,2019,8384234
A,DOM,PER,N1-3,F,NR,NL,2020,6449478
A,DOM,PER,N1-3,F,NR,NL,2021,12072764
A,DOM,PER,N1-3,F,NR,NL,2022,8226162
A,DOM,PER,N1-3,F,NR,NO,2013,3325374
A,DOM,PER,N1-3,F,NR,NO,2014,4003871
A,DOM,PER,N1-3,F,NR,NO,2015,3938253
A,DOM,PER,N1-3,F,NR,NO,2016,3500557
A,DOM,PER,N1-3,F,NR,NO,2017,3967179
A,DOM,PER,N1-3,F,NR,NO,2018,6303948
A,DOM,PER,N1-3,F,NR,NO,2021,5950613
A,DOM,PER,N1-3,F,NR,PL,2012,11821378
A,DOM,PER,N1-3,F,NR,PL,2013,11944122
A,DOM,PER,N1-3,F,NR,PL,2014,12198795
A,DOM,PER,N1-3,F,NR,PL,2015,12674999
A,DOM,PER,N1-3,F,NR,PL,2016,13689155
A,DOM,PER,N1-3,F,NR,PL,2017,14369171
A,DOM,PER,N1-3,F,NR,PL,2018,14986590
A,DOM,PER,N1-3,F,NR,PL,2019,15414603
A,DOM,PER,N1-3,F,NR,PL,2020,11116549
A,DOM,PER,N1-3,F,NR,PL,2021,12996317
A,DOM,PER,N1-3,F,NR,PL,2022,14702033
A,DOM,PER,N1-3,F,NR,PT,2012,4480982
A,DOM,PER,N1-3,F,NR,PT,2013,4846567
A,DOM,PER,N1-3,F,NR,PT,2014,4853217
A,DOM,PER,N1-3,F,NR,PT,2015,5076695
A,DOM,PER,N1-3,F,NR,PT,2016,5321122
A,DOM,PER,N1-3,F,NR,PT,2017,5735923
A,DOM,PER,N1-3,F,NR,PT,2018,5896999
A,DOM,PER,N1-3,F,NR,PT,2019,6680815
A,DOM,PER,N1-3,F,NR,PT,2020,3964158
A,DOM,PER,N1-3,F,NR,PT,2021,4695177
A,DOM,PER,N1-3,F,NR,PT,2022,6075898
A,DOM,PER,N1-3,F,NR,RO,2012,4851277
A,DOM,PER,N1-3,F,NR,RO,2013,5178627
A,DOM,PER,N1-3,F,NR,RO,2014,5081358
A,DOM,PER,N1-3,F,NR,RO,2015,4958095
A,DOM,PER,N1-3,F,NR,RO,2016,5150492
A,DOM,PER,N1-3,F,NR,RO,2017,5447804
A,DOM,PER,N1-3,F,NR,RO,2018,5412191
A,DOM,PER,N1-3,F,NR,RO,2019,5352191
A,DOM,PER,N1-3,F,NR,RO,2020,3327274
A,DOM,PER,N1-3,F,NR,RO,2021,4963116
A,DOM,PER,N1-3,F,NR,RO,2022,5227252
A,DOM,PER,N1-3,F,NR,RS,2018,222598
A,DOM,PER,N1-3,F,NR,SE,2014,8821173
A,DOM,PER,N1-3,F,NR,SE,2015,9791983
A,DOM,PER,N1-3,F,NR,SE,2016,9394260
A,DOM,PER,N1-3,F,NR,SE,2017,10980760
A,DOM,PER,N1-3,F,NR,SE,2018,10988836
A,DOM,PER,N1-3,F,NR,SE,2019,10613343
A,DOM,PER,N1-3,F,NR,SE,2020,15322484
A,DOM,PER,N1-3,F,NR,SE,2021,16192388
A,DOM,PER,N1-3,F,NR,SE,2022,18957637
A,DOM,PER,N1-3,F,NR,SI,2012,725907
A,DOM,PER,N1-3,F,NR,SI,2013,750061
A,DOM,PER,N1-3,F,NR,SI,2014,744138
A,DOM,PER,N1-3,F,NR,SI,2015,573449
A,DOM,PER,N1-3,F,NR,SI,2016,662768
A,DOM,PER,N1-3,F,NR,SI,2017,806924
A,DOM,PER,N1-3,F,NR,SI,2018,708508
A,DOM,PER,N1-3,F,NR,SI,2019,635059
A,DOM,PER,N1-3,F,NR,SI,2020,370582
A,DOM,PER,N1-3,F,NR,SI,2021,1203356
A,DOM,PER,N1-3,F,NR,SI,2022,1034990
A,DOM,PER,N1-3,F,NR,SK,2012,956643
A,DOM,PER,N1-3,F,NR,SK,2013,1263464
A,DOM,PER,N1-3,F,NR,SK,2014,1644826
A,DOM,PER,N1-3,F,NR,SK,2015,1733809
A,DOM,PER,N1-3,F,NR,SK,2016,2164642
A,DOM,PER,N1-3,F,NR,SK,2017,2115520
A,DOM,PER,N1-3,F,NR,SK,2018,2931900
A,DOM,PER,N1-3,F,NR,SK,2019,3004231
A,DOM,PER,N1-3,F,NR,SK,2020,1701607
A,DOM,PER,N1-3,F,NR,SK,2021,1500553
A,DOM,PER,N1-3,F,NR,SK,2022,2356621
A,DOM,PER,N1-3,F,NR,UK,2012,34691321
A,DOM,PER,N1-3,F,NR,UK,2013,33666564
A,DOM,PER,N1-3,M,NR,AL,2017,1234080
A,DOM,PER,N1-3,M,NR,AL,2019,1391603
A,DOM,PER,N1-3,M,NR,AL,2020,918538
A,DOM,PER,N1-3,M,NR,AT,2012,2621451
A,DOM,PER,N1-3,M,NR,AT,2013,2897288
A,DOM,PER,N1-3,M,NR,AT,2014,3092351
A,DOM,PER,N1-3,M,NR,AT,2015,2886406
A,DOM,PER,N1-3,M,NR,AT,2016,3166197
A,DOM,PER,N1-3,M,NR,AT,2017,3259433
A,DOM,PER,N1-3,M,NR,AT,2018,3487379
A,DOM,PER,N1-3,M,NR,AT,2019,3795149
A,DOM,PER,N1-3,M,NR,AT,2020,2882018
A,DOM,PER,N1-3,M,NR,AT,2021,3126377
A,DOM,PER,N1-3,M,NR,AT,2022,4047561
A,DOM,PER,N1-3,M,NR,BE,2012,733169
A,DOM,PER,N1-3,M,NR,BE,2013,763091
A,DOM,PER,N1-3,M,NR,BE,2014,693318
A,DOM,PER,N1-3,M,NR,BE,2015,1083315
A,DOM,PER,N1-3,M,NR,BE,2016,759903
A,DOM,PER,N1-3,M,NR,BE,2017,1057031
A,DOM,PER,N1-3,M,NR,BE,2018,1188181
A,DOM,PER,N1-3,M,NR,BE,2019,1295230
A,DOM,PER,N1-3,M,NR,BE,2020,1042525
A,DOM,PER,N1-3,M,NR,BE,2021,1652986
A,DOM,PER,N1-3,M,NR,BE,2022,1580599
A,DOM,PER,N1-3,M,NR,BG,2012,912071
A,DOM,PER,N1-3,M,NR,BG,2013,923995
A,DOM,PER,N1-3,M,NR,BG,2014,923977
A,DOM,PER,N1-3,M,NR,BG,2015,720953
A,DOM,PER,N1-3,M,NR,BG,2016,763326
A,DOM,PER,N1-3,M,NR,BG,2017,1359110
A,DOM,PER,N1-3,M,NR,BG,2018,1146355
A,DOM,PER,N1-3,M,NR,BG,2019,1102891
A,DOM,PER,N1-3,M,NR,BG,2020,598102
A,DOM,PER,N1-3,M,NR,BG,2021,839438
A,DOM,PER,N1-3,M,NR,BG,2022,918297
A,DOM,PER,N1-3,M,NR,CH,2012,1748452
A,DOM,PER,N1-3,M,NR,CH,2013,2099615
A,DOM,PER,N1-3,M,NR,CH,2014,1920451
A,DOM,PER,N1-3,M,NR,CH,2015,1643112
A,DOM,PER,N1-3,M,NR,CH,2016,1886830
A,DOM,PER,N1-3,M,NR,CH,2017,1755197
A,DOM,PER,N1-3,M,NR,CH,2018,1759306
A,DOM,PER,N1-3,M,NR,CH,2019,1900346
A,DOM,PER,N1-3,M,NR,CH,2020,1954453
A,DOM,PER,N1-3,M,NR,CH,2021,1820546
A,DOM,PER,N1-3,M,NR,CY,2012,511631
A,DOM,PER,N1-3,M,NR,CY,2013,425022
A,DOM,PER,N1-3,M,NR,CY,2014,458968
A,DOM,PER,N1-3,M,NR,CY,2015,536568
A,DOM,PER,N1-3,M,NR,CY,2016,507316
A,DOM,PER,N1-3,M,NR,CY,2017,582426
A,DOM,PER,N1-3,M,NR,CY,2018,631112
A,DOM,PER,N1-3,M,NR,CY,2019,647083
A,DOM,PER,N1-3,M,NR,CY,2020,701705
A,DOM,PER,N1-3,M,NR,CY,2021,751099
A,DOM,PER,N1-3,M,NR,CY,2022,626618
A,DOM,PER,N1-3,M,NR,CZ,2012,8782282
A,DOM,PER,N1-3,M,NR,CZ,2013,8024222
A,DOM,PER,N1-3,M,NR,CZ,2014,8941078
A,DOM,PER,N1-3,M,NR,CZ,2015,7567268
A,DOM,PER,N1-3,M,NR,CZ,2016,8633921
A,DOM,PER,N1-3,M,NR,CZ,2017,9667640
A,DOM,PER,N1-3,M,NR,CZ,2018,8813148
A,DOM,PER,N1-3,M,NR,CZ,2019,8541681
A,DOM,PER,N1-3,M,NR,CZ,2020,6299737
A,DOM,PER,N1-3,M,NR,CZ,2021,6967134
A,DOM,PER,N1-3,M,NR,CZ,2022,8215297
A,DOM,PER,N1-3,M,NR,DE,2012,41839098
A,DOM,PER,N1-3,M,NR,DE,2013,41923051
A,DOM,PER,N1-3,M,NR,DE,2014,38275374
A,DOM,PER,N1-3,M,NR,DE,2015,41982270
A,DOM,PER,N1-3,M,NR,DE,2016,44430666
A,DOM,PER,N1-3,M,NR,DE,2017,39405380
A,DOM,PER,N1-3,M,NR,DE,2018,40856135
A,DOM,PER,N1-3,M,NR,DE,2019,41557255
A,DOM,PER,N1-3,M,NR,DE,2020,26710424
A,DOM,PER,N1-3,M,NR,DE,2021,34340759
A,DOM,PER,N1-3,M,NR,DE,2022,30488803
A,DOM,PER,N1-3,M,NR,DK,2012,8314450
A,DOM,PER,N1-3,M,NR,DK,2013,8389384
A,DOM,PER,N1-3,M,NR,DK,2014,8582214
A,DOM,PER,N1-3,M,NR,DK,2015,9526294
A,DOM,PER,N1-3,M,NR,DK,2016,7693114
A,DOM,PER,N1-3,M,NR,DK,2017,6737952
A,DOM,PER,N1-3,M,NR,DK,2018,2746896
A,DOM,PER,N1-3,M,NR,DK,2019,5248749
A,DOM,PER,N1-3,M,NR,DK,2020,5025183
A,DOM,PER,N1-3,M,NR,DK,2021,3576208
A,DOM,PER,N1-3,M,NR,EA20,2012,182716271
A,DOM,PER,N1-3,M,NR,EA20,2013,176896497
A,DOM,PER,N1-3,M,NR,EA20,2014,172319663
A,DOM,PER,N1-3,M,NR,EA20,2015,174942325
A,DOM,PER,N1-3,M,NR,EA20,2016,180848258
A,DOM,PER,N1-3,M,NR,EA20,2017,182848628
A,DOM,PER,N1-3,M,NR,EA20,2018,187572468
A,DOM,PER,N1-3,M,NR,EA20,2019,181307792
A,DOM,PER,N1-3,M,NR,EA20,2020,122155989
A,DOM,PER,N1-3,M,NR,EA20,2021,156868304
A,DOM,PER,N1-3,M,NR,EA20,2022,165990047
A,DOM,PER,N1-3,M,NR,EE,2012,575595
A,DOM,PER,N1-3,M,NR,EE,2013,678496
A,DOM,PER,N1-3,M,NR,EE,2014,951232
A,DOM,PER,N1-3,M,NR,EE,2015,1009119
A,DOM,PER,N1-3,M,NR,EE,2016,1277568
A,DOM,PER,N1-3,M,NR,EE,2017,1191667
A,DOM,PER,N1-3,M,NR,EE,2018,1816272
A,DOM,PER,N1-3,M,NR,EE,2019,1370776
A,DOM,PER,N1-3,M,NR,EE,2020,846736
A,DOM,PER,N1-3,M,NR,EE,2021,810934
A,DOM,PER,N1-3,M,NR,EE,2022,977896
A,DOM,PER,N1-3,M,NR,EL,2012,1304800
A,DOM,PER,N1-3,M,NR,EL,2013,676090
A,DOM,PER,N1-3,M,NR,EL,2014,756502
A,DOM,PER,N1-3,M,NR,EL,2015,689368
A,DOM,PER,N1-3,M,NR,EL,2016,615844
A,DOM,PER,N1-3,M,NR,EL,2017,680706
A,DOM,PER,N1-3,M,NR,EL,2018,728694
A,DOM,PER,N1-3,M,NR,EL,2019,618966
A,DOM,PER,N1-3,M,NR,EL,2020,566496
A,DOM,PER,N1-3,M,NR,EL,2021,624790
A,DOM,PER,N1-3,M,NR,EL,2022,827720
A,DOM,PER,N1-3,M,NR,ES,2012,41354165
A,DOM,PER,N1-3,M,NR,ES,2013,40396869
A,DOM,PER,N1-3,M,NR,ES,2014,39860314
A,DOM,PER,N1-3,M,NR,ES,2015,44826519
A,DOM,PER,N1-3,M,NR,ES,2016,46721971
A,DOM,PER,N1-3,M,NR,ES,2017,50090246
A,DOM,PER,N1-3,M,NR,ES,2018,49967248
A,DOM,PER,N1-3,M,NR,ES,2019,47660006
A,DOM,PER,N1-3,M,NR,ES,2020,25324951
A,DOM,PER,N1-3,M,NR,ES,2021,37724653
A,DOM,PER,N1-3,M,NR,ES,2022,42531094
A,DOM,PER,N1-3,M,NR,EU27_2020,2012,231334824
A,DOM,PER,N1-3,M,NR,EU27_2020,2013,223149978
A,DOM,PER,N1-3,M,NR,EU27_2020,2014,219262437
A,DOM,PER,N1-3,M,NR,EU27_2020,2015,223019806
A,DOM,PER,N1-3,M,NR,EU27_2020,2016,229755084
