freq,c_dest,purpose,duration,isced11,unit,geo,TIME_PERIOD,OBS_VALUE
A,DOM,PROF,N_GE1,TOTAL,NR,RO,2012,411512
A,DOM,PROF,N_GE1,TOTAL,NR,RO,2013,498687
A,DOM,PROF,N_GE1,TOTAL,NR,RO,2014,525346
A,DOM,PROF,N_GE1,TOTAL,NR,RO,2015,672788
A,DOM,PROF,N_GE1,TOTAL,NR,RO,2016,532313
A,DOM,PROF,N_GE1,TOTAL,NR,RO,2017,623201
A,DOM,PROF,N_GE1,TOTAL,NR,RO,2018,566285
A,DOM,PROF,N_GE1,TOTAL,NR,RO,2019,614028
A,DOM,PROF,N_GE1,TOTAL,NR,RO,2020,221077
A,DOM,PROF,N_GE1,TOTAL,NR,RO,2021,387163
A,DOM,PROF,N_GE1,TOTAL,NR,RO,2022,405535
A,DOM,PROF,N_GE1,TOTAL,NR,RS,2018,253552
A,DOM,PROF,N_GE1,TOTAL,NR,SE,2014,5948159
A,DOM,PROF,N_GE1,TOTAL,NR,SE,2015,4383460
A,DOM,PROF,N_GE1,TOTAL,NR,SE,2016,6698255
A,DOM,PROF,N_GE1,TOTAL,NR,SE,2017,7782536
A,DOM,PROF,N_GE1,TOTAL,NR,SE,2018,6228928
A,DOM,PROF,N_GE1,TOTAL,NR,SE,2019,6527038
A,DOM,PROF,N_GE1,TOTAL,NR,SE,2020,5628575
A,DOM,PROF,N_GE1,TOTAL,NR,SE,2021,5239416
A,DOM,PROF,N_GE1,TOTAL,NR,SE,2022,10065754
A,DOM,PROF,N_GE1,TOTAL,NR,SI,2012,89711
A,DOM,PROF,N_GE1,TOTAL,NR,SI,2013,102362
A,DOM,PROF,N_GE1,TOTAL,NR,SI,2014,92992
A,DOM,PROF,N_GE1,TOTAL,NR,SI,2015,81219
A,DOM,PROF,N_GE1,TOTAL,NR,SI,2016,100613
A,DOM,PROF,N_GE1,TOTAL,NR,SI,2017,92238
A,DOM,PROF,N_GE1,TOTAL,NR,SI,2018,124647
A,DOM,PROF,N_GE1,TOTAL,NR,SI,2019,152181
A,DOM,PROF,N_GE1,TOTAL,NR,SI,2020,59489
A,DOM,PROF,N_GE1,TOTAL,NR,SI,2021,203602
A,DOM,PROF,N_GE1,TOTAL,NR,SI,2022,205210
A,DOM,PROF,N_GE1,TOTAL,NR,SK,2012,894710
A,DOM,PROF,N_GE1,TOTAL,NR,SK,2013,926568
A,DOM,PROF,N_GE1,TOTAL,NR,SK,2014,
A,DOM,PROF,N_GE1,TOTAL,NR,SK,2015,858103
A,DOM,PROF,N_GE1,TOTAL,NR,SK,2016,903568
A,DOM,PROF,N_GE1,TOTAL,NR,SK,2017,919818
A,DOM,PROF,N_GE1,TOTAL,NR,SK,2018,866780
A,DOM,PROF,N_GE1,TOTAL,NR,SK,2019,1034350
A,DOM,PROF,N_GE1,TOTAL,NR,SK,2020,
A,DOM,PROF,N_GE1,TOTAL,NR,SK,2021,213822
A,DOM,PROF,N_GE1,TOTAL,NR,SK,2022,386838
A,DOM,PROF,N_GE1,TOTAL,NR,UK,2012,18869106
A,DOM,PROF,N_GE1,TOTAL,NR,UK,2013,17664937
A,DOM,PROF,N_GE1,UNK,NR,BE,2012,293209
A,DOM,PROF,N_GE1,UNK,NR,BE,2013,78641
A,DOM,PROF,N_GE1,UNK,NR,BE,2014,51296
A,DOM,PROF,N_GE1,UNK,NR,BE,2015,113737
A,DOM,PROF,N_GE1,UNK,NR,BE,2016,110125
A,DOM,PROF,N_GE1,UNK,NR,BE,2017,110763
A,DOM,PROF,N_GE1,UNK,NR,BE,2018,218452
A,DOM,PROF,N_GE1,UNK,NR,BE,2019,231350
A,DOM,PROF,N_GE1,UNK,NR,BE,2020,65312
A,DOM,PROF,N_GE1,UNK,NR,BG,2012,100860
A,DOM,PROF,N_GE1,UNK,NR,BG,2013,153968
A,DOM,PROF,N_GE1,UNK,NR,BG,2014,158118
A,DOM,PROF,N_GE1,UNK,NR,BG,2015,108743
A,DOM,PROF,N_GE1,UNK,NR,BG,2016,114008
A,DOM,PROF,N_GE1,UNK,NR,BG,2017,133950
A,DOM,PROF,N_GE1,UNK,NR,BG,2018,138648
A,DOM,PROF,N_GE1,UNK,NR,BG,2019,118707
A,DOM,PROF,N_GE1,UNK,NR,BG,2020,67314
A,DOM,PROF,N_GE1,UNK,NR,CH,2012,428434
A,DOM,PROF,N_GE1,UNK,NR,CH,2013,406983
A,DOM,PROF,N_GE1,UNK,NR,CH,2014,213126
A,DOM,PROF,N_GE1,UNK,NR,CH,2015,476113
A,DOM,PROF,N_GE1,UNK,NR,CH,2016,391094
A,DOM,PROF,N_GE1,UNK,NR,CH,2017,416100
A,DOM,PROF,N_GE1,UNK,NR,CH,2018,636185
A,DOM,PROF,N_GE1,UNK,NR,CH,2019,383249
A,DOM,PROF,N_GE1,UNK,NR,CH,2020,218034
A,DOM,PROF,N_GE1,UNK,NR,CH,2021,301723
A,DOM,PROF,N_GE1,UNK,NR,CY,2012,33674
A,DOM,PROF,N_GE1,UNK,NR,CY,2013,40049
A,DOM,PROF,N_GE1,UNK,NR,CY,2014,25204
A,DOM,PROF,N_GE1,UNK,NR,CY,2015,21879
A,DOM,PROF,N_GE1,UNK,NR,CY,2016,15504
A,DOM,PROF,N_GE1,UNK,NR,CY,2017,
A,DOM,PROF,N_GE1,UNK,NR,CY,2018,
A,DOM,PROF,N_GE1,UNK,NR,CY,2019,21292
A,DOM,PROF,N_GE1,UNK,NR,CY,2020,
A,DOM,PROF,N_GE1,UNK,NR,CY,2021,
A,DOM,PROF,N_GE1,UNK,NR,CY,2022,25634
A,DOM,PROF,N_GE1,UNK,NR,CZ,2012,893577
A,DOM,PROF,N_GE1,UNK,NR,CZ,2013,1194620
A,DOM,PROF,N_GE1,UNK,NR,CZ,2014,845229
A,DOM,PROF,N_GE1,UNK,NR,CZ,2015,676473
A,DOM,PROF,N_GE1,UNK,NR,CZ,2016,984055
A,DOM,PROF,N_GE1,UNK,NR,CZ,2017,883432
A,DOM,PROF,N_GE1,UNK,NR,CZ,2018,845436
A,DOM,PROF,N_GE1,UNK,NR,CZ,2019,763611
A,DOM,PROF,N_GE1,UNK,NR,CZ,2020,281165
A,DOM,PROF,N_GE1,UNK,NR,CZ,2021,403781
A,DOM,PROF,N_GE1,UNK,NR,CZ,2022,636133
A,DOM,PROF,N_GE1,UNK,NR,DE,2012,34718357
A,DOM,PROF,N_GE1,UNK,NR,DE,2013,30305208
A,DOM,PROF,N_GE1,UNK,NR,DE,2014,30160866
A,DOM,PROF,N_GE1,UNK,NR,DE,2015,28635460
A,DOM,PROF,N_GE1,UNK,NR,DE,2016,31904002
A,DOM,PROF,N_GE1,UNK,NR,DE,2017,29466106
A,DOM,PROF,N_GE1,UNK,NR,DE,2018,30769818
A,DOM,PROF,N_GE1,UNK,NR,DE,2019,31278837
A,DOM,PROF,N_GE1,UNK,NR,DE,2020,16181891
A,DOM,PROF,N_GE1,UNK,NR,DE,2021,18326163
A,DOM,PROF,N_GE1,UNK,NR,DE,2022,23324345
A,DOM,PROF,N_GE1,UNK,NR,DK,2012,969317
A,DOM,PROF,N_GE1,UNK,NR,DK,2013,1374180
A,DOM,PROF,N_GE1,UNK,NR,DK,2014,969083
A,DOM,PROF,N_GE1,UNK,NR,DK,2015,1548637
A,DOM,PROF,N_GE1,UNK,NR,DK,2016,1287671
A,DOM,PROF,N_GE1,UNK,NR,DK,2017,1802302
A,DOM,PROF,N_GE1,UNK,NR,DK,2018,2142602
A,DOM,PROF,N_GE1,UNK,NR,EL,2012,249327
A,DOM,PROF,N_GE1,UNK,NR,EL,2013,298451
A,DOM,PROF,N_GE1,UNK,NR,EL,2014,281641
A,DOM,PROF,N_GE1,UNK,NR,EL,2015,269659
A,DOM,PROF,N_GE1,UNK,NR,EL,2016,282304
A,DOM,PROF,N_GE1,UNK,NR,EL,2017,195810
A,DOM,PROF,N_GE1,UNK,NR,EL,2018,166954
A,DOM,PROF,N_GE1,UNK,NR,EL,2019,238547
A,DOM,PROF,N_GE1,UNK,NR,EL,2020,115878
A,DOM,PROF,N_GE1,UNK,NR,EL,2021,125214
A,DOM,PROF,N_GE1,UNK,NR,EL,2022,188298
A,DOM,PROF,N_GE1,UNK,NR,FR,2012,18861833
A,DOM,PROF,N_GE1,UNK,NR,FR,2013,18211943
A,DOM,PROF,N_GE1,UNK,NR,FR,2014,17189920
A,DOM,PROF,N_GE1,UNK,NR,FR,2015,13421763
A,DOM,PROF,N_GE1,UNK,NR,FR,2016,13830900
A,DOM,PROF,N_GE1,UNK,NR,FR,2017,20660255
A,DOM,PROF,N_GE1,UNK,NR,FR,2018,20671760
A,DOM,PROF,N_GE1,UNK,NR,FR,2019,19525008
A,DOM,PROF,N_GE1,UNK,NR,HR,2014,786671
A,DOM,PROF,N_GE1,UNK,NR,HR,2015,451891
A,DOM,PROF,N_GE1,UNK,NR,HR,2016,380134
A,DOM,PROF,N_GE1,UNK,NR,HR,2017,424228
A,DOM,PROF,N_GE1,UNK,NR,HR,2018,424201
A,DOM,PROF,N_GE1,UNK,NR,HR,2019,408541
A,DOM,PROF,N_GE1,UNK,NR,HR,2020,153750
A,DOM,PROF,N_GE1,UNK,NR,HR,2021,258021
A,DOM,PROF,N_GE1,UNK,NR,HR,2022,251867
A,DOM,PROF,N_GE1,UNK,NR,HU,2012,452281
A,DOM,PROF,N_GE1,UNK,NR,HU,2013,303029
A,DOM,PROF,N_GE1,UNK,NR,HU,2014,325714
A,DOM,PROF,N_GE1,UNK,NR,HU,2021,116690
A,DOM,PROF,N_GE1,UNK,NR,HU,2022,224362
A,DOM,PROF,N_GE1,UNK,NR,IE,2012,341339
A,DOM,PROF,N_GE1,UNK,NR,IE,2013,353588
A,DOM,PROF,N_GE1,UNK,NR,IE,2014,434755
A,DOM,PROF,N_GE1,UNK,NR,IE,2015,398507
A,DOM,PROF,N_GE1,UNK,NR,IE,2016,425968
A,DOM,PROF,N_GE1,UNK,NR,IE,2017,424827
A,DOM,PROF,N_GE1,UNK,NR,IE,2018,466077
A,DOM,PROF,N_GE1,UNK,NR,IE,2019,546746
A,DOM,PROF,N_GE1,UNK,NR,IE,2020,242932
A,DOM,PROF,N_GE1,UNK,NR,IE,2021,154363
A,DOM,PROF,N_GE1,UNK,NR,IE,2022,519534
A,DOM,PROF,N_GE1,UNK,NR,IT,2012,7483570
A,DOM,PROF,N_GE1,UNK,NR,IT,2013,4338391
A,DOM,PROF,N_GE1,UNK,NR,IT,2014,6293728
A,DOM,PROF,N_GE1,UNK,NR,IT,2015,5356391
A,DOM,PROF,N_GE1,UNK,NR,IT,2016,5118133
A,DOM,PROF,N_GE1,UNK,NR,IT,2017,4218240
A,DOM,PROF,N_GE1,UNK,NR,IT,2018,6507628
A,DOM,PROF,N_GE1,UNK,NR,IT,2019,5842944
A,DOM,PROF,N_GE1,UNK,NR,IT,2020,2165565
A,DOM,PROF,N_GE1,UNK,NR,IT,2021,2440952
A,DOM,PROF,N_GE1,UNK,NR,IT,2022,2999659
A,DOM,PROF,N_GE1,UNK,NR,LT,2012,310796
A,DOM,PROF,N_GE1,UNK,NR,LT,2013,317211
A,DOM,PROF,N_GE1,UNK,NR,LT,2014,332975
A,DOM,PROF,N_GE1,UNK,NR,LT,2015,341538
A,DOM,PROF,N_GE1,UNK,NR,LT,2016,336730
A,DOM,PROF,N_GE1,UNK,NR,LT,2017,323293
A,DOM,PROF,N_GE1,UNK,NR,LT,2018,331530
A,DOM,PROF,N_GE1,UNK,NR,LT,2019,371371
A,DOM,PROF,N_GE1,UNK,NR,LT,2020,305437
A,DOM,PROF,N_GE1,UNK,NR,LT,2021,365193
A,DOM,PROF,N_GE1,UNK,NR,LT,2022,437294
A,DOM,PROF,N_GE1,UNK,NR,LU,2013,
A,DOM,PROF,N_GE1,UNK,NR,LU,2014,
A,DOM,PROF,N_GE1,UNK,NR,LU,2015,
A,DOM,PROF,N_GE1,UNK,NR,LU,2016,
A,DOM,PROF,N_GE1,UNK,NR,LU,2017,
A,DOM,PROF,N_GE1,UNK,NR,LU,2018,
A,DOM,PROF,N_GE1,UNK,NR,LU,2019,
A,DOM,PROF,N_GE1,UNK,NR,LU,2020,
A,DOM,PROF,N_GE1,UNK,NR,LU,2021,
A,DOM,PROF,N_GE1,UNK,NR,LU,2022,
A,DOM,PROF,N_GE1,UNK,NR,ME,2016,83934
A,DOM,PROF,N_GE1,UNK,NR,ME,2017,38924
A,DOM,PROF,N_GE1,UNK,NR,MT,2012,
A,DOM,PROF,N_GE1,UNK,NR,MT,2013,
A,DOM,PROF,N_GE1,UNK,NR,MT,2017,7726
A,DOM,PROF,N_GE1,UNK,NR,MT,2018,7333
A,DOM,PROF,N_GE1,UNK,NR,NL,2012,
A,DOM,PROF,N_GE1,UNK,NR,NO,2013,2635553
A,DOM,PROF,N_GE1,UNK,NR,NO,2014,3797126
A,DOM,PROF,N_GE1,UNK,NR,NO,2015,3105608
A,DOM,PROF,N_GE1,UNK,NR,NO,2016,2946481
A,DOM,PROF,N_GE1,UNK,NR,NO,2017,3718258
A,DOM,PROF,N_GE1,UNK,NR,NO,2018,3282431
A,DOM,PROF,N_GE1,UNK,NR,NO,2021,2075714
A,DOM,PROF,N_GE1,UNK,NR,PL,2012,4402250
A,DOM,PROF,N_GE1,UNK,NR,PL,2013,3534966
A,DOM,PROF,N_GE1,UNK,NR,PL,2014,1261801
A,DOM,PROF,N_GE1,UNK,NR,PL,2015,1275761
A,DOM,PROF,N_GE1,UNK,NR,PL,2016,1463518
A,DOM,PROF,N_GE1,UNK,NR,PL,2017,1668853
A,DOM,PROF,N_GE1,UNK,NR,PL,2018,1711255
A,DOM,PROF,N_GE1,UNK,NR,PL,2019,1731488
A,DOM,PROF,N_GE1,UNK,NR,PL,2020,1297055
A,DOM,PROF,N_GE1,UNK,NR,PL,2021,1435061
A,DOM,PROF,N_GE1,UNK,NR,PL,2022,1745648
A,DOM,PROF,N_GE1,UNK,NR,PT,2014,1031483
A,DOM,PROF,N_GE1,UNK,NR,RO,2012,411512
A,DOM,PROF,N_GE1,UNK,NR,SE,2014,5948159
A,DOM,PROF,N_GE1,UNK,NR,SE,2015,4383460
A,DOM,PROF,N_GE1,UNK,NR,SE,2016,6698255
A,DOM,PROF,N_GE1,UNK,NR,SE,2017,7782536
A,DOM,PROF,N_GE1,UNK,NR,SE,2018,6228928
A,DOM,PROF,N_GE1,UNK,NR,SE,2019,6527038
A,DOM,PROF,N_GE1,UNK,NR,SE,2020,5628575
A,DOM,PROF,N_GE1,UNK,NR,SE,2021,5239416
A,DOM,PROF,N_GE1,UNK,NR,SE,2022,10065754
A,DOM,PROF,N_GE1,UNK,NR,SI,2017,92238
A,DOM,PROF,N_GE1,UNK,NR,SI,2018,124647
A,DOM,PROF,N_GE1,UNK,NR,SI,2019,152181
A,DOM,PROF,N_GE1,UNK,NR,SI,2020,59489
A,DOM,PROF,N_GE1,UNK,NR,SK,2012,894710
A,DOM,PROF,N_GE1,UNK,NR,SK,2013,926568
A,DOM,PROF,N_GE1,UNK,NR,SK,2014,
A,DOM,PROF,N_GE1,UNK,NR,SK,2015,858103
A,DOM,PROF,N_GE1,UNK,NR,SK,2016,903568
A,DOM,PROF,N_GE1,UNK,NR,SK,2017,919818
A,DOM,PROF,N_GE1,UNK,NR,SK,2018,866780
A,DOM,PROF,N_GE1,UNK,NR,SK,2019,1034350
A,DOM,PROF,N_GE1,UNK,NR,SK,2020,
A,DOM,PROF,N_GE1,UNK,NR,SK,2021,213822
A,DOM,PROF,N_GE1,UNK,NR,SK,2022,386838
A,DOM,PROF,N_GE1,UNK,NR,UK,2012,18869106
A,DOM,PROF,N_GE1,UNK,NR,UK,2013,17664937
A,DOM,PROF,N_GE4,ED0-2,NR,AL,2017,26172
A,DOM,PROF,N_GE4,ED0-2,NR,AL,2019,
A,DOM,PROF,N_GE4,ED0-2,NR,AL,2020,
A,DOM,PROF,N_GE4,ED0-2,NR,AT,2012,
A,DOM,PROF,N_GE4,ED0-2,NR,AT,2013,
A,DOM,PROF,N_GE4,ED0-2,NR,AT,2014,
A,DOM,PROF,N_GE4,ED0-2,NR,AT,2015,
A,DOM,PROF,N_GE4,ED0-2,NR,AT,2016,50255
A,DOM,PROF,N_GE4,ED0-2,NR,AT,2017,
A,DOM,PROF,N_GE4,ED0-2,NR,AT,2018,
A,DOM,PROF,N_GE4,ED0-2,NR,AT,2019,52441
A,DOM,PROF,N_GE4,ED0-2,NR,AT,2020,
A,DOM,PROF,N_GE4,ED0-2,NR,AT,2021,
A,DOM,PROF,N_GE4,ED0-2,NR,AT,2022,
A,DOM,PROF,N_GE4,ED0-2,NR,BE,2021,
A,DOM,PROF,N_GE4,ED0-2,NR,BE,2022,
A,DOM,PROF,N_GE4,ED0-2,NR,DK,2019,
A,DOM,PROF,N_GE4,ED0-2,NR,DK,2020,
A,DOM,PROF,N_GE4,ED0-2,NR,DK,2021,
A,DOM,PROF,N_GE4,ED0-2,NR,EE,2013,
A,DOM,PROF,N_GE4,ED0-2,NR,EE,2014,
A,DOM,PROF,N_GE4,ED0-2,NR,EE,2015,
A,DOM,PROF,N_GE4,ED0-2,NR,EE,2016,
A,DOM,PROF,N_GE4,ED0-2,NR,EE,2017,
A,DOM,PROF,N_GE4,ED0-2,NR,EE,2018,
A,DOM,PROF,N_GE4,ED0-2,NR,EE,2019,
A,DOM,PROF,N_GE4,ED0-2,NR,EE,2021,
A,DOM,PROF,N_GE4,ED0-2,NR,EE,2022,
A,DOM,PROF,N_GE4,ED0-2,NR,ES,2012,1091285
A,DOM,PROF,N_GE4,ED0-2,NR,ES,2013,920333
A,DOM,PROF,N_GE4,ED0-2,NR,ES,2014,639059
A,DOM,PROF,N_GE4,ED0-2,NR,ES,2015,254827
A,DOM,PROF,N_GE4,ED0-2,NR,ES,2016,507763
A,DOM,PROF,N_GE4,ED0-2,NR,ES,2017,313502
A,DOM,PROF,N_GE4,ED0-2,NR,ES,2018,368767
A,DOM,PROF,N_GE4,ED0-2,NR,ES,2019,196778
A,DOM,PROF,N_GE4,ED0-2,NR,ES,2020,178438
A,DOM,PROF,N_GE4,ED0-2,NR,ES,2021,162585
A,DOM,PROF,N_GE4,ED0-2,NR,ES,2022,144506
A,DOM,PROF,N_GE4,ED0-2,NR,FI,2012,
A,DOM,PROF,N_GE4,ED0-2,NR,FI,2013,
A,DOM,PROF,N_GE4,ED0-2,NR,FI,2014,
A,DOM,PROF,N_GE4,ED0-2,NR,FI,2015,
A,DOM,PROF,N_GE4,ED0-2,NR,FI,2016,
A,DOM,PROF,N_GE4,ED0-2,NR,FI,2017,
A,DOM,PROF,N_GE4,ED0-2,NR,FI,2018,
A,DOM,PROF,N_GE4,ED0-2,NR,FI,2019,
A,DOM,PROF,N_GE4,ED0-2,NR,FI,2020,
A,DOM,PROF,N_GE4,ED0-2,NR,FI,2021,97146
A,DOM,PROF,N_GE4,ED0-2,NR,FI,2022,
A,DOM,PROF,N_GE4,ED0-2,NR,FR,2020,
A,DOM,PROF,N_GE4,ED0-2,NR,FR,2021,
A,DOM,PROF,N_GE4,ED0-2,NR,FR,2022,
A,DOM,PROF,N_GE4,ED0-2,NR,HR,2012,
A,DOM,PROF,N_GE4,ED0-2,NR,HR,2013,
A,DOM,PROF,N_GE4,ED0-2,NR,HU,2015,
A,DOM,PROF,N_GE4,ED0-2,NR,HU,2016,
A,DOM,PROF,N_GE4,ED0-2,NR,HU,2017,
A,DOM,PROF,N_GE4,ED0-2,NR,HU,2018,
A,DOM,PROF,N_GE4,ED0-2,NR,HU,2019,
A,DOM,PROF,N_GE4,ED0-2,NR,LV,2012,
A,DOM,PROF,N_GE4,ED0-2,NR,LV,2013,
A,DOM,PROF,N_GE4,ED0-2,NR,LV,2014,
A,DOM,PROF,N_GE4,ED0-2,NR,LV,2016,
A,DOM,PROF,N_GE4,ED0-2,NR,LV,2017,
A,DOM,PROF,N_GE4,ED0-2,NR,LV,2018,
A,DOM,PROF,N_GE4,ED0-2,NR,LV,2021,
A,DOM,PROF,N_GE4,ED0-2,NR,MT,2016,
A,DOM,PROF,N_GE4,ED0-2,NR,NL,2012,
A,DOM,PROF,N_GE4,ED0-2,NR,NL,2013,
A,DOM,PROF,N_GE4,ED0-2,NR,NL,2014,
A,DOM,PROF,N_GE4,ED0-2,NR,NL,2015,
A,DOM,PROF,N_GE4,ED0-2,NR,NL,2016,
A,DOM,PROF,N_GE4,ED0-2,NR,NL,2017,
A,DOM,PROF,N_GE4,ED0-2,NR,NL,2018,
A,DOM,PROF,N_GE4,ED0-2,NR,NL,2019,
A,DOM,PROF,N_GE4,ED0-2,NR,NL,2020,
A,DOM,PROF,N_GE4,ED0-2,NR,NL,2021,
A,DOM,PROF,N_GE4,ED0-2,NR,NL,2022,
A,DOM,PROF,N_GE4,ED0-2,NR,PT,2012,82912
A,DOM,PROF,N_GE4,ED0-2,NR,PT,2013,121435
A,DOM,PROF,N_GE4,ED0-2,NR,PT,2015,128111
A,DOM,PROF,N_GE4,ED0-2,NR,PT,2016,73454
A,DOM,PROF,N_GE4,ED0-2,NR,PT,2017,62765
A,DOM,PROF,N_GE4,ED0-2,NR,PT,2018,82053
A,DOM,PROF,N_GE4,ED0-2,NR,PT,2019,125848
A,DOM,PROF,N_GE4,ED0-2,NR,PT,2020,51817
A,DOM,PROF,N_GE4,ED0-2,NR,PT,2021,40356
A,DOM,PROF,N_GE4,ED0-2,NR,PT,2022,55302
A,DOM,PROF,N_GE4,ED0-2,NR,RO,2013,65877
A,DOM,PROF,N_GE4,ED0-2,NR,RO,2014,79234
A,DOM,PROF,N_GE4,ED0-2,NR,RO,2015,123766
A,DOM,PROF,N_GE4,ED0-2,NR,RO,2016,73413
A,DOM,PROF,N_GE4,ED0-2,NR,RO,2017,105228
A,DOM,PROF,N_GE4,ED0-2,NR,RO,2018,94898
A,DOM,PROF,N_GE4,ED0-2,NR,RO,2019,93268
A,DOM,PROF,N_GE4,ED0-2,NR,RO,2020,33325
A,DOM,PROF,N_GE4,ED0-2,NR,RO,2021,40619
A,DOM,PROF,N_GE4,ED0-2,NR,RO,2022,47670
A,DOM,PROF,N_GE4,ED0-2,NR,SI,2012,
A,DOM,PROF,N_GE4,ED0-2,NR,SI,2013,
A,DOM,PROF,N_GE4,ED0-2,NR,SI,2014,
A,DOM,PROF,N_GE4,ED0-2,NR,SI,2015,
A,DOM,PROF,N_GE4,ED0-2,NR,SI,2016,
A,DOM,PROF,N_GE4,ED0-2,NR,SI,2021,
A,DOM,PROF,N_GE4,ED0-2,NR,SI,2022,
A,DOM,PROF,N_GE4,ED3_4,NR,AL,2017,
A,DOM,PROF,N_GE4,ED3_4,NR,AL,2019,14522
A,DOM,PROF,N_GE4,ED3_4,NR,AL,2020,
A,DOM,PROF,N_GE4,ED3_4,NR,AT,2012,126809
A,DOM,PROF,N_GE4,ED3_4,NR,AT,2013,112075
A,DOM,PROF,N_GE4,ED3_4,NR,AT,2014,122882
A,DOM,PROF,N_GE4,ED3_4,NR,AT,2015,197976
A,DOM,PROF,N_GE4,ED3_4,NR,AT,2016,160586
A,DOM,PROF,N_GE4,ED3_4,NR,AT,2017,142448
A,DOM,PROF,N_GE4,ED3_4,NR,AT,2018,160167
A,DOM,PROF,N_GE4,ED3_4,NR,AT,2019,143093
A,DOM,PROF,N_GE4,ED3_4,NR,AT,2020,79841
A,DOM,PROF,N_GE4,ED3_4,NR,AT,2021,119208
A,DOM,PROF,N_GE4,ED3_4,NR,AT,2022,129875
A,DOM,PROF,N_GE4,ED3_4,NR,BE,2021,
A,DOM,PROF,N_GE4,ED3_4,NR,BE,2022,
A,DOM,PROF,N_GE4,ED3_4,NR,BG,2021,
A,DOM,PROF,N_GE4,ED3_4,NR,BG,2022,
A,DOM,PROF,N_GE4,ED3_4,NR,DK,2019,129442
A,DOM,PROF,N_GE4,ED3_4,NR,DK,2020,
A,DOM,PROF,N_GE4,ED3_4,NR,DK,2021,94762
A,DOM,PROF,N_GE4,ED3_4,NR,EE,2012,
A,DOM,PROF,N_GE4,ED3_4,NR,EE,2013,
A,DOM,PROF,N_GE4,ED3_4,NR,EE,2014,
A,DOM,PROF,N_GE4,ED3_4,NR,EE,2015,23065
A,DOM,PROF,N_GE4,ED3_4,NR,EE,2016,33332
A,DOM,PROF,N_GE4,ED3_4,NR,EE,2017,
A,DOM,PROF,N_GE4,ED3_4,NR,EE,2018,
A,DOM,PROF,N_GE4,ED3_4,NR,EE,2019,
A,DOM,PROF,N_GE4,ED3_4,NR,EE,2020,
A,DOM,PROF,N_GE4,ED3_4,NR,EE,2021,
A,DOM,PROF,N_GE4,ED3_4,NR,EE,2022,
A,DOM,PROF,N_GE4,ED3_4,NR,ES,2012,1814164
A,DOM,PROF,N_GE4,ED3_4,NR,ES,2013,1065942
A,DOM,PROF,N_GE4,ED3_4,NR,ES,2014,839335
A,DOM,PROF,N_GE4,ED3_4,NR,ES,2015,229065
A,DOM,PROF,N_GE4,ED3_4,NR,ES,2016,298303
A,DOM,PROF,N_GE4,ED3_4,NR,ES,2017,254850
A,DOM,PROF,N_GE4,ED3_4,NR,ES,2018,292616
A,DOM,PROF,N_GE4,ED3_4,NR,ES,2019,202754
A,DOM,PROF,N_GE4,ED3_4,NR,ES,2020,74325
A,DOM,PROF,N_GE4,ED3_4,NR,ES,2021,285553
A,DOM,PROF,N_GE4,ED3_4,NR,ES,2022,322880
A,DOM,PROF,N_GE4,ED3_4,NR,FI,2012,201696
A,DOM,PROF,N_GE4,ED3_4,NR,FI,2013,142804
A,DOM,PROF,N_GE4,ED3_4,NR,FI,2014,148144
A,DOM,PROF,N_GE4,ED3_4,NR,FI,2015,153626
A,DOM,PROF,N_GE4,ED3_4,NR,FI,2016,167852
A,DOM,PROF,N_GE4,ED3_4,NR,FI,2017,154526
A,DOM,PROF,N_GE4,ED3_4,NR,FI,2018,170361
A,DOM,PROF,N_GE4,ED3_4,NR,FI,2019,212868
A,DOM,PROF,N_GE4,ED3_4,NR,FI,2020,187332
A,DOM,PROF,N_GE4,ED3_4,NR,FI,2021,202467
A,DOM,PROF,N_GE4,ED3_4,NR,FI,2022,237951
A,DOM,PROF,N_GE4,ED3_4,NR,FR,2020,907578
A,DOM,PROF,N_GE4,ED3_4,NR,FR,2021,872190
A,DOM,PROF,N_GE4,ED3_4,NR,FR,2022,827605
A,DOM,PROF,N_GE4,ED3_4,NR,HR,2012,135454
A,DOM,PROF,N_GE4,ED3_4,NR,HR,2013,
A,DOM,PROF,N_GE4,ED3_4,NR,HU,2015,
A,DOM,PROF,N_GE4,ED3_4,NR,HU,2016,20943
A,DOM,PROF,N_GE4,ED3_4,NR,HU,2017,
A,DOM,PROF,N_GE4,ED3_4,NR,HU,2018,
A,DOM,PROF,N_GE4,ED3_4,NR,HU,2019,
A,DOM,PROF,N_GE4,ED3_4,NR,HU,2020,
A,DOM,PROF,N_GE4,ED3_4,NR,LU,2019,
A,DOM,PROF,N_GE4,ED3_4,NR,LV,2012,
A,DOM,PROF,N_GE4,ED3_4,NR,LV,2013,
A,DOM,PROF,N_GE4,ED3_4,NR,LV,2014,
A,DOM,PROF,N_GE4,ED3_4,NR,LV,2015,
A,DOM,PROF,N_GE4,ED3_4,NR,LV,2016,
A,DOM,PROF,N_GE4,ED3_4,NR,LV,2017,
A,DOM,PROF,N_GE4,ED3_4,NR,LV,2018,
A,DOM,PROF,N_GE4,ED3_4,NR,LV,2019,
A,DOM,PROF,N_GE4,ED3_4,NR,LV,2020,
A,DOM,PROF,N_GE4,ED3_4,NR,LV,2021,
A,DOM,PROF,N_GE4,ED3_4,NR,LV,2022,
A,DOM,PROF,N_GE4,ED3_4,NR,MK,2020,
