freq,c_dest,purpose,duration,isced11,unit,geo,TIME_PERIOD,OBS_VALUE
A,DOM,PER,N1-3,ED0-2,NR,AL,2017,932700
A,DOM,PER,N1-3,ED0-2,NR,AL,2019,1191489
A,DOM,PER,N1-3,ED0-2,NR,AL,2020,628477
A,DOM,PER,N1-3,ED0-2,NR,AT,2012,948181
A,DOM,PER,N1-3,ED0-2,NR,AT,2013,867545
A,DOM,PER,N1-3,ED0-2,NR,AT,2014,880398
A,DOM,PER,N1-3,ED0-2,NR,AT,2015,944772
A,DOM,PER,N1-3,ED0-2,NR,AT,2016,1020398
A,DOM,PER,N1-3,ED0-2,NR,AT,2017,899365
A,DOM,PER,N1-3,ED0-2,NR,AT,2018,1004985
A,DOM,PER,N1-3,ED0-2,NR,AT,2019,985822
A,DOM,PER,N1-3,ED0-2,NR,AT,2020,626153
A,DOM,PER,N1-3,ED0-2,NR,AT,2021,620083
A,DOM,PER,N1-3,ED0-2,NR,AT,2022,889527
A,DOM,PER,N1-3,ED0-2,NR,BE,2021,413450
A,DOM,PER,N1-3,ED0-2,NR,BE,2022,476207
A,DOM,PER,N1-3,ED0-2,NR,BG,2021,
A,DOM,PER,N1-3,ED0-2,NR,BG,2022,187275
A,DOM,PER,N1-3,ED0-2,NR,DK,2019,2471834
A,DOM,PER,N1-3,ED0-2,NR,DK,2020,2320482
A,DOM,PER,N1-3,ED0-2,NR,DK,2021,1462067
A,DOM,PER,N1-3,ED0-2,NR,EE,2012,124268
A,DOM,PER,N1-3,ED0-2,NR,EE,2013,131921
A,DOM,PER,N1-3,ED0-2,NR,EE,2014,238873
A,DOM,PER,N1-3,ED0-2,NR,EE,2015,220161
A,DOM,PER,N1-3,ED0-2,NR,EE,2016,371233
A,DOM,PER,N1-3,ED0-2,NR,EE,2017,401318
A,DOM,PER,N1-3,ED0-2,NR,EE,2018,552519
A,DOM,PER,N1-3,ED0-2,NR,EE,2019,457512
A,DOM,PER,N1-3,ED0-2,NR,EE,2020,222506
A,DOM,PER,N1-3,ED0-2,NR,EE,2021,302262
A,DOM,PER,N1-3,ED0-2,NR,EE,2022,390896
A,DOM,PER,N1-3,ED0-2,NR,ES,2012,29019778
A,DOM,PER,N1-3,ED0-2,NR,ES,2013,27820896
A,DOM,PER,N1-3,ED0-2,NR,ES,2014,26499325
A,DOM,PER,N1-3,ED0-2,NR,ES,2015,27834753
A,DOM,PER,N1-3,ED0-2,NR,ES,2016,29226298
A,DOM,PER,N1-3,ED0-2,NR,ES,2017,32120170
A,DOM,PER,N1-3,ED0-2,NR,ES,2018,31206459
A,DOM,PER,N1-3,ED0-2,NR,ES,2019,30430849
A,DOM,PER,N1-3,ED0-2,NR,ES,2020,15130246
A,DOM,PER,N1-3,ED0-2,NR,ES,2021,21168944
A,DOM,PER,N1-3,ED0-2,NR,ES,2022,23224697
A,DOM,PER,N1-3,ED0-2,NR,FI,2012,5132649
A,DOM,PER,N1-3,ED0-2,NR,FI,2013,4810723
A,DOM,PER,N1-3,ED0-2,NR,FI,2014,4234604
A,DOM,PER,N1-3,ED0-2,NR,FI,2015,4378944
A,DOM,PER,N1-3,ED0-2,NR,FI,2016,3777579
A,DOM,PER,N1-3,ED0-2,NR,FI,2017,4191024
A,DOM,PER,N1-3,ED0-2,NR,FI,2018,3460362
A,DOM,PER,N1-3,ED0-2,NR,FI,2019,2894097
A,DOM,PER,N1-3,ED0-2,NR,FI,2020,2212624
A,DOM,PER,N1-3,ED0-2,NR,FI,2021,3177769
A,DOM,PER,N1-3,ED0-2,NR,FI,2022,2726572
A,DOM,PER,N1-3,ED0-2,NR,FR,2020,3236438
A,DOM,PER,N1-3,ED0-2,NR,FR,2021,4924731
A,DOM,PER,N1-3,ED0-2,NR,FR,2022,6223199
A,DOM,PER,N1-3,ED0-2,NR,HR,2012,469186
A,DOM,PER,N1-3,ED0-2,NR,HR,2013,275744
A,DOM,PER,N1-3,ED0-2,NR,HU,2015,1401549
A,DOM,PER,N1-3,ED0-2,NR,HU,2016,1282197
A,DOM,PER,N1-3,ED0-2,NR,HU,2017,1059520
A,DOM,PER,N1-3,ED0-2,NR,HU,2018,1048711
A,DOM,PER,N1-3,ED0-2,NR,HU,2019,1059501
A,DOM,PER,N1-3,ED0-2,NR,HU,2020,487512
A,DOM,PER,N1-3,ED0-2,NR,LU,2012,10555
A,DOM,PER,N1-3,ED0-2,NR,LU,2019,
A,DOM,PER,N1-3,ED0-2,NR,LV,2012,331604
A,DOM,PER,N1-3,ED0-2,NR,LV,2013,256698
A,DOM,PER,N1-3,ED0-2,NR,LV,2014,199612
A,DOM,PER,N1-3,ED0-2,NR,LV,2015,242684
A,DOM,PER,N1-3,ED0-2,NR,LV,2016,272554
A,DOM,PER,N1-3,ED0-2,NR,LV,2017,242243
A,DOM,PER,N1-3,ED0-2,NR,LV,2018,204023
A,DOM,PER,N1-3,ED0-2,NR,LV,2019,212654
A,DOM,PER,N1-3,ED0-2,NR,LV,2020,84752
A,DOM,PER,N1-3,ED0-2,NR,LV,2021,173082
A,DOM,PER,N1-3,ED0-2,NR,LV,2022,227256
A,DOM,PER,N1-3,ED0-2,NR,MK,2019,17269
A,DOM,PER,N1-3,ED0-2,NR,MK,2020,18062
A,DOM,PER,N1-3,ED0-2,NR,MK,2021,20521
A,DOM,PER,N1-3,ED0-2,NR,MT,2014,19005
A,DOM,PER,N1-3,ED0-2,NR,MT,2015,26905
A,DOM,PER,N1-3,ED0-2,NR,MT,2016,18231
A,DOM,PER,N1-3,ED0-2,NR,MT,2019,13168
A,DOM,PER,N1-3,ED0-2,NR,MT,2020,9790
A,DOM,PER,N1-3,ED0-2,NR,MT,2021,12885
A,DOM,PER,N1-3,ED0-2,NR,MT,2022,20295
A,DOM,PER,N1-3,ED0-2,NR,NL,2012,3934916
A,DOM,PER,N1-3,ED0-2,NR,NL,2013,3493420
A,DOM,PER,N1-3,ED0-2,NR,NL,2014,3363641
A,DOM,PER,N1-3,ED0-2,NR,NL,2015,2968535
A,DOM,PER,N1-3,ED0-2,NR,NL,2016,3007997
A,DOM,PER,N1-3,ED0-2,NR,NL,2017,2756855
A,DOM,PER,N1-3,ED0-2,NR,NL,2018,2391976
A,DOM,PER,N1-3,ED0-2,NR,NL,2019,2503240
A,DOM,PER,N1-3,ED0-2,NR,NL,2020,2180926
A,DOM,PER,N1-3,ED0-2,NR,NL,2021,3057740
A,DOM,PER,N1-3,ED0-2,NR,NL,2022,1895634
A,DOM,PER,N1-3,ED0-2,NR,PT,2012,3699403
A,DOM,PER,N1-3,ED0-2,NR,PT,2013,3604132
A,DOM,PER,N1-3,ED0-2,NR,PT,2015,3387644
A,DOM,PER,N1-3,ED0-2,NR,PT,2016,3549995
A,DOM,PER,N1-3,ED0-2,NR,PT,2017,3727305
A,DOM,PER,N1-3,ED0-2,NR,PT,2018,3994687
A,DOM,PER,N1-3,ED0-2,NR,PT,2019,3874265
A,DOM,PER,N1-3,ED0-2,NR,PT,2020,1987270
A,DOM,PER,N1-3,ED0-2,NR,PT,2021,2270431
A,DOM,PER,N1-3,ED0-2,NR,PT,2022,3076373
A,DOM,PER,N1-3,ED0-2,NR,RO,2013,1066842
A,DOM,PER,N1-3,ED0-2,NR,RO,2014,1009618
A,DOM,PER,N1-3,ED0-2,NR,RO,2015,1001421
A,DOM,PER,N1-3,ED0-2,NR,RO,2016,1050053
A,DOM,PER,N1-3,ED0-2,NR,RO,2017,974796
A,DOM,PER,N1-3,ED0-2,NR,RO,2018,964142
A,DOM,PER,N1-3,ED0-2,NR,RO,2019,791544
A,DOM,PER,N1-3,ED0-2,NR,RO,2020,383176
A,DOM,PER,N1-3,ED0-2,NR,RO,2021,655225
A,DOM,PER,N1-3,ED0-2,NR,RO,2022,609153
A,DOM,PER,N1-3,ED0-2,NR,RS,2018,
A,DOM,PER,N1-3,ED0-2,NR,SI,2012,123672
A,DOM,PER,N1-3,ED0-2,NR,SI,2013,189832
A,DOM,PER,N1-3,ED0-2,NR,SI,2014,138303
A,DOM,PER,N1-3,ED0-2,NR,SI,2015,102231
A,DOM,PER,N1-3,ED0-2,NR,SI,2016,171044
A,DOM,PER,N1-3,ED0-2,NR,SI,2021,295063
A,DOM,PER,N1-3,ED0-2,NR,SI,2022,305728
A,DOM,PER,N1-3,ED3_4,NR,AL,2017,957589
A,DOM,PER,N1-3,ED3_4,NR,AL,2019,1105500
A,DOM,PER,N1-3,ED3_4,NR,AL,2020,756253
A,DOM,PER,N1-3,ED3_4,NR,AT,2012,3301493
A,DOM,PER,N1-3,ED3_4,NR,AT,2013,3611884
A,DOM,PER,N1-3,ED3_4,NR,AT,2014,3964061
A,DOM,PER,N1-3,ED3_4,NR,AT,2015,3623591
A,DOM,PER,N1-3,ED3_4,NR,AT,2016,3921805
A,DOM,PER,N1-3,ED3_4,NR,AT,2017,3961983
A,DOM,PER,N1-3,ED3_4,NR,AT,2018,3946292
A,DOM,PER,N1-3,ED3_4,NR,AT,2019,4249776
A,DOM,PER,N1-3,ED3_4,NR,AT,2020,3280200
A,DOM,PER,N1-3,ED3_4,NR,AT,2021,3398688
A,DOM,PER,N1-3,ED3_4,NR,AT,2022,4619115
A,DOM,PER,N1-3,ED3_4,NR,BE,2021,737802
A,DOM,PER,N1-3,ED3_4,NR,BE,2022,903476
A,DOM,PER,N1-3,ED3_4,NR,BG,2021,973507
A,DOM,PER,N1-3,ED3_4,NR,BG,2022,1088768
A,DOM,PER,N1-3,ED3_4,NR,DK,2019,5163825
A,DOM,PER,N1-3,ED3_4,NR,DK,2020,4454971
A,DOM,PER,N1-3,ED3_4,NR,DK,2021,3262474
A,DOM,PER,N1-3,ED3_4,NR,EE,2012,572522
A,DOM,PER,N1-3,ED3_4,NR,EE,2013,620183
A,DOM,PER,N1-3,ED3_4,NR,EE,2014,927286
A,DOM,PER,N1-3,ED3_4,NR,EE,2015,972492
A,DOM,PER,N1-3,ED3_4,NR,EE,2016,1191483
A,DOM,PER,N1-3,ED3_4,NR,EE,2017,1081529
A,DOM,PER,N1-3,ED3_4,NR,EE,2018,1487901
A,DOM,PER,N1-3,ED3_4,NR,EE,2019,1201378
A,DOM,PER,N1-3,ED3_4,NR,EE,2020,741817
A,DOM,PER,N1-3,ED3_4,NR,EE,2021,689643
A,DOM,PER,N1-3,ED3_4,NR,EE,2022,831343
A,DOM,PER,N1-3,ED3_4,NR,ES,2012,27771263
A,DOM,PER,N1-3,ED3_4,NR,ES,2013,27567725
A,DOM,PER,N1-3,ED3_4,NR,ES,2014,26949870
A,DOM,PER,N1-3,ED3_4,NR,ES,2015,19570332
A,DOM,PER,N1-3,ED3_4,NR,ES,2016,21138477
A,DOM,PER,N1-3,ED3_4,NR,ES,2017,22584681
A,DOM,PER,N1-3,ED3_4,NR,ES,2018,23145320
A,DOM,PER,N1-3,ED3_4,NR,ES,2019,22414715
A,DOM,PER,N1-3,ED3_4,NR,ES,2020,11814262
A,DOM,PER,N1-3,ED3_4,NR,ES,2021,16627001
A,DOM,PER,N1-3,ED3_4,NR,ES,2022,20320640
A,DOM,PER,N1-3,ED3_4,NR,FI,2012,8218670
A,DOM,PER,N1-3,ED3_4,NR,FI,2013,8255933
A,DOM,PER,N1-3,ED3_4,NR,FI,2014,8064842
A,DOM,PER,N1-3,ED3_4,NR,FI,2015,8179466
A,DOM,PER,N1-3,ED3_4,NR,FI,2016,8313775
A,DOM,PER,N1-3,ED3_4,NR,FI,2017,8139689
A,DOM,PER,N1-3,ED3_4,NR,FI,2018,8333847
A,DOM,PER,N1-3,ED3_4,NR,FI,2019,7858691
A,DOM,PER,N1-3,ED3_4,NR,FI,2020,5693247
A,DOM,PER,N1-3,ED3_4,NR,FI,2021,7117326
A,DOM,PER,N1-3,ED3_4,NR,FI,2022,6097235
A,DOM,PER,N1-3,ED3_4,NR,FR,2020,24211550
A,DOM,PER,N1-3,ED3_4,NR,FR,2021,32610370
A,DOM,PER,N1-3,ED3_4,NR,FR,2022,37443428
A,DOM,PER,N1-3,ED3_4,NR,HR,2012,1780069
A,DOM,PER,N1-3,ED3_4,NR,HR,2013,2080034
A,DOM,PER,N1-3,ED3_4,NR,HU,2015,4393757
A,DOM,PER,N1-3,ED3_4,NR,HU,2016,4290443
A,DOM,PER,N1-3,ED3_4,NR,HU,2017,4461697
A,DOM,PER,N1-3,ED3_4,NR,HU,2018,4157281
A,DOM,PER,N1-3,ED3_4,NR,HU,2019,4334093
A,DOM,PER,N1-3,ED3_4,NR,HU,2020,2405994
A,DOM,PER,N1-3,ED3_4,NR,LU,2012,14731
A,DOM,PER,N1-3,ED3_4,NR,LU,2019,8840
A,DOM,PER,N1-3,ED3_4,NR,LV,2012,1602815
A,DOM,PER,N1-3,ED3_4,NR,LV,2013,1421305
A,DOM,PER,N1-3,ED3_4,NR,LV,2014,1335695
A,DOM,PER,N1-3,ED3_4,NR,LV,2015,1184097
A,DOM,PER,N1-3,ED3_4,NR,LV,2016,1228091
A,DOM,PER,N1-3,ED3_4,NR,LV,2017,1237519
A,DOM,PER,N1-3,ED3_4,NR,LV,2018,1042812
A,DOM,PER,N1-3,ED3_4,NR,LV,2019,932153
A,DOM,PER,N1-3,ED3_4,NR,LV,2020,414273
A,DOM,PER,N1-3,ED3_4,NR,LV,2021,823335
A,DOM,PER,N1-3,ED3_4,NR,LV,2022,1039814
A,DOM,PER,N1-3,ED3_4,NR,MK,2019,46600
A,DOM,PER,N1-3,ED3_4,NR,MK,2020,86981
A,DOM,PER,N1-3,ED3_4,NR,MK,2021,58264
A,DOM,PER,N1-3,ED3_4,NR,MT,2014,94960
A,DOM,PER,N1-3,ED3_4,NR,MT,2015,90942
A,DOM,PER,N1-3,ED3_4,NR,MT,2016,161023
A,DOM,PER,N1-3,ED3_4,NR,MT,2019,111071
A,DOM,PER,N1-3,ED3_4,NR,MT,2020,135391
A,DOM,PER,N1-3,ED3_4,NR,MT,2021,145956
A,DOM,PER,N1-3,ED3_4,NR,MT,2022,152558
A,DOM,PER,N1-3,ED3_4,NR,NL,2012,5856627
A,DOM,PER,N1-3,ED3_4,NR,NL,2013,5194406
A,DOM,PER,N1-3,ED3_4,NR,NL,2014,5253794
A,DOM,PER,N1-3,ED3_4,NR,NL,2015,5293066
A,DOM,PER,N1-3,ED3_4,NR,NL,2016,4976235
A,DOM,PER,N1-3,ED3_4,NR,NL,2017,6989178
A,DOM,PER,N1-3,ED3_4,NR,NL,2018,6488833
A,DOM,PER,N1-3,ED3_4,NR,NL,2019,6661941
A,DOM,PER,N1-3,ED3_4,NR,NL,2020,4804976
A,DOM,PER,N1-3,ED3_4,NR,NL,2021,6036492
A,DOM,PER,N1-3,ED3_4,NR,NL,2022,3950455
A,DOM,PER,N1-3,ED3_4,NR,PT,2012,1897217
A,DOM,PER,N1-3,ED3_4,NR,PT,2013,2015632
A,DOM,PER,N1-3,ED3_4,NR,PT,2015,2086500
A,DOM,PER,N1-3,ED3_4,NR,PT,2016,2245579
A,DOM,PER,N1-3,ED3_4,NR,PT,2017,2691860
A,DOM,PER,N1-3,ED3_4,NR,PT,2018,2679235
A,DOM,PER,N1-3,ED3_4,NR,PT,2019,3086268
A,DOM,PER,N1-3,ED3_4,NR,PT,2020,2044574
A,DOM,PER,N1-3,ED3_4,NR,PT,2021,2260294
A,DOM,PER,N1-3,ED3_4,NR,PT,2022,3058821
A,DOM,PER,N1-3,ED3_4,NR,RO,2013,7042318
A,DOM,PER,N1-3,ED3_4,NR,RO,2014,7067391
A,DOM,PER,N1-3,ED3_4,NR,RO,2015,6909390
A,DOM,PER,N1-3,ED3_4,NR,RO,2016,7169473
A,DOM,PER,N1-3,ED3_4,NR,RO,2017,7566612
A,DOM,PER,N1-3,ED3_4,NR,RO,2018,7294792
A,DOM,PER,N1-3,ED3_4,NR,RO,2019,7599422
A,DOM,PER,N1-3,ED3_4,NR,RO,2020,4917389
A,DOM,PER,N1-3,ED3_4,NR,RO,2021,7109944
A,DOM,PER,N1-3,ED3_4,NR,RO,2022,7211523
A,DOM,PER,N1-3,ED3_4,NR,RS,2018,280550
A,DOM,PER,N1-3,ED3_4,NR,SI,2012,891011
A,DOM,PER,N1-3,ED3_4,NR,SI,2013,805217
A,DOM,PER,N1-3,ED3_4,NR,SI,2014,786374
A,DOM,PER,N1-3,ED3_4,NR,SI,2015,548000
A,DOM,PER,N1-3,ED3_4,NR,SI,2016,580283
A,DOM,PER,N1-3,ED3_4,NR,SI,2021,1137545
A,DOM,PER,N1-3,ED3_4,NR,SI,2022,964774
A,DOM,PER,N1-3,ED5-8,NR,AL,2017,557077
A,DOM,PER,N1-3,ED5-8,NR,AL,2019,519258
A,DOM,PER,N1-3,ED5-8,NR,AL,2020,471857
A,DOM,PER,N1-3,ED5-8,NR,AT,2012,1527438
A,DOM,PER,N1-3,ED5-8,NR,AT,2013,1835379
A,DOM,PER,N1-3,ED5-8,NR,AT,2014,1864724
A,DOM,PER,N1-3,ED5-8,NR,AT,2015,1783250
A,DOM,PER,N1-3,ED5-8,NR,AT,2016,1940119
A,DOM,PER,N1-3,ED5-8,NR,AT,2017,1903308
A,DOM,PER,N1-3,ED5-8,NR,AT,2018,2410108
A,DOM,PER,N1-3,ED5-8,NR,AT,2019,2673507
A,DOM,PER,N1-3,ED5-8,NR,AT,2020,2381692
A,DOM,PER,N1-3,ED5-8,NR,AT,2021,2659181
A,DOM,PER,N1-3,ED5-8,NR,AT,2022,2899211
A,DOM,PER,N1-3,ED5-8,NR,BE,2021,2454973
A,DOM,PER,N1-3,ED5-8,NR,BE,2022,1936556
A,DOM,PER,N1-3,ED5-8,NR,BG,2021,686951
A,DOM,PER,N1-3,ED5-8,NR,BG,2022,691083
A,DOM,PER,N1-3,ED5-8,NR,DK,2019,4704093
A,DOM,PER,N1-3,ED5-8,NR,DK,2020,5215113
A,DOM,PER,N1-3,ED5-8,NR,DK,2021,4019925
A,DOM,PER,N1-3,ED5-8,NR,EE,2012,657178
A,DOM,PER,N1-3,ED5-8,NR,EE,2013,634369
A,DOM,PER,N1-3,ED5-8,NR,EE,2014,881862
A,DOM,PER,N1-3,ED5-8,NR,EE,2015,955085
A,DOM,PER,N1-3,ED5-8,NR,EE,2016,1036196
A,DOM,PER,N1-3,ED5-8,NR,EE,2017,1116220
A,DOM,PER,N1-3,ED5-8,NR,EE,2018,1643734
A,DOM,PER,N1-3,ED5-8,NR,EE,2019,1133500
A,DOM,PER,N1-3,ED5-8,NR,EE,2020,766734
A,DOM,PER,N1-3,ED5-8,NR,EE,2021,792282
A,DOM,PER,N1-3,ED5-8,NR,EE,2022,935641
A,DOM,PER,N1-3,ED5-8,NR,ES,2012,26748536
A,DOM,PER,N1-3,ED5-8,NR,ES,2013,26669670
A,DOM,PER,N1-3,ED5-8,NR,ES,2014,26730929
A,DOM,PER,N1-3,ED5-8,NR,ES,2015,40539873
A,DOM,PER,N1-3,ED5-8,NR,ES,2016,42051029
A,DOM,PER,N1-3,ED5-8,NR,ES,2017,43735828
A,DOM,PER,N1-3,ED5-8,NR,ES,2018,44129499
A,DOM,PER,N1-3,ED5-8,NR,ES,2019,43253430
A,DOM,PER,N1-3,ED5-8,NR,ES,2020,23880460
A,DOM,PER,N1-3,ED5-8,NR,ES,2021,35752965
A,DOM,PER,N1-3,ED5-8,NR,ES,2022,41850300
A,DOM,PER,N1-3,ED5-8,NR,FI,2012,8132019
A,DOM,PER,N1-3,ED5-8,NR,FI,2013,8153225
A,DOM,PER,N1-3,ED5-8,NR,FI,2014,7770204
A,DOM,PER,N1-3,ED5-8,NR,FI,2015,7942260
A,DOM,PER,N1-3,ED5-8,NR,FI,2016,8546781
A,DOM,PER,N1-3,ED5-8,NR,FI,2017,8865549
A,DOM,PER,N1-3,ED5-8,NR,FI,2018,8486143
A,DOM,PER,N1-3,ED5-8,NR,FI,2019,9878761
A,DOM,PER,N1-3,ED5-8,NR,FI,2020,6846100
A,DOM,PER,N1-3,ED5-8,NR,FI,2021,9358817
A,DOM,PER,N1-3,ED5-8,NR,FI,2022,8782012
A,DOM,PER,N1-3,ED5-8,NR,FR,2020,49311976
A,DOM,PER,N1-3,ED5-8,NR,FR,2021,62210115
A,DOM,PER,N1-3,ED5-8,NR,FR,2022,65745617
A,DOM,PER,N1-3,ED5-8,NR,HR,2012,778837
A,DOM,PER,N1-3,ED5-8,NR,HR,2013,813378
A,DOM,PER,N1-3,ED5-8,NR,HU,2015,3383029
A,DOM,PER,N1-3,ED5-8,NR,HU,2016,3214703
A,DOM,PER,N1-3,ED5-8,NR,HU,2017,3446591
A,DOM,PER,N1-3,ED5-8,NR,HU,2018,3461617
A,DOM,PER,N1-3,ED5-8,NR,HU,2019,3321527
A,DOM,PER,N1-3,ED5-8,NR,HU,2020,2394462
A,DOM,PER,N1-3,ED5-8,NR,LU,2012,12842
A,DOM,PER,N1-3,ED5-8,NR,LU,2019,
A,DOM,PER,N1-3,ED5-8,NR,LV,2012,1334958
A,DOM,PER,N1-3,ED5-8,NR,LV,2013,1031531
A,DOM,PER,N1-3,ED5-8,NR,LV,2014,1184204
A,DOM,PER,N1-3,ED5-8,NR,LV,2015,1149976
A,DOM,PER,N1-3,ED5-8,NR,LV,2016,1227048
A,DOM,PER,N1-3,ED5-8,NR,LV,2017,1109812
A,DOM,PER,N1-3,ED5-8,NR,LV,2018,1023576
A,DOM,PER,N1-3,ED5-8,NR,LV,2019,1016579
A,DOM,PER,N1-3,ED5-8,NR,LV,2020,574227
A,DOM,PER,N1-3,ED5-8,NR,LV,2021,1027862
A,DOM,PER,N1-3,ED5-8,NR,LV,2022,1209414
A,DOM,PER,N1-3,ED5-8,NR,MK,2019,19437
A,DOM,PER,N1-3,ED5-8,NR,MK,2020,41122
A,DOM,PER,N1-3,ED5-8,NR,MK,2021,46461
A,DOM,PER,N1-3,ED5-8,NR,MT,2014,51954
A,DOM,PER,N1-3,ED5-8,NR,MT,2015,51459
A,DOM,PER,N1-3,ED5-8,NR,MT,2016,79810
A,DOM,PER,N1-3,ED5-8,NR,MT,2019,65524
A,DOM,PER,N1-3,ED5-8,NR,MT,2020,136357
A,DOM,PER,N1-3,ED5-8,NR,MT,2021,136936
A,DOM,PER,N1-3,ED5-8,NR,MT,2022,115875
A,DOM,PER,N1-3,ED5-8,NR,NL,2012,9784110
A,DOM,PER,N1-3,ED5-8,NR,NL,2013,8852014
A,DOM,PER,N1-3,ED5-8,NR,NL,2014,8407077
A,DOM,PER,N1-3,ED5-8,NR,NL,2015,7895405
A,DOM,PER,N1-3,ED5-8,NR,NL,2016,8210567
A,DOM,PER,N1-3,ED5-8,NR,NL,2017,6425766
A,DOM,PER,N1-3,ED5-8,NR,NL,2018,6420892
A,DOM,PER,N1-3,ED5-8,NR,NL,2019,6489697
A,DOM,PER,N1-3,ED5-8,NR,NL,2020,5655046
A,DOM,PER,N1-3,ED5-8,NR,NL,2021,11947028
A,DOM,PER,N1-3,ED5-8,NR,NL,2022,8161985
A,DOM,PER,N1-3,ED5-8,NR,PT,2012,3060438
A,DOM,PER,N1-3,ED5-8,NR,PT,2013,3256009
A,DOM,PER,N1-3,ED5-8,NR,PT,2015,3983685
A,DOM,PER,N1-3,ED5-8,NR,PT,2016,4068825
A,DOM,PER,N1-3,ED5-8,NR,PT,2017,4329552
A,DOM,PER,N1-3,ED5-8,NR,PT,2018,4486908
A,DOM,PER,N1-3,ED5-8,NR,PT,2019,5199744
A,DOM,PER,N1-3,ED5-8,NR,PT,2020,3190566
A,DOM,PER,N1-3,ED5-8,NR,PT,2021,4138131
A,DOM,PER,N1-3,ED5-8,NR,PT,2022,5157867
A,DOM,PER,N1-3,ED5-8,NR,RO,2013,2175356
A,DOM,PER,N1-3,ED5-8,NR,RO,2014,2183465
A,DOM,PER,N1-3,ED5-8,NR,RO,2015,2117132
A,DOM,PER,N1-3,ED5-8,NR,RO,2016,2231789
A,DOM,PER,N1-3,ED5-8,NR,RO,2017,2470263
A,DOM,PER,N1-3,ED5-8,NR,RO,2018,2692017
A,DOM,PER,N1-3,ED5-8,NR,RO,2019,2537702
A,DOM,PER,N1-3,ED5-8,NR,RO,2020,1690474
A,DOM,PER,N1-3,ED5-8,NR,RO,2021,2651430
A,DOM,PER,N1-3,ED5-8,NR,RO,2022,2912058
A,DOM,PER,N1-3,ED5-8,NR,RS,2018,172946
A,DOM,PER,N1-3,ED5-8,NR,SI,2012,589271
A,DOM,PER,N1-3,ED5-8,NR,SI,2013,572943
A,DOM,PER,N1-3,ED5-8,NR,SI,2014,547374
A,DOM,PER,N1-3,ED5-8,NR,SI,2015,477602
A,DOM,PER,N1-3,ED5-8,NR,SI,2016,503511
A,DOM,PER,N1-3,ED5-8,NR,SI,2021,977430
A,DOM,PER,N1-3,ED5-8,NR,SI,2022,764207
A,DOM,PER,N1-3,TOTAL,NR,AL,2017,2447366
A,DOM,PER,N1-3,TOTAL,NR,AL,2019,2816246
A,DOM,PER,N1-3,TOTAL,NR,AL,2020,1856588
A,DOM,PER,N1-3,TOTAL,NR,AT,2012,5777112
A,DOM,PER,N1-3,TOTAL,NR,AT,2013,6314809
A,DOM,PER,N1-3,TOTAL,NR,AT,2014,6709183
A,DOM,PER,N1-3,TOTAL,NR,AT,2015,6351613
A,DOM,PER,N1-3,TOTAL,NR,AT,2016,6882323
A,DOM,PER,N1-3,TOTAL,NR,AT,2017,6764655
A,DOM,PER,N1-3,TOTAL,NR,AT,2018,7361385
A,DOM,PER,N1-3,TOTAL,NR,AT,2019,7909105
A,DOM,PER,N1-3,TOTAL,NR,AT,2020,6288046
A,DOM,PER,N1-3,TOTAL,NR,AT,2021,6677951
A,DOM,PER,N1-3,TOTAL,NR,AT,2022,8407853
A,DOM,PER,N1-3,TOTAL,NR,BE,2012,1489881
A,DOM,PER,N1-3,TOTAL,NR,BE,2013,1670786
A,DOM,PER,N1-3,TOTAL,NR,BE,2014,1435782
A,DOM,PER,N1-3,TOTAL,NR,BE,2015,2235671
A,DOM,PER,N1-3,TOTAL,NR,BE,2016,1698476
A,DOM,PER,N1-3,TOTAL,NR,BE,2017,2175530
A,DOM,PER,N1-3,TOTAL,NR,BE,2018,2469676
A,DOM,PER,N1-3,TOTAL,NR,BE,2019,2782431
A,DOM,PER,N1-3,TOTAL,NR,BE,2020,2219809
A,DOM,PER,N1-3,TOTAL,NR,BE,2021,3606225
A,DOM,PER,N1-3,TOTAL,NR,BE,2022,3316240
A,DOM,PER,N1-3,TOTAL,NR,BG,2012,1941286
A,DOM,PER,N1-3,TOTAL,NR,BG,2013,1877711
A,DOM,PER,N1-3,TOTAL,NR,BG,2014,1855864
A,DOM,PER,N1-3,TOTAL,NR,BG,2015,1424295
A,DOM,PER,N1-3,TOTAL,NR,BG,2016,1596173
A,DOM,PER,N1-3,TOTAL,NR,BG,2017,2736847
A,DOM,PER,N1-3,TOTAL,NR,BG,2018,2335183
A,DOM,PER,N1-3,TOTAL,NR,BG,2019,2204807
A,DOM,PER,N1-3,TOTAL,NR,BG,2020,1208155
A,DOM,PER,N1-3,TOTAL,NR,BG,2021,1677700
A,DOM,PER,N1-3,TOTAL,NR,BG,2022,1967127
A,DOM,PER,N1-3,TOTAL,NR,CH,2012,3905121
A,DOM,PER,N1-3,TOTAL,NR,CH,2013,4450442
A,DOM,PER,N1-3,TOTAL,NR,CH,2014,3993011
A,DOM,PER,N1-3,TOTAL,NR,CH,2015,4058296
A,DOM,PER,N1-3,TOTAL,NR,CH,2016,3836856
A,DOM,PER,N1-3,TOTAL,NR,CH,2017,3968361
A,DOM,PER,N1-3,TOTAL,NR,CH,2018,3733290
A,DOM,PER,N1-3,TOTAL,NR,CH,2019,4014110
A,DOM,PER,N1-3,TOTAL,NR,CH,2020,4074610
A,DOM,PER,N1-3,TOTAL,NR,CH,2021,4555362
