quant_inc,c_dest,purpose,duration,geo,TIME_PERIOD,OBS_VALUE
Q1,DOM,PER,N1-3,BE,2021,334106
Q1,DOM,PER,N1-3,BE,2022,323076
Q1,DOM,PER,N1-3,DK,2019,2092908
Q1,DOM,PER,N1-3,DK,2020,1853070
Q1,DOM,PER,N1-3,DK,2021,1509535
Q1,DOM,PER,N1-3,EE,2012,227355
Q1,DOM,PER,N1-3,EE,2013,299269
Q1,DOM,PER,N1-3,EE,2014,305477
Q1,DOM,PER,N1-3,EE,2015,277101
Q1,DOM,PER,N1-3,EE,2016,306131
Q1,DOM,PER,N1-3,EE,2017,313810
Q1,DOM,PER,N1-3,EE,2018,544297
Q1,DOM,PER,N1-3,EE,2019,364938
Q1,DOM,PER,N1-3,EE,2020,173990
Q1,DOM,PER,N1-3,EE,2021,225900
Q1,DOM,PER,N1-3,EE,2022,221210
Q1,DOM,PER,N1-3,NL,2013,3242829
Q1,DOM,PER,N1-3,NL,2014,3175661
Q1,DOM,PER,N1-3,NL,2015,3459744
Q1,DOM,PER,N1-3,NL,2016,3121322
Q1,DOM,PER,N1-3,NL,2017,1756174
Q1,DOM,PER,N1-3,NL,2018,1849277
Q1,DOM,PER,N1-3,NL,2019,1624122
Q1,DOM,PER,N1-3,NL,2020,2103299
Q1,DOM,PER,N1-3,NL,2021,3125063
Q1,DOM,PER,N1-3,NL,2022,1306539
Q1,DOM,PER,N1-3,RO,2013,4691110
Q1,DOM,PER,N1-3,RO,2014,4350904
Q1,DOM,PER,N1-3,RO,2015,4026761
Q1,DOM,PER,N1-3,RO,2016,3740993
Q1,DOM,PER,N1-3,RO,2017,3003716
Q1,DOM,PER,N1-3,RO,2018,2801789
Q1,DOM,PER,N1-3,RO,2019,2516367
Q1,DOM,PER,N1-3,RO,2020,1272967
Q1,DOM,PER,N1-3,RO,2021,1993199
Q1,DOM,PER,N1-3,RO,2022,1556798
Q1,DOM,PER,N_GE1,BE,2021,410587
Q1,DOM,PER,N_GE1,BE,2022,484646
Q1,DOM,PER,N_GE1,DK,2019,3002543
Q1,DOM,PER,N_GE1,DK,2020,2509604
Q1,DOM,PER,N_GE1,DK,2021,2065068
Q1,DOM,PER,N_GE1,EE,2012,345830
Q1,DOM,PER,N_GE1,EE,2013,340218
Q1,DOM,PER,N_GE1,EE,2014,355166
Q1,DOM,PER,N_GE1,EE,2015,327463
Q1,DOM,PER,N_GE1,EE,2016,369827
Q1,DOM,PER,N_GE1,EE,2017,366256
Q1,DOM,PER,N_GE1,EE,2018,598062
Q1,DOM,PER,N_GE1,EE,2019,419072
Q1,DOM,PER,N_GE1,EE,2020,198856
Q1,DOM,PER,N_GE1,EE,2021,277301
Q1,DOM,PER,N_GE1,EE,2022,250992
Q1,DOM,PER,N_GE1,NL,2013,4694443
Q1,DOM,PER,N_GE1,NL,2014,4623757
Q1,DOM,PER,N_GE1,NL,2015,5011916
Q1,DOM,PER,N_GE1,NL,2016,4665027
Q1,DOM,PER,N_GE1,NL,2017,2387326
Q1,DOM,PER,N_GE1,NL,2018,2568538
Q1,DOM,PER,N_GE1,NL,2019,2416067
Q1,DOM,PER,N_GE1,NL,2020,3297623
Q1,DOM,PER,N_GE1,NL,2021,4117073
Q1,DOM,PER,N_GE1,NL,2022,1922020
Q1,DOM,PER,N_GE1,RO,2013,6714870
Q1,DOM,PER,N_GE1,RO,2014,6206705
Q1,DOM,PER,N_GE1,RO,2015,5554849
Q1,DOM,PER,N_GE1,RO,2016,5051361
Q1,DOM,PER,N_GE1,RO,2017,4168207
Q1,DOM,PER,N_GE1,RO,2018,3969817
Q1,DOM,PER,N_GE1,RO,2019,3612307
Q1,DOM,PER,N_GE1,RO,2020,1914086
Q1,DOM,PER,N_GE1,RO,2021,2962975
Q1,DOM,PER,N_GE1,RO,2022,2386192
Q1,DOM,PER,N_GE4,BE,2021,76480
Q1,DOM,PER,N_GE4,BE,2022,161570
Q1,DOM,PER,N_GE4,DK,2019,909636
Q1,DOM,PER,N_GE4,DK,2020,656534
Q1,DOM,PER,N_GE4,DK,2021,555534
Q1,DOM,PER,N_GE4,EE,2012,118476
Q1,DOM,PER,N_GE4,EE,2013,40949
Q1,DOM,PER,N_GE4,EE,2014,49690
Q1,DOM,PER,N_GE4,EE,2015,50362
Q1,DOM,PER,N_GE4,EE,2016,63696
Q1,DOM,PER,N_GE4,EE,2017,52446
Q1,DOM,PER,N_GE4,EE,2018,53765
Q1,DOM,PER,N_GE4,EE,2019,54134
Q1,DOM,PER,N_GE4,EE,2020,
Q1,DOM,PER,N_GE4,EE,2021,51401
Q1,DOM,PER,N_GE4,EE,2022,
Q1,DOM,PER,N_GE4,NL,2013,1451615
Q1,DOM,PER,N_GE4,NL,2014,1448096
Q1,DOM,PER,N_GE4,NL,2015,1552172
Q1,DOM,PER,N_GE4,NL,2016,1543706
Q1,DOM,PER,N_GE4,NL,2017,631152
Q1,DOM,PER,N_GE4,NL,2018,719260
Q1,DOM,PER,N_GE4,NL,2019,791945
Q1,DOM,PER,N_GE4,NL,2020,1194324
Q1,DOM,PER,N_GE4,NL,2021,992010
Q1,DOM,PER,N_GE4,NL,2022,615481
Q1,DOM,PER,N_GE4,RO,2013,2023760
Q1,DOM,PER,N_GE4,RO,2014,1855800
Q1,DOM,PER,N_GE4,RO,2015,1528088
Q1,DOM,PER,N_GE4,RO,2016,1310369
Q1,DOM,PER,N_GE4,RO,2017,1164491
Q1,DOM,PER,N_GE4,RO,2018,1168027
Q1,DOM,PER,N_GE4,RO,2019,1095940
Q1,DOM,PER,N_GE4,RO,2020,641119
Q1,DOM,PER,N_GE4,RO,2021,969775
Q1,DOM,PER,N_GE4,RO,2022,829394
Q1,DOM,PROF,N1-3,BE,2021,
Q1,DOM,PROF,N1-3,BE,2022,
Q1,DOM,PROF,N1-3,DK,2019,208985
Q1,DOM,PROF,N1-3,DK,2020,
Q1,DOM,PROF,N1-3,DK,2021,140991
Q1,DOM,PROF,N1-3,EE,2012,31132
Q1,DOM,PROF,N1-3,EE,2013,34237
Q1,DOM,PROF,N1-3,EE,2014,16469
Q1,DOM,PROF,N1-3,EE,2015,17765
Q1,DOM,PROF,N1-3,EE,2016,44804
Q1,DOM,PROF,N1-3,EE,2017,
Q1,DOM,PROF,N1-3,EE,2018,
Q1,DOM,PROF,N1-3,EE,2019,
Q1,DOM,PROF,N1-3,EE,2020,
Q1,DOM,PROF,N1-3,EE,2021,
Q1,DOM,PROF,N1-3,EE,2022,
Q1,DOM,PROF,N1-3,NL,2013,
Q1,DOM,PROF,N1-3,NL,2014,
Q1,DOM,PROF,N1-3,NL,2015,60288
Q1,DOM,PROF,N1-3,NL,2016,53637
Q1,DOM,PROF,N1-3,NL,2017,64491
Q1,DOM,PROF,N1-3,NL,2018,94436
Q1,DOM,PROF,N1-3,NL,2019,90913
Q1,DOM,PROF,N1-3,NL,2020,68978
Q1,DOM,PROF,N1-3,NL,2021,
Q1,DOM,PROF,N1-3,NL,2022,64730
Q1,DOM,PROF,N1-3,RO,2013,59237
Q1,DOM,PROF,N1-3,RO,2014,56295
Q1,DOM,PROF,N1-3,RO,2015,78644
Q1,DOM,PROF,N1-3,RO,2016,79085
Q1,DOM,PROF,N1-3,RO,2017,67965
Q1,DOM,PROF,N1-3,RO,2018,24421
Q1,DOM,PROF,N1-3,RO,2019,31435
Q1,DOM,PROF,N1-3,RO,2020,
Q1,DOM,PROF,N1-3,RO,2021,
Q1,DOM,PROF,N1-3,RO,2022,
Q1,DOM,PROF,N_GE1,BE,2021,
Q1,DOM,PROF,N_GE1,BE,2022,
Q1,DOM,PROF,N_GE1,DK,2019,304252
Q1,DOM,PROF,N_GE1,DK,2020,
Q1,DOM,PROF,N_GE1,DK,2021,168765
Q1,DOM,PROF,N_GE1,EE,2012,31358
Q1,DOM,PROF,N_GE1,EE,2013,36851
Q1,DOM,PROF,N_GE1,EE,2014,17874
Q1,DOM,PROF,N_GE1,EE,2015,24211
Q1,DOM,PROF,N_GE1,EE,2016,48870
Q1,DOM,PROF,N_GE1,EE,2017,
Q1,DOM,PROF,N_GE1,EE,2018,
Q1,DOM,PROF,N_GE1,EE,2019,
Q1,DOM,PROF,N_GE1,EE,2020,
Q1,DOM,PROF,N_GE1,EE,2021,
Q1,DOM,PROF,N_GE1,EE,2022,
Q1,DOM,PROF,N_GE1,NL,2013,51337
Q1,DOM,PROF,N_GE1,NL,2014,
Q1,DOM,PROF,N_GE1,NL,2015,66185
Q1,DOM,PROF,N_GE1,NL,2016,72418
Q1,DOM,PROF,N_GE1,NL,2017,84048
Q1,DOM,PROF,N_GE1,NL,2018,107796
Q1,DOM,PROF,N_GE1,NL,2019,119382
Q1,DOM,PROF,N_GE1,NL,2020,111667
Q1,DOM,PROF,N_GE1,NL,2021,
Q1,DOM,PROF,N_GE1,NL,2022,78464
Q1,DOM,PROF,N_GE1,RO,2013,232572
Q1,DOM,PROF,N_GE1,RO,2014,223391
Q1,DOM,PROF,N_GE1,RO,2015,322603
Q1,DOM,PROF,N_GE1,RO,2016,222849
Q1,DOM,PROF,N_GE1,RO,2017,206361
Q1,DOM,PROF,N_GE1,RO,2018,145340
Q1,DOM,PROF,N_GE1,RO,2019,158483
Q1,DOM,PROF,N_GE1,RO,2020,39304
Q1,DOM,PROF,N_GE1,RO,2021,56005
Q1,DOM,PROF,N_GE1,RO,2022,37982
Q1,DOM,PROF,N_GE4,BE,2021,
Q1,DOM,PROF,N_GE4,BE,2022,
Q1,DOM,PROF,N_GE4,DK,2019,
Q1,DOM,PROF,N_GE4,DK,2020,
Q1,DOM,PROF,N_GE4,DK,2021,
Q1,DOM,PROF,N_GE4,EE,2012,
Q1,DOM,PROF,N_GE4,EE,2013,
Q1,DOM,PROF,N_GE4,EE,2014,
Q1,DOM,PROF,N_GE4,EE,2015,
Q1,DOM,PROF,N_GE4,EE,2016,
Q1,DOM,PROF,N_GE4,EE,2017,
Q1,DOM,PROF,N_GE4,EE,2019,
Q1,DOM,PROF,N_GE4,EE,2021,
Q1,DOM,PROF,N_GE4,EE,2022,
Q1,DOM,PROF,N_GE4,NL,2013,
Q1,DOM,PROF,N_GE4,NL,2015,
Q1,DOM,PROF,N_GE4,NL,2016,
Q1,DOM,PROF,N_GE4,NL,2017,
Q1,DOM,PROF,N_GE4,NL,2018,
Q1,DOM,PROF,N_GE4,NL,2019,
Q1,DOM,PROF,N_GE4,NL,2020,
Q1,DOM,PROF,N_GE4,NL,2021,
Q1,DOM,PROF,N_GE4,NL,2022,
Q1,DOM,PROF,N_GE4,RO,2013,173335
Q1,DOM,PROF,N_GE4,RO,2014,167096
Q1,DOM,PROF,N_GE4,RO,2015,243959
Q1,DOM,PROF,N_GE4,RO,2016,143764
Q1,DOM,PROF,N_GE4,RO,2017,138396
Q1,DOM,PROF,N_GE4,RO,2018,120919
Q1,DOM,PROF,N_GE4,RO,2019,127048
Q1,DOM,PROF,N_GE4,RO,2020,33456
Q1,DOM,PROF,N_GE4,RO,2021,42809
Q1,DOM,PROF,N_GE4,RO,2022,30700
Q1,DOM,TOTAL,N1-3,BE,2021,362578
Q1,DOM,TOTAL,N1-3,BE,2022,342620
Q1,DOM,TOTAL,N1-3,DK,2019,2301893
Q1,DOM,TOTAL,N1-3,DK,2020,1885635
Q1,DOM,TOTAL,N1-3,DK,2021,1650526
Q1,DOM,TOTAL,N1-3,EE,2012,258486
Q1,DOM,TOTAL,N1-3,EE,2013,333506
Q1,DOM,TOTAL,N1-3,EE,2014,321945
Q1,DOM,TOTAL,N1-3,EE,2015,294867
Q1,DOM,TOTAL,N1-3,EE,2016,350936
Q1,DOM,TOTAL,N1-3,EE,2017,345633
Q1,DOM,TOTAL,N1-3,EE,2018,572669
Q1,DOM,TOTAL,N1-3,EE,2019,384420
Q1,DOM,TOTAL,N1-3,EE,2020,201282
Q1,DOM,TOTAL,N1-3,EE,2021,230525
Q1,DOM,TOTAL,N1-3,EE,2022,235850
Q1,DOM,TOTAL,N1-3,NL,2013,3283690
Q1,DOM,TOTAL,N1-3,NL,2014,3230057
Q1,DOM,TOTAL,N1-3,NL,2015,3520032
Q1,DOM,TOTAL,N1-3,NL,2016,3174959
Q1,DOM,TOTAL,N1-3,NL,2017,1820664
Q1,DOM,TOTAL,N1-3,NL,2018,1943713
Q1,DOM,TOTAL,N1-3,NL,2019,1715035
Q1,DOM,TOTAL,N1-3,NL,2020,2172277
Q1,DOM,TOTAL,N1-3,NL,2021,3176659
Q1,DOM,TOTAL,N1-3,NL,2022,1371268
Q1,DOM,TOTAL,N1-3,RO,2013,4750347
Q1,DOM,TOTAL,N1-3,RO,2014,4407199
Q1,DOM,TOTAL,N1-3,RO,2015,4105405
Q1,DOM,TOTAL,N1-3,RO,2016,3820077
Q1,DOM,TOTAL,N1-3,RO,2017,3071681
Q1,DOM,TOTAL,N1-3,RO,2018,2826210
Q1,DOM,TOTAL,N1-3,RO,2019,2547802
Q1,DOM,TOTAL,N1-3,RO,2020,1278814
Q1,DOM,TOTAL,N1-3,RO,2021,2006396
Q1,DOM,TOTAL,N1-3,RO,2022,1564081
Q1,DOM,TOTAL,N_GE1,BE,2021,442746
Q1,DOM,TOTAL,N_GE1,BE,2022,521416
Q1,DOM,TOTAL,N_GE1,DK,2019,3306795
Q1,DOM,TOTAL,N_GE1,DK,2020,2546622
Q1,DOM,TOTAL,N_GE1,DK,2021,2233833
Q1,DOM,TOTAL,N_GE1,EE,2012,377188
Q1,DOM,TOTAL,N_GE1,EE,2013,377069
Q1,DOM,TOTAL,N_GE1,EE,2014,373040
Q1,DOM,TOTAL,N_GE1,EE,2015,351673
Q1,DOM,TOTAL,N_GE1,EE,2016,418697
Q1,DOM,TOTAL,N_GE1,EE,2017,400023
Q1,DOM,TOTAL,N_GE1,EE,2018,626434
Q1,DOM,TOTAL,N_GE1,EE,2019,439757
Q1,DOM,TOTAL,N_GE1,EE,2020,226148
Q1,DOM,TOTAL,N_GE1,EE,2021,283947
Q1,DOM,TOTAL,N_GE1,EE,2022,265977
Q1,DOM,TOTAL,N_GE1,NL,2013,4745780
Q1,DOM,TOTAL,N_GE1,NL,2014,4678152
Q1,DOM,TOTAL,N_GE1,NL,2015,5078101
Q1,DOM,TOTAL,N_GE1,NL,2016,4737445
Q1,DOM,TOTAL,N_GE1,NL,2017,2471373
Q1,DOM,TOTAL,N_GE1,NL,2018,2676334
Q1,DOM,TOTAL,N_GE1,NL,2019,2535449
Q1,DOM,TOTAL,N_GE1,NL,2020,3409290
Q1,DOM,TOTAL,N_GE1,NL,2021,4173355
Q1,DOM,TOTAL,N_GE1,NL,2022,2000484
Q1,DOM,TOTAL,N_GE1,RO,2013,6947442
Q1,DOM,TOTAL,N_GE1,RO,2014,6430095
Q1,DOM,TOTAL,N_GE1,RO,2015,5877452
Q1,DOM,TOTAL,N_GE1,RO,2016,5274210
Q1,DOM,TOTAL,N_GE1,RO,2017,4374568
Q1,DOM,TOTAL,N_GE1,RO,2018,4115156
Q1,DOM,TOTAL,N_GE1,RO,2019,3770790
Q1,DOM,TOTAL,N_GE1,RO,2020,1953389
Q1,DOM,TOTAL,N_GE1,RO,2021,3018980
Q1,DOM,TOTAL,N_GE1,RO,2022,2424174
Q1,DOM,TOTAL,N_GE4,BE,2021,80168
Q1,DOM,TOTAL,N_GE4,BE,2022,178796
Q1,DOM,TOTAL,N_GE4,DK,2019,1004902
Q1,DOM,TOTAL,N_GE4,DK,2020,660987
Q1,DOM,TOTAL,N_GE4,DK,2021,583307
Q1,DOM,TOTAL,N_GE4,EE,2012,118702
Q1,DOM,TOTAL,N_GE4,EE,2013,43563
Q1,DOM,TOTAL,N_GE4,EE,2014,51095
Q1,DOM,TOTAL,N_GE4,EE,2015,56807
Q1,DOM,TOTAL,N_GE4,EE,2016,67761
Q1,DOM,TOTAL,N_GE4,EE,2017,54390
Q1,DOM,TOTAL,N_GE4,EE,2018,53765
Q1,DOM,TOTAL,N_GE4,EE,2019,55337
Q1,DOM,TOTAL,N_GE4,EE,2020,
Q1,DOM,TOTAL,N_GE4,EE,2021,53423
Q1,DOM,TOTAL,N_GE4,EE,2022,
Q1,DOM,TOTAL,N_GE4,NL,2013,1462090
Q1,DOM,TOTAL,N_GE4,NL,2014,1448096
Q1,DOM,TOTAL,N_GE4,NL,2015,1558069
Q1,DOM,TOTAL,N_GE4,NL,2016,1562486
Q1,DOM,TOTAL,N_GE4,NL,2017,650709
Q1,DOM,TOTAL,N_GE4,NL,2018,732621
Q1,DOM,TOTAL,N_GE4,NL,2019,820415
Q1,DOM,TOTAL,N_GE4,NL,2020,1237013
Q1,DOM,TOTAL,N_GE4,NL,2021,996697
Q1,DOM,TOTAL,N_GE4,NL,2022,629216
Q1,DOM,TOTAL,N_GE4,RO,2013,2197095
Q1,DOM,TOTAL,N_GE4,RO,2014,2022896
Q1,DOM,TOTAL,N_GE4,RO,2015,1772047
Q1,DOM,TOTAL,N_GE4,RO,2016,1454132
Q1,DOM,TOTAL,N_GE4,RO,2017,1302887
Q1,DOM,TOTAL,N_GE4,RO,2018,1288946
Q1,DOM,TOTAL,N_GE4,RO,2019,1222988
Q1,DOM,TOTAL,N_GE4,RO,2020,674576
Q1,DOM,TOTAL,N_GE4,RO,2021,1012584
Q1,DOM,TOTAL,N_GE4,RO,2022,860094
Q1,FOR,PER,N1-3,BE,2021,191323
Q1,FOR,PER,N1-3,BE,2022,342982
Q1,FOR,PER,N1-3,DK,2019,512981
Q1,FOR,PER,N1-3,DK,2020,129250
Q1,FOR,PER,N1-3,DK,2021,
Q1,FOR,PER,N1-3,EE,2012,57852
Q1,FOR,PER,N1-3,EE,2013,78468
Q1,FOR,PER,N1-3,EE,2014,73172
Q1,FOR,PER,N1-3,EE,2015,29672
Q1,FOR,PER,N1-3,EE,2016,43381
Q1,FOR,PER,N1-3,EE,2017,34578
Q1,FOR,PER,N1-3,EE,2018,90447
Q1,FOR,PER,N1-3,EE,2019,66508
Q1,FOR,PER,N1-3,EE,2020,17915
Q1,FOR,PER,N1-3,EE,2021,
Q1,FOR,PER,N1-3,EE,2022,28910
Q1,FOR,PER,N1-3,NL,2013,335735
Q1,FOR,PER,N1-3,NL,2014,431952
Q1,FOR,PER,N1-3,NL,2015,561639
Q1,FOR,PER,N1-3,NL,2016,472644
Q1,FOR,PER,N1-3,NL,2017,280835
Q1,FOR,PER,N1-3,NL,2018,334128
Q1,FOR,PER,N1-3,NL,2019,376157
Q1,FOR,PER,N1-3,NL,2020,144267
Q1,FOR,PER,N1-3,NL,2021,375370
Q1,FOR,PER,N1-3,NL,2022,475484
Q1,FOR,PER,N1-3,RO,2013,
Q1,FOR,PER,N1-3,RO,2014,
Q1,FOR,PER,N1-3,RO,2015,27571
Q1,FOR,PER,N1-3,RO,2016,29544
Q1,FOR,PER,N1-3,RO,2017,
Q1,FOR,PER,N1-3,RO,2018,35012
Q1,FOR,PER,N1-3,RO,2019,32066
Q1,FOR,PER,N1-3,RO,2020,
Q1,FOR,PER,N1-3,RO,2021,
Q1,FOR,PER,N1-3,RO,2022,
Q1,FOR,PER,N_GE1,BE,2021,691209
Q1,FOR,PER,N_GE1,BE,2022,1346112
Q1,FOR,PER,N_GE1,DK,2019,1469475
Q1,FOR,PER,N_GE1,DK,2020,458053
Q1,FOR,PER,N_GE1,DK,2021,395422
Q1,FOR,PER,N_GE1,EE,2012,121372
Q1,FOR,PER,N_GE1,EE,2013,172888
Q1,FOR,PER,N_GE1,EE,2014,150501
Q1,FOR,PER,N_GE1,EE,2015,102132
Q1,FOR,PER,N_GE1,EE,2016,103216
Q1,FOR,PER,N_GE1,EE,2017,98264
Q1,FOR,PER,N_GE1,EE,2018,211918
Q1,FOR,PER,N_GE1,EE,2019,173016
Q1,FOR,PER,N_GE1,EE,2020,41555
Q1,FOR,PER,N_GE1,EE,2021,63666
Q1,FOR,PER,N_GE1,EE,2022,84270
Q1,FOR,PER,N_GE1,NL,2013,1951356
Q1,FOR,PER,N_GE1,NL,2014,1984696
Q1,FOR,PER,N_GE1,NL,2015,2660471
Q1,FOR,PER,N_GE1,NL,2016,2409929
Q1,FOR,PER,N_GE1,NL,2017,1197843
Q1,FOR,PER,N_GE1,NL,2018,1443597
Q1,FOR,PER,N_GE1,NL,2019,1450005
Q1,FOR,PER,N_GE1,NL,2020,638913
Q1,FOR,PER,N_GE1,NL,2021,1472160
Q1,FOR,PER,N_GE1,NL,2022,1885600
Q1,FOR,PER,N_GE1,RO,2013,215754
Q1,FOR,PER,N_GE1,RO,2014,214712
Q1,FOR,PER,N_GE1,RO,2015,223588
Q1,FOR,PER,N_GE1,RO,2016,236300
Q1,FOR,PER,N_GE1,RO,2017,181274
Q1,FOR,PER,N_GE1,RO,2018,213476
Q1,FOR,PER,N_GE1,RO,2019,230437
Q1,FOR,PER,N_GE1,RO,2020,55139
Q1,FOR,PER,N_GE1,RO,2021,96913
Q1,FOR,PER,N_GE1,RO,2022,165981
Q1,FOR,PER,N_GE4,BE,2021,499886
Q1,FOR,PER,N_GE4,BE,2022,1003130
Q1,FOR,PER,N_GE4,DK,2019,956494
Q1,FOR,PER,N_GE4,DK,2020,328803
Q1,FOR,PER,N_GE4,DK,2021,317603
Q1,FOR,PER,N_GE4,EE,2012,63520
Q1,FOR,PER,N_GE4,EE,2013,94420
Q1,FOR,PER,N_GE4,EE,2014,77328
Q1,FOR,PER,N_GE4,EE,2015,72460
Q1,FOR,PER,N_GE4,EE,2016,59835
Q1,FOR,PER,N_GE4,EE,2017,63685
Q1,FOR,PER,N_GE4,EE,2018,121471
Q1,FOR,PER,N_GE4,EE,2019,106509
Q1,FOR,PER,N_GE4,EE,2020,23640
Q1,FOR,PER,N_GE4,EE,2021,49928
Q1,FOR,PER,N_GE4,EE,2022,55360
Q1,FOR,PER,N_GE4,NL,2013,1615621
Q1,FOR,PER,N_GE4,NL,2014,1552744
Q1,FOR,PER,N_GE4,NL,2015,2098833
Q1,FOR,PER,N_GE4,NL,2016,1937285
Q1,FOR,PER,N_GE4,NL,2017,917007
Q1,FOR,PER,N_GE4,NL,2018,1109468
Q1,FOR,PER,N_GE4,NL,2019,1073848
Q1,FOR,PER,N_GE4,NL,2020,494645
Q1,FOR,PER,N_GE4,NL,2021,1096789
Q1,FOR,PER,N_GE4,NL,2022,1410116
Q1,FOR,PER,N_GE4,RO,2013,196881
Q1,FOR,PER,N_GE4,RO,2014,200984
Q1,FOR,PER,N_GE4,RO,2015,196016
Q1,FOR,PER,N_GE4,RO,2016,206756
Q1,FOR,PER,N_GE4,RO,2017,164495
Q1,FOR,PER,N_GE4,RO,2018,178463
Q1,FOR,PER,N_GE4,RO,2019,198371
Q1,FOR,PER,N_GE4,RO,2020,50979
Q1,FOR,PER,N_GE4,RO,2021,89688
Q1,FOR,PER,N_GE4,RO,2022,147773
Q1,FOR,PROF,N1-3,BE,2021,
Q1,FOR,PROF,N1-3,BE,2022,
Q1,FOR,PROF,N1-3,DK,2019,
Q1,FOR,PROF,N1-3,DK,2020,
Q1,FOR,PROF,N1-3,DK,2021,
Q1,FOR,PROF,N1-3,EE,2012,
Q1,FOR,PROF,N1-3,EE,2013,22505
Q1,FOR,PROF,N1-3,EE,2014,
Q1,FOR,PROF,N1-3,EE,2015,
Q1,FOR,PROF,N1-3,EE,2016,
Q1,FOR,PROF,N1-3,EE,2017,
Q1,FOR,PROF,N1-3,EE,2018,
Q1,FOR,PROF,N1-3,EE,2019,
Q1,FOR,PROF,N1-3,EE,2020,
Q1,FOR,PROF,N1-3,EE,2021,
Q1,FOR,PROF,N1-3,EE,2022,
Q1,FOR,PROF,N1-3,NL,2013,
Q1,FOR,PROF,N1-3,NL,2014,
Q1,FOR,PROF,N1-3,NL,2015,71557
Q1,FOR,PROF,N1-3,NL,2016,60859
Q1,FOR,PROF,N1-3,NL,2017,91816
Q1,FOR,PROF,N1-3,NL,2018,95821
Q1,FOR,PROF,N1-3,NL,2019,73815
Q1,FOR,PROF,N1-3,NL,2020,192390
Q1,FOR,PROF,N1-3,NL,2021,
Q1,FOR,PROF,N1-3,NL,2022,
Q1,FOR,PROF,N_GE1,BE,2021,
Q1,FOR,PROF,N_GE1,BE,2022,55552
Q1,FOR,PROF,N_GE1,DK,2019,143804
Q1,FOR,PROF,N_GE1,DK,2020,
Q1,FOR,PROF,N_GE1,DK,2021,
Q1,FOR,PROF,N_GE1,EE,2012,
Q1,FOR,PROF,N_GE1,EE,2013,36509
Q1,FOR,PROF,N_GE1,EE,2014,17598
Q1,FOR,PROF,N_GE1,EE,2015,24716
Q1,FOR,PROF,N_GE1,EE,2016,
Q1,FOR,PROF,N_GE1,EE,2017,20471
Q1,FOR,PROF,N_GE1,EE,2018,27789
Q1,FOR,PROF,N_GE1,EE,2019,27078
Q1,FOR,PROF,N_GE1,EE,2020,
Q1,FOR,PROF,N_GE1,EE,2021,
Q1,FOR,PROF,N_GE1,EE,2022,
Q1,FOR,PROF,N_GE1,NL,2013,87598
Q1,FOR,PROF,N_GE1,NL,2014,
Q1,FOR,PROF,N_GE1,NL,2015,125096
Q1,FOR,PROF,N_GE1,NL,2016,79910
Q1,FOR,PROF,N_GE1,NL,2017,153483
Q1,FOR,PROF,N_GE1,NL,2018,141339
Q1,FOR,PROF,N_GE1,NL,2019,100129
Q1,FOR,PROF,N_GE1,NL,2020,258958
Q1,FOR,PROF,N_GE1,NL,2021,
Q1,FOR,PROF,N_GE1,NL,2022,50562
Q1,FOR,PROF,N_GE1,RO,2013,
Q1,FOR,PROF,N_GE1,RO,2014,
Q1,FOR,PROF,N_GE1,RO,2015,
Q1,FOR,PROF,N_GE1,RO,2016,
Q1,FOR,PROF,N_GE1,RO,2017,
Q1,FOR,PROF,N_GE1,RO,2019,
Q1,FOR,PROF,N_GE1,RO,2020,
Q1,FOR,PROF,N_GE4,BE,2021,
Q1,FOR,PROF,N_GE4,BE,2022,
Q1,FOR,PROF,N_GE4,DK,2019,96435
Q1,FOR,PROF,N_GE4,DK,2020,
Q1,FOR,PROF,N_GE4,DK,2021,
Q1,FOR,PROF,N_GE4,EE,2012,
Q1,FOR,PROF,N_GE4,EE,2013,
Q1,FOR,PROF,N_GE4,EE,2014,
Q1,FOR,PROF,N_GE4,EE,2015,
Q1,FOR,PROF,N_GE4,EE,2016,
Q1,FOR,PROF,N_GE4,EE,2017,
Q1,FOR,PROF,N_GE4,EE,2018,
Q1,FOR,PROF,N_GE4,EE,2019,
Q1,FOR,PROF,N_GE4,EE,2020,
Q1,FOR,PROF,N_GE4,EE,2021,
Q1,FOR,PROF,N_GE4,EE,2022,
Q1,FOR,PROF,N_GE4,NL,2013,
Q1,FOR,PROF,N_GE4,NL,2014,
Q1,FOR,PROF,N_GE4,NL,2015,
Q1,FOR,PROF,N_GE4,NL,2016,
Q1,FOR,PROF,N_GE4,NL,2017,61668
Q1,FOR,PROF,N_GE4,NL,2018,
Q1,FOR,PROF,N_GE4,NL,2019,
Q1,FOR,PROF,N_GE4,NL,2020,
Q1,FOR,PROF,N_GE4,NL,2021,
Q1,FOR,PROF,N_GE4,NL,2022,
Q1,FOR,PROF,N_GE4,RO,2013,
Q1,FOR,PROF,N_GE4,RO,2014,
Q1,FOR,PROF,N_GE4,RO,2015,
Q1,FOR,PROF,N_GE4,RO,2016,
Q1,FOR,PROF,N_GE4,RO,2017,
Q1,FOR,PROF,N_GE4,RO,2019,
Q1,FOR,PROF,N_GE4,RO,2020,
Q1,FOR,TOTAL,N1-3,BE,2021,201764
Q1,FOR,TOTAL,N1-3,BE,2022,358977
Q1,FOR,TOTAL,N1-3,DK,2019,560350
Q1,FOR,TOTAL,N1-3,DK,2020,135350
Q1,FOR,TOTAL,N1-3,DK,2021,112773
Q1,FOR,TOTAL,N1-3,EE,2012,77074
