freq,c_dest,purpose,duration,tra_mode,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
A,DOM,PER,N1-3,AIR,NR,AT,2012,,u
A,DOM,PER,N1-3,AIR,NR,AT,2013,,u
A,DOM,PER,N1-3,AIR,NR,AT,2014,,u
A,DOM,PER,N1-3,AIR,NR,AT,2015,,u
A,DOM,PER,N1-3,AIR,NR,AT,2016,,u
A,DOM,PER,N1-3,AIR,NR,AT,2017,,u
A,DOM,PER,N1-3,AIR,NR,AT,2018,,u
A,DOM,PER,N1-3,AIR,NR,AT,2019,,u
A,DOM,PER,N1-3,AIR,NR,AT,2020,,u
A,DOM,PER,N1-3,AIR,NR,AT,2021,,u
A,DOM,PER,N1-3,AIR,NR,BE,2021,,u
A,DOM,PER,N1-3,AIR,NR,BG,2012,,u
A,DOM,PER,N1-3,AIR,NR,BG,2015,,u
A,DOM,PER,N1-3,AIR,NR,BG,2022,,u
A,DOM,PER,N1-3,AIR,NR,CH,2014,,u
A,DOM,PER,N1-3,AIR,NR,CH,2015,,u
A,DOM,PER,N1-3,AIR,NR,CH,2017,,u
A,DOM,PER,N1-3,AIR,NR,CH,2021,,u
A,DOM,PER,N1-3,AIR,NR,CZ,2012,,u
A,DOM,PER,N1-3,AIR,NR,DE,2012,1451129,
A,DOM,PER,N1-3,AIR,NR,DE,2013,1323246,
A,DOM,PER,N1-3,AIR,NR,DE,2014,1093490,u
A,DOM,PER,N1-3,AIR,NR,DE,2015,801692,u
A,DOM,PER,N1-3,AIR,NR,DE,2016,1672320,
A,DOM,PER,N1-3,AIR,NR,DE,2017,1154484,u
A,DOM,PER,N1-3,AIR,NR,DE,2018,941496,u
A,DOM,PER,N1-3,AIR,NR,DE,2019,1170381,u
A,DOM,PER,N1-3,AIR,NR,DE,2020,,u
A,DOM,PER,N1-3,AIR,NR,DE,2021,,u
A,DOM,PER,N1-3,AIR,NR,DE,2022,,u
A,DOM,PER,N1-3,AIR,NR,DK,2012,186457,
A,DOM,PER,N1-3,AIR,NR,DK,2013,269614,b
A,DOM,PER,N1-3,AIR,NR,DK,2014,142028,u
A,DOM,PER,N1-3,AIR,NR,DK,2015,97656,u
A,DOM,PER,N1-3,AIR,NR,DK,2016,284932,
A,DOM,PER,N1-3,AIR,NR,DK,2017,190552,
A,DOM,PER,N1-3,AIR,NR,DK,2018,,u
A,DOM,PER,N1-3,AIR,NR,DK,2019,251378,u
A,DOM,PER,N1-3,AIR,NR,DK,2020,,u
A,DOM,PER,N1-3,AIR,NR,DK,2021,142706,u
A,DOM,PER,N1-3,AIR,NR,EA20,2012,5572547,
A,DOM,PER,N1-3,AIR,NR,EA20,2013,4756878,
A,DOM,PER,N1-3,AIR,NR,EA20,2014,4294158,
A,DOM,PER,N1-3,AIR,NR,EA20,2015,4433821,
A,DOM,PER,N1-3,AIR,NR,EA20,2016,5475152,
A,DOM,PER,N1-3,AIR,NR,EA20,2017,6336875,
A,DOM,PER,N1-3,AIR,NR,EA20,2018,6226517,
A,DOM,PER,N1-3,AIR,NR,EA20,2019,6578726,
A,DOM,PER,N1-3,AIR,NR,EA20,2020,3451957,
A,DOM,PER,N1-3,AIR,NR,EA20,2021,3771839,
A,DOM,PER,N1-3,AIR,NR,EA20,2022,6512168,
A,DOM,PER,N1-3,AIR,NR,EE,2012,,u
A,DOM,PER,N1-3,AIR,NR,EE,2013,,u
A,DOM,PER,N1-3,AIR,NR,EE,2014,,u
A,DOM,PER,N1-3,AIR,NR,EE,2015,,u
A,DOM,PER,N1-3,AIR,NR,EE,2016,,u
A,DOM,PER,N1-3,AIR,NR,EE,2017,,u
A,DOM,PER,N1-3,AIR,NR,EE,2018,,u
A,DOM,PER,N1-3,AIR,NR,EE,2019,,u
A,DOM,PER,N1-3,AIR,NR,EE,2020,,u
A,DOM,PER,N1-3,AIR,NR,EE,2021,,u
A,DOM,PER,N1-3,AIR,NR,EE,2022,,u
A,DOM,PER,N1-3,AIR,NR,EL,2012,86542,
A,DOM,PER,N1-3,AIR,NR,EL,2013,27720,u
A,DOM,PER,N1-3,AIR,NR,EL,2014,48961,
A,DOM,PER,N1-3,AIR,NR,EL,2015,69427,
A,DOM,PER,N1-3,AIR,NR,EL,2016,50980,
A,DOM,PER,N1-3,AIR,NR,EL,2017,63863,
A,DOM,PER,N1-3,AIR,NR,EL,2018,68320,
A,DOM,PER,N1-3,AIR,NR,EL,2019,53478,
A,DOM,PER,N1-3,AIR,NR,EL,2020,30313,u
A,DOM,PER,N1-3,AIR,NR,EL,2021,38778,
A,DOM,PER,N1-3,AIR,NR,EL,2022,80183,
A,DOM,PER,N1-3,AIR,NR,ES,2012,1622357,
A,DOM,PER,N1-3,AIR,NR,ES,2013,1406057,
A,DOM,PER,N1-3,AIR,NR,ES,2014,1318213,
A,DOM,PER,N1-3,AIR,NR,ES,2015,1496731,b
A,DOM,PER,N1-3,AIR,NR,ES,2016,1840164,
A,DOM,PER,N1-3,AIR,NR,ES,2017,1968842,
A,DOM,PER,N1-3,AIR,NR,ES,2018,2459277,
A,DOM,PER,N1-3,AIR,NR,ES,2019,2517957,
A,DOM,PER,N1-3,AIR,NR,ES,2020,837043,
A,DOM,PER,N1-3,AIR,NR,ES,2021,1475916,
A,DOM,PER,N1-3,AIR,NR,ES,2022,2274329,
A,DOM,PER,N1-3,AIR,NR,EU27_2020,2012,6616407,e
A,DOM,PER,N1-3,AIR,NR,EU27_2020,2013,5695687,e
A,DOM,PER,N1-3,AIR,NR,EU27_2020,2014,5073105,
A,DOM,PER,N1-3,AIR,NR,EU27_2020,2015,5321886,
A,DOM,PER,N1-3,AIR,NR,EU27_2020,2016,6430422,
A,DOM,PER,N1-3,AIR,NR,EU27_2020,2017,7279047,
A,DOM,PER,N1-3,AIR,NR,EU27_2020,2018,7000301,
A,DOM,PER,N1-3,AIR,NR,EU27_2020,2019,7527384,
A,DOM,PER,N1-3,AIR,NR,EU27_2020,2020,3710272,
A,DOM,PER,N1-3,AIR,NR,EU27_2020,2021,4231546,
A,DOM,PER,N1-3,AIR,NR,EU27_2020,2022,7333445,e
A,DOM,PER,N1-3,AIR,NR,FI,2012,276022,b
A,DOM,PER,N1-3,AIR,NR,FI,2013,226510,
A,DOM,PER,N1-3,AIR,NR,FI,2014,172156,u
A,DOM,PER,N1-3,AIR,NR,FI,2015,190676,
A,DOM,PER,N1-3,AIR,NR,FI,2016,208733,
A,DOM,PER,N1-3,AIR,NR,FI,2017,218295,
A,DOM,PER,N1-3,AIR,NR,FI,2018,226808,
A,DOM,PER,N1-3,AIR,NR,FI,2019,218592,u
A,DOM,PER,N1-3,AIR,NR,FI,2020,87852,u
A,DOM,PER,N1-3,AIR,NR,FI,2021,,u
A,DOM,PER,N1-3,AIR,NR,FI,2022,114906,u
A,DOM,PER,N1-3,AIR,NR,FR,2012,1088151,
A,DOM,PER,N1-3,AIR,NR,FR,2013,1020170,
A,DOM,PER,N1-3,AIR,NR,FR,2014,936314,
A,DOM,PER,N1-3,AIR,NR,FR,2015,1049924,
A,DOM,PER,N1-3,AIR,NR,FR,2016,929916,
A,DOM,PER,N1-3,AIR,NR,FR,2017,1336385,
A,DOM,PER,N1-3,AIR,NR,FR,2018,1247478,
A,DOM,PER,N1-3,AIR,NR,FR,2019,1380651,
A,DOM,PER,N1-3,AIR,NR,FR,2020,1782294,
A,DOM,PER,N1-3,AIR,NR,FR,2021,1443965,
A,DOM,PER,N1-3,AIR,NR,FR,2022,2394343,
A,DOM,PER,N1-3,AIR,NR,HR,2012,,u
A,DOM,PER,N1-3,AIR,NR,HR,2013,,u
A,DOM,PER,N1-3,AIR,NR,HR,2014,,u
A,DOM,PER,N1-3,AIR,NR,HR,2015,,u
A,DOM,PER,N1-3,AIR,NR,HR,2016,,u
A,DOM,PER,N1-3,AIR,NR,HR,2017,,u
A,DOM,PER,N1-3,AIR,NR,HR,2018,,u
A,DOM,PER,N1-3,AIR,NR,HR,2019,,u
A,DOM,PER,N1-3,AIR,NR,HR,2020,,u
A,DOM,PER,N1-3,AIR,NR,HR,2022,,u
A,DOM,PER,N1-3,AIR,NR,HU,2012,,u
A,DOM,PER,N1-3,AIR,NR,HU,2013,,u
A,DOM,PER,N1-3,AIR,NR,HU,2014,,u
A,DOM,PER,N1-3,AIR,NR,HU,2015,,u
A,DOM,PER,N1-3,AIR,NR,HU,2017,,u
A,DOM,PER,N1-3,AIR,NR,HU,2018,,u
A,DOM,PER,N1-3,AIR,NR,HU,2019,,u
A,DOM,PER,N1-3,AIR,NR,HU,2021,,u
A,DOM,PER,N1-3,AIR,NR,HU,2022,,u
A,DOM,PER,N1-3,AIR,NR,IE,2012,,u
A,DOM,PER,N1-3,AIR,NR,IE,2013,,u
A,DOM,PER,N1-3,AIR,NR,IE,2014,,u
A,DOM,PER,N1-3,AIR,NR,IE,2015,,u
A,DOM,PER,N1-3,AIR,NR,IE,2016,,u
A,DOM,PER,N1-3,AIR,NR,IE,2017,,u
A,DOM,PER,N1-3,AIR,NR,IE,2018,,u
A,DOM,PER,N1-3,AIR,NR,IE,2019,22569,u
A,DOM,PER,N1-3,AIR,NR,IE,2020,,u
A,DOM,PER,N1-3,AIR,NR,IE,2021,,u
A,DOM,PER,N1-3,AIR,NR,IE,2022,,u
A,DOM,PER,N1-3,AIR,NR,IT,2012,972454,
A,DOM,PER,N1-3,AIR,NR,IT,2013,671144,
A,DOM,PER,N1-3,AIR,NR,IT,2014,638631,bu
A,DOM,PER,N1-3,AIR,NR,IT,2015,725754,u
A,DOM,PER,N1-3,AIR,NR,IT,2016,653282,u
A,DOM,PER,N1-3,AIR,NR,IT,2017,1384263,
A,DOM,PER,N1-3,AIR,NR,IT,2018,1100775,
A,DOM,PER,N1-3,AIR,NR,IT,2019,1075311,
A,DOM,PER,N1-3,AIR,NR,IT,2020,349968,u
A,DOM,PER,N1-3,AIR,NR,IT,2021,389982,u
A,DOM,PER,N1-3,AIR,NR,IT,2022,1034710,
A,DOM,PER,N1-3,AIR,NR,LU,2012,,u
A,DOM,PER,N1-3,AIR,NR,LU,2018,,u
A,DOM,PER,N1-3,AIR,NR,LU,2019,,u
A,DOM,PER,N1-3,AIR,NR,LV,2019,,u
A,DOM,PER,N1-3,AIR,NR,NL,2014,,u
A,DOM,PER,N1-3,AIR,NR,NL,2016,,u
A,DOM,PER,N1-3,AIR,NR,NL,2017,,u
A,DOM,PER,N1-3,AIR,NR,NL,2018,,u
A,DOM,PER,N1-3,AIR,NR,NL,2019,,u
A,DOM,PER,N1-3,AIR,NR,NL,2020,,u
A,DOM,PER,N1-3,AIR,NR,NO,2013,705219,
A,DOM,PER,N1-3,AIR,NR,NO,2014,910344,
A,DOM,PER,N1-3,AIR,NR,NO,2015,930233,
A,DOM,PER,N1-3,AIR,NR,NO,2016,838859,
A,DOM,PER,N1-3,AIR,NR,NO,2017,884889,
A,DOM,PER,N1-3,AIR,NR,NO,2018,925260,
A,DOM,PER,N1-3,AIR,NR,NO,2021,636091,
A,DOM,PER,N1-3,AIR,NR,PL,2012,,u
A,DOM,PER,N1-3,AIR,NR,PL,2013,,u
A,DOM,PER,N1-3,AIR,NR,PL,2014,24302,bu
A,DOM,PER,N1-3,AIR,NR,PL,2015,51587,u
A,DOM,PER,N1-3,AIR,NR,PL,2016,56743,u
A,DOM,PER,N1-3,AIR,NR,PL,2017,65693,u
A,DOM,PER,N1-3,AIR,NR,PL,2018,70350,u
A,DOM,PER,N1-3,AIR,NR,PL,2019,67720,u
A,DOM,PER,N1-3,AIR,NR,PL,2020,,u
A,DOM,PER,N1-3,AIR,NR,PL,2021,,u
A,DOM,PER,N1-3,AIR,NR,PL,2022,80055,u
A,DOM,PER,N1-3,AIR,NR,PT,2012,32753,
A,DOM,PER,N1-3,AIR,NR,PT,2013,50871,
A,DOM,PER,N1-3,AIR,NR,PT,2014,45548,
A,DOM,PER,N1-3,AIR,NR,PT,2015,73259,
A,DOM,PER,N1-3,AIR,NR,PT,2016,96405,
A,DOM,PER,N1-3,AIR,NR,PT,2017,161347,
A,DOM,PER,N1-3,AIR,NR,PT,2018,140265,
A,DOM,PER,N1-3,AIR,NR,PT,2019,126309,
A,DOM,PER,N1-3,AIR,NR,PT,2020,52916,
A,DOM,PER,N1-3,AIR,NR,PT,2021,78682,
A,DOM,PER,N1-3,AIR,NR,PT,2022,144201,
A,DOM,PER,N1-3,AIR,NR,RO,2012,,u
A,DOM,PER,N1-3,AIR,NR,RO,2013,36049,u
A,DOM,PER,N1-3,AIR,NR,RO,2014,39941,u
A,DOM,PER,N1-3,AIR,NR,RO,2015,24403,u
A,DOM,PER,N1-3,AIR,NR,RO,2016,25033,u
A,DOM,PER,N1-3,AIR,NR,RO,2017,,u
A,DOM,PER,N1-3,AIR,NR,RO,2018,,u
A,DOM,PER,N1-3,AIR,NR,RO,2019,,u
A,DOM,PER,N1-3,AIR,NR,RO,2020,,u
A,DOM,PER,N1-3,AIR,NR,RO,2021,,u
A,DOM,PER,N1-3,AIR,NR,RO,2022,,u
A,DOM,PER,N1-3,AIR,NR,RS,2018,,u
A,DOM,PER,N1-3,AIR,NR,SE,2014,572136,
A,DOM,PER,N1-3,AIR,NR,SE,2015,710057,
A,DOM,PER,N1-3,AIR,NR,SE,2016,588561,
A,DOM,PER,N1-3,AIR,NR,SE,2017,673836,
A,DOM,PER,N1-3,AIR,NR,SE,2018,651410,
A,DOM,PER,N1-3,AIR,NR,SE,2019,619713,
A,DOM,PER,N1-3,AIR,NR,SE,2020,155994,u
A,DOM,PER,N1-3,AIR,NR,SE,2021,256732,u
A,DOM,PER,N1-3,AIR,NR,SE,2022,551235,u
A,DOM,PER,N1-3,AIR,NR,SK,2017,,u
A,DOM,PER,N1-3,AIR,NR,UK,2012,1374159,
A,DOM,PER,N1-3,AIR,NR,UK,2013,1243526,
A,DOM,PER,N1-3,BUS,NR,AL,2017,1711644,
A,DOM,PER,N1-3,BUS,NR,AL,2019,1679679,
A,DOM,PER,N1-3,BUS,NR,AL,2020,892293,
A,DOM,PER,N1-3,BUS,NR,AT,2012,267038,
A,DOM,PER,N1-3,BUS,NR,AT,2013,242279,
A,DOM,PER,N1-3,BUS,NR,AT,2014,250460,
A,DOM,PER,N1-3,BUS,NR,AT,2015,283850,
A,DOM,PER,N1-3,BUS,NR,AT,2016,351362,
A,DOM,PER,N1-3,BUS,NR,AT,2017,316326,
A,DOM,PER,N1-3,BUS,NR,AT,2018,342106,
A,DOM,PER,N1-3,BUS,NR,AT,2019,316449,
A,DOM,PER,N1-3,BUS,NR,AT,2020,103381,
A,DOM,PER,N1-3,BUS,NR,AT,2021,126339,
A,DOM,PER,N1-3,BUS,NR,AT,2022,260913,
A,DOM,PER,N1-3,BUS,NR,BE,2012,,u
A,DOM,PER,N1-3,BUS,NR,BE,2013,,u
A,DOM,PER,N1-3,BUS,NR,BE,2014,,u
A,DOM,PER,N1-3,BUS,NR,BE,2015,31946,u
A,DOM,PER,N1-3,BUS,NR,BE,2016,,u
A,DOM,PER,N1-3,BUS,NR,BE,2017,,u
A,DOM,PER,N1-3,BUS,NR,BE,2018,,u
A,DOM,PER,N1-3,BUS,NR,BE,2019,,u
A,DOM,PER,N1-3,BUS,NR,BE,2020,,u
A,DOM,PER,N1-3,BUS,NR,BE,2021,,u
A,DOM,PER,N1-3,BUS,NR,BE,2022,,u
A,DOM,PER,N1-3,BUS,NR,BG,2012,477511,b
A,DOM,PER,N1-3,BUS,NR,BG,2013,350654,
A,DOM,PER,N1-3,BUS,NR,BG,2014,339762,
A,DOM,PER,N1-3,BUS,NR,BG,2015,229616,
A,DOM,PER,N1-3,BUS,NR,BG,2016,299223,
A,DOM,PER,N1-3,BUS,NR,BG,2017,391768,
A,DOM,PER,N1-3,BUS,NR,BG,2018,340792,
A,DOM,PER,N1-3,BUS,NR,BG,2019,338681,
A,DOM,PER,N1-3,BUS,NR,BG,2020,117212,
A,DOM,PER,N1-3,BUS,NR,BG,2021,170299,
A,DOM,PER,N1-3,BUS,NR,BG,2022,185836,
A,DOM,PER,N1-3,BUS,NR,CH,2012,,u
A,DOM,PER,N1-3,BUS,NR,CH,2013,,u
A,DOM,PER,N1-3,BUS,NR,CH,2014,,u
A,DOM,PER,N1-3,BUS,NR,CH,2015,,u
A,DOM,PER,N1-3,BUS,NR,CH,2016,104037,u
A,DOM,PER,N1-3,BUS,NR,CH,2017,,u
A,DOM,PER,N1-3,BUS,NR,CH,2018,,u
A,DOM,PER,N1-3,BUS,NR,CH,2019,,u
A,DOM,PER,N1-3,BUS,NR,CH,2020,,u
A,DOM,PER,N1-3,BUS,NR,CH,2021,,u
A,DOM,PER,N1-3,BUS,NR,CY,2012,47164,b
A,DOM,PER,N1-3,BUS,NR,CY,2013,21320,u
A,DOM,PER,N1-3,BUS,NR,CY,2014,40319,u
A,DOM,PER,N1-3,BUS,NR,CY,2015,45527,
A,DOM,PER,N1-3,BUS,NR,CY,2016,51192,
A,DOM,PER,N1-3,BUS,NR,CY,2017,41741,
A,DOM,PER,N1-3,BUS,NR,CY,2018,50593,
A,DOM,PER,N1-3,BUS,NR,CY,2019,52970,
A,DOM,PER,N1-3,BUS,NR,CY,2020,,u
A,DOM,PER,N1-3,BUS,NR,CY,2021,19910,u
A,DOM,PER,N1-3,BUS,NR,CY,2022,31775,u
A,DOM,PER,N1-3,BUS,NR,CZ,2012,1718189,
A,DOM,PER,N1-3,BUS,NR,CZ,2013,1796211,
A,DOM,PER,N1-3,BUS,NR,CZ,2014,1261758,
A,DOM,PER,N1-3,BUS,NR,CZ,2015,1391137,
A,DOM,PER,N1-3,BUS,NR,CZ,2016,1086389,
A,DOM,PER,N1-3,BUS,NR,CZ,2017,1330462,
A,DOM,PER,N1-3,BUS,NR,CZ,2018,998446,
A,DOM,PER,N1-3,BUS,NR,CZ,2019,957847,
A,DOM,PER,N1-3,BUS,NR,CZ,2020,557232,
A,DOM,PER,N1-3,BUS,NR,CZ,2021,744439,
A,DOM,PER,N1-3,BUS,NR,CZ,2022,880265,
A,DOM,PER,N1-3,BUS,NR,DE,2012,2130946,
A,DOM,PER,N1-3,BUS,NR,DE,2013,3562004,
A,DOM,PER,N1-3,BUS,NR,DE,2014,3660895,
A,DOM,PER,N1-3,BUS,NR,DE,2015,4966650,
A,DOM,PER,N1-3,BUS,NR,DE,2016,5448547,
A,DOM,PER,N1-3,BUS,NR,DE,2017,4009797,
A,DOM,PER,N1-3,BUS,NR,DE,2018,3803034,
A,DOM,PER,N1-3,BUS,NR,DE,2019,3257300,
A,DOM,PER,N1-3,BUS,NR,DE,2020,840509,u
A,DOM,PER,N1-3,BUS,NR,DE,2021,1493109,u
A,DOM,PER,N1-3,BUS,NR,DE,2022,1132842,u
A,DOM,PER,N1-3,BUS,NR,DK,2012,894103,
A,DOM,PER,N1-3,BUS,NR,DK,2013,834028,b
A,DOM,PER,N1-3,BUS,NR,DK,2014,908202,
A,DOM,PER,N1-3,BUS,NR,DK,2015,840285,
A,DOM,PER,N1-3,BUS,NR,DK,2016,1185889,
A,DOM,PER,N1-3,BUS,NR,DK,2017,759063,
A,DOM,PER,N1-3,BUS,NR,DK,2018,294591,
A,DOM,PER,N1-3,BUS,NR,DK,2019,1027255,
A,DOM,PER,N1-3,BUS,NR,DK,2020,489191,
A,DOM,PER,N1-3,BUS,NR,DK,2021,307929,
A,DOM,PER,N1-3,BUS,NR,EA20,2012,12436330,
A,DOM,PER,N1-3,BUS,NR,EA20,2013,13329365,
A,DOM,PER,N1-3,BUS,NR,EA20,2014,13937669,
A,DOM,PER,N1-3,BUS,NR,EA20,2015,16773496,
A,DOM,PER,N1-3,BUS,NR,EA20,2016,17075063,
A,DOM,PER,N1-3,BUS,NR,EA20,2017,18005320,
A,DOM,PER,N1-3,BUS,NR,EA20,2018,16799241,
A,DOM,PER,N1-3,BUS,NR,EA20,2019,17002558,
A,DOM,PER,N1-3,BUS,NR,EA20,2020,7026355,
A,DOM,PER,N1-3,BUS,NR,EA20,2021,8963768,
A,DOM,PER,N1-3,BUS,NR,EA20,2022,12709299,
A,DOM,PER,N1-3,BUS,NR,EE,2012,312676,
A,DOM,PER,N1-3,BUS,NR,EE,2013,233670,
A,DOM,PER,N1-3,BUS,NR,EE,2014,444247,
A,DOM,PER,N1-3,BUS,NR,EE,2015,325983,
A,DOM,PER,N1-3,BUS,NR,EE,2016,315809,
A,DOM,PER,N1-3,BUS,NR,EE,2017,398697,
A,DOM,PER,N1-3,BUS,NR,EE,2018,543248,
A,DOM,PER,N1-3,BUS,NR,EE,2019,438361,
A,DOM,PER,N1-3,BUS,NR,EE,2020,123130,
A,DOM,PER,N1-3,BUS,NR,EE,2021,183809,
A,DOM,PER,N1-3,BUS,NR,EE,2022,244368,
A,DOM,PER,N1-3,BUS,NR,EL,2012,230984,
A,DOM,PER,N1-3,BUS,NR,EL,2013,126312,
A,DOM,PER,N1-3,BUS,NR,EL,2014,195847,
A,DOM,PER,N1-3,BUS,NR,EL,2015,180234,
A,DOM,PER,N1-3,BUS,NR,EL,2016,155429,
A,DOM,PER,N1-3,BUS,NR,EL,2017,165175,
A,DOM,PER,N1-3,BUS,NR,EL,2018,175583,
A,DOM,PER,N1-3,BUS,NR,EL,2019,159503,
A,DOM,PER,N1-3,BUS,NR,EL,2020,47327,
A,DOM,PER,N1-3,BUS,NR,EL,2021,45780,
A,DOM,PER,N1-3,BUS,NR,EL,2022,150786,
A,DOM,PER,N1-3,BUS,NR,ES,2012,2955212,
A,DOM,PER,N1-3,BUS,NR,ES,2013,3145303,
A,DOM,PER,N1-3,BUS,NR,ES,2014,2899725,
A,DOM,PER,N1-3,BUS,NR,ES,2015,4587613,b
A,DOM,PER,N1-3,BUS,NR,ES,2016,4609924,
A,DOM,PER,N1-3,BUS,NR,ES,2017,5434507,
A,DOM,PER,N1-3,BUS,NR,ES,2018,5293686,
A,DOM,PER,N1-3,BUS,NR,ES,2019,5352416,
A,DOM,PER,N1-3,BUS,NR,ES,2020,2219438,
A,DOM,PER,N1-3,BUS,NR,ES,2021,3376933,
A,DOM,PER,N1-3,BUS,NR,ES,2022,4389595,
A,DOM,PER,N1-3,BUS,NR,EU27_2020,2012,26111593,e
A,DOM,PER,N1-3,BUS,NR,EU27_2020,2013,24091859,e
A,DOM,PER,N1-3,BUS,NR,EU27_2020,2014,25839838,
A,DOM,PER,N1-3,BUS,NR,EU27_2020,2015,28097852,
A,DOM,PER,N1-3,BUS,NR,EU27_2020,2016,28515888,
A,DOM,PER,N1-3,BUS,NR,EU27_2020,2017,28916375,
A,DOM,PER,N1-3,BUS,NR,EU27_2020,2018,26406478,
A,DOM,PER,N1-3,BUS,NR,EU27_2020,2019,27020619,
A,DOM,PER,N1-3,BUS,NR,EU27_2020,2020,12780460,
A,DOM,PER,N1-3,BUS,NR,EU27_2020,2021,15042669,
A,DOM,PER,N1-3,BUS,NR,EU27_2020,2022,21023094,e
A,DOM,PER,N1-3,BUS,NR,FI,2012,1069221,b
A,DOM,PER,N1-3,BUS,NR,FI,2013,1156878,
A,DOM,PER,N1-3,BUS,NR,FI,2014,1255707,
A,DOM,PER,N1-3,BUS,NR,FI,2015,1661477,
A,DOM,PER,N1-3,BUS,NR,FI,2016,1707676,
A,DOM,PER,N1-3,BUS,NR,FI,2017,1885936,
A,DOM,PER,N1-3,BUS,NR,FI,2018,1365601,
A,DOM,PER,N1-3,BUS,NR,FI,2019,1681123,
A,DOM,PER,N1-3,BUS,NR,FI,2020,572609,
A,DOM,PER,N1-3,BUS,NR,FI,2021,696080,
A,DOM,PER,N1-3,BUS,NR,FI,2022,952364,
A,DOM,PER,N1-3,BUS,NR,FR,2012,1308795,
A,DOM,PER,N1-3,BUS,NR,FR,2013,1221158,
A,DOM,PER,N1-3,BUS,NR,FR,2014,1252108,
A,DOM,PER,N1-3,BUS,NR,FR,2015,1139837,
A,DOM,PER,N1-3,BUS,NR,FR,2016,1252334,
A,DOM,PER,N1-3,BUS,NR,FR,2017,2028497,
A,DOM,PER,N1-3,BUS,NR,FR,2018,2033316,
A,DOM,PER,N1-3,BUS,NR,FR,2019,2022449,
A,DOM,PER,N1-3,BUS,NR,FR,2020,1902943,
A,DOM,PER,N1-3,BUS,NR,FR,2021,1496237,
A,DOM,PER,N1-3,BUS,NR,FR,2022,2675808,
A,DOM,PER,N1-3,BUS,NR,HR,2012,490963,
A,DOM,PER,N1-3,BUS,NR,HR,2013,520432,
A,DOM,PER,N1-3,BUS,NR,HR,2014,452123,
A,DOM,PER,N1-3,BUS,NR,HR,2015,276147,
A,DOM,PER,N1-3,BUS,NR,HR,2016,222816,
A,DOM,PER,N1-3,BUS,NR,HR,2017,190746,
A,DOM,PER,N1-3,BUS,NR,HR,2018,186887,
A,DOM,PER,N1-3,BUS,NR,HR,2019,220103,
A,DOM,PER,N1-3,BUS,NR,HR,2020,86754,
A,DOM,PER,N1-3,BUS,NR,HR,2021,78920,
A,DOM,PER,N1-3,BUS,NR,HR,2022,118573,
A,DOM,PER,N1-3,BUS,NR,HU,2012,1817458,
A,DOM,PER,N1-3,BUS,NR,HU,2013,1417666,
A,DOM,PER,N1-3,BUS,NR,HU,2014,1614145,
A,DOM,PER,N1-3,BUS,NR,HU,2015,1347677,
A,DOM,PER,N1-3,BUS,NR,HU,2016,1175334,
A,DOM,PER,N1-3,BUS,NR,HU,2017,1069587,
A,DOM,PER,N1-3,BUS,NR,HU,2018,1052669,
A,DOM,PER,N1-3,BUS,NR,HU,2019,965211,
A,DOM,PER,N1-3,BUS,NR,HU,2020,373309,
A,DOM,PER,N1-3,BUS,NR,HU,2021,377917,
A,DOM,PER,N1-3,BUS,NR,HU,2022,501450,
A,DOM,PER,N1-3,BUS,NR,IE,2012,238768,
A,DOM,PER,N1-3,BUS,NR,IE,2013,261029,
A,DOM,PER,N1-3,BUS,NR,IE,2014,277368,
A,DOM,PER,N1-3,BUS,NR,IE,2015,248945,
A,DOM,PER,N1-3,BUS,NR,IE,2016,286128,
A,DOM,PER,N1-3,BUS,NR,IE,2017,280915,
A,DOM,PER,N1-3,BUS,NR,IE,2018,398374,
A,DOM,PER,N1-3,BUS,NR,IE,2019,359985,
A,DOM,PER,N1-3,BUS,NR,IE,2020,33356,u
A,DOM,PER,N1-3,BUS,NR,IE,2021,,u
A,DOM,PER,N1-3,BUS,NR,IE,2022,732196,
A,DOM,PER,N1-3,BUS,NR,IT,2012,1198144,
A,DOM,PER,N1-3,BUS,NR,IT,2013,910180,
A,DOM,PER,N1-3,BUS,NR,IT,2014,1027584,b
A,DOM,PER,N1-3,BUS,NR,IT,2015,1316273,
A,DOM,PER,N1-3,BUS,NR,IT,2016,973034,
A,DOM,PER,N1-3,BUS,NR,IT,2017,1380831,
A,DOM,PER,N1-3,BUS,NR,IT,2018,900635,
A,DOM,PER,N1-3,BUS,NR,IT,2019,1322004,
A,DOM,PER,N1-3,BUS,NR,IT,2020,281558,u
A,DOM,PER,N1-3,BUS,NR,IT,2021,340107,u
A,DOM,PER,N1-3,BUS,NR,IT,2022,564141,
A,DOM,PER,N1-3,BUS,NR,LT,2012,213445,
A,DOM,PER,N1-3,BUS,NR,LT,2013,173878,
A,DOM,PER,N1-3,BUS,NR,LT,2014,250210,
A,DOM,PER,N1-3,BUS,NR,LT,2015,197576,
A,DOM,PER,N1-3,BUS,NR,LT,2016,219491,
A,DOM,PER,N1-3,BUS,NR,LT,2017,215791,
A,DOM,PER,N1-3,BUS,NR,LT,2018,273123,
A,DOM,PER,N1-3,BUS,NR,LT,2019,281140,
A,DOM,PER,N1-3,BUS,NR,LT,2020,133225,
A,DOM,PER,N1-3,BUS,NR,LT,2021,201041,
A,DOM,PER,N1-3,BUS,NR,LT,2022,247382,
